mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
-1.2285,988101.0786,1.3551,-0.065636,-0.27225,1.3137,-0.063262,0.33378,2.508,0.26191,-2.2573,-0.22117,0.24753,18.533,0.008626484,0.44319,0.71322,142.7329,4775.353,115.337,904.8752,32.6376,19.0672,48.0108,261.2942,153.1301,424.2443,2388.291,9551.2858,563.8538,1158.6275,84.8616,3619.3164,1809.7478,199.663,1343.892786,666.9088025,1.0
-0.70392,1448247.772,1.2531,-0.065277,-0.017954,0.74676,0.4156,0.24245,3.5551,0.25666,-1.4993,-0.21274,0.25077,20.591,0.008360504,0.52351,0.75975,142.4439,4682.1486,113.1104,887.069,31.9959,18.6865,47.0228,256.0506,152.8411,415.8726,2340.9851,9364.2099,552.5678,1135.9567,83.1899,3548.4108,1774.1586,195.7348,1400.111445,661.8781675,1.0
4.4156,1494443.068,1.1287,-2.3772,0.796,-1.1692,0.71832,0.32913,4.0634,0.1738,-1.6402,0.40751,0.37085,18.954,0.007252308,0.51758,0.7884,141.6234,4399.4507,105.7344,829.6442,29.9141,17.4725,44.0093,239.4168,152.0207,388.7706,2181.7647,8778.8579,516.0594,1062.5663,77.7743,3325.5996,1659.8323,183.0143,949.4606864,396.4442811,1.0
4.0431,1661965.076,1.104,-1.9649,0.46403,-1.1286,0.90258,0.29629,4.6675,0.17089,-2.4408,1.1273,0.43783,15.503,0.007653649,0.53788,0.76948,141.2213,4294.0271,103.3862,811.1289,29.2569,17.0484,43.055,234.2871,151.6185,380.2936,2135.7745,8575.6334,505.4219,1038.0118,76.0714,3249.0112,1622.6025,179.0113,921.7983585,400.7483294,1.0
4.1466,1437675.938,1.1179,-2.2647,1.2959,-1.1279,0.74277,0.31753,3.9422,0.16501,-1.9996,0.70153,0.4832,18.118,0.007522479,0.58026,0.78089,141.4253,4330.4533,103.6256,814.8621,29.3247,17.1055,43.2065,234.4227,151.8227,381.4633,2139.351,8631.3677,505.3043,1045.3176,76.2623,3269.1108,1630.4423,179.5192,937.1556683,405.3263633,1.0
-0.99139,760219.8807,1.1893,0.89586,-0.19402,0.44887,-0.63249,0.32633,2.46,0.21139,-0.61446,0.74152,0.26208,20.906,0.006086469,0.52792,0.81445,142.4294,4698.1333,113.9226,893.7866,32.2523,18.8138,47.3688,257.8446,152.8266,419.1325,2366.297,9416.1359,556.6998,1144.9245,83.8459,3568.7536,1787.1804,197.3056,1200.528673,367.3127364,1.0
-0.87766,816844.9227,1.1821,0.85818,-0.31494,0.15874,-0.85959,0.36941,3.0492,0.22764,-0.6818,0.7007,0.27941,22.514,0.005940947,0.48638,0.8077,142.5988,4734.0295,114.2093,896.9414,32.3339,18.8785,47.5607,258.723,152.996,420.3656,2367.013,9467.8191,558.262,1149.2915,84.0705,3587.6533,1793.8628,197.7972,1246.391096,446.7450418,1.0
-1.5311,605024.0992,1.198,0.049915,-0.49951,-0.060307,-1.1554,0.36538,2.2298,0.17448,-1.2956,-0.14083,0.27175,21.69,0.005852473,0.57576,0.71129,142.5964,4766.8066,115.8879,907.8294,32.7956,19.1363,48.246,262.6186,152.9937,426.1034,2406.4551,9557.9989,567.4791,1161.143,85.2589,3622.5294,1815.1301,200.5745,1009.108124,519.1905938,1.0
0.96368,1104960.89,1.3349,-3.7595,0.26548,0.59837,2.142,0.41227,0.42193,0.16069,-1.3208,1.3102,0.4083,11.784,0.008082668,0.60956,0.62873,140.7756,4190.2399,101.3027,794.2887,28.6623,16.7149,42.1387,229.4961,151.1728,372.458,2096.9511,8382.8613,495.0831,1016.7723,74.5142,3176.6325,1588.566,175.3082,1438.418217,846.9642821,1.0
0.21481,1392296.904,1.2259,-4.0567,0.83998,0.96409,1.9702,0.3935,1.1199,0.12232,-1.5028,1.7922,0.38599,7.357,0.008144092,0.67519,0.65182,140.7067,4174.7951,100.9311,791.5632,28.5717,16.6566,42.0219,228.802,151.1039,371.3044,2090.4388,8352.8146,494.0267,1012.7667,74.2902,3165.2845,1583.0901,174.7748,1400.021718,897.4854409,1.0
0.35585,1276789.53,1.3376,-3.7256,0.82498,0.79861,2.1193,0.37913,1.1062,0.14156,-1.4697,1.6182,0.36751,13.059,0.007971983,0.6002,0.61493,140.8369,4205.8485,101.4183,796.5605,28.7141,16.7795,42.2687,229.8194,151.2341,373.3513,2101.461,8410.0234,495.9865,1020.425,74.6717,3186.765,1593.16,175.6853,1409.252443,862.1115127,1.0
-1.062,1592602.021,1.2139,-0.61042,-0.77052,0.18154,1.2177,0.29833,2.3982,0.16873,-0.5834,-0.35516,0.26876,14.826,0.006457664,0.67407,0.75269,142.5927,4649.1058,110.9045,871.3609,31.3913,18.2855,46.1565,251.0981,152.9905,408.1351,2282.206,9249.3479,541.5363,1115.9252,81.6173,3501.5566,1744.0792,192.139,1415.864914,749.1763063,1.0
-1.8303,1426721.875,1.2644,-1.1055,-0.32304,0.2201,0.98841,0.24055,2.1255,0.19335,-1.0148,-0.65526,0.31901,16.66,0.005983614,0.66798,0.70874,142.7924,4748.6728,113.743,894.6534,32.2144,18.8922,47.4885,257.7747,153.1898,419.0545,2350.7923,9471.3365,556.0256,1146.4481,83.8081,3587.5993,1790.0079,197.2212,1374.657923,803.3511187,1.0
-1.1109,1582801.741,1.1816,-0.13832,-0.67079,-0.054131,1.0868,0.30439,2.8281,0.21074,-0.80362,-0.72134,0.35616,19.071,0.006221908,0.62183,0.76206,142.6367,4678.7004,111.4805,877.1328,31.5515,18.418,46.4376,252.2502,153.0344,410.5865,2297.7403,9306.8158,544.1383,1124.8426,82.0579,3523.6953,1755.4072,193.2171,1342.18451,629.1094262,1.0
1.0896,1696994.819,1.2194,-0.67834,0.16076,-1.5889,0.47512,0.16613,1.8072,0.1839,0.7388,-1.1568,0.23497,23.336,0.006232721,0.33606,0.778,142.3231,4646.0303,112.0345,880.1522,31.7211,18.5234,46.6732,253.7756,152.7203,412.4725,2322.409,9291.3021,547.6656,1127.8718,82.4849,3520.7452,1760.3016,194.0852,1311.642013,550.804984,1.0
0.76748,422891.1066,1.2142,-0.69251,0.28266,-1.6035,0.21899,0.23283,0.97676,0.16581,-0.35026,-1.5664,0.20726,22.381,0.006019609,0.36445,0.71434,142.5401,4714.2672,113.7944,893.3093,32.2112,18.8283,47.4101,257.8067,152.9373,418.7732,2357.7014,9429.1722,556.4613,1144.0648,83.7624,3573.0433,1786.614,197.0778,1230.924476,585.0984791,1.0
0.75251,988141.0706,1.228,-0.99242,0.20374,-1.463,0.045281,0.19417,0.86663,0.18822,-0.023605,-1.734,0.21618,21.688,0.005960936,0.40455,0.70245,142.6412,4737.6543,114.2668,896.967,32.3487,18.8831,47.5805,258.8661,153.0384,420.4874,2365.7405,9472.1638,558.6428,1148.5905,84.109,3589.1878,1794.0423,197.9038,1229.302077,573.2316275,1.0
-3.029,1325294.445,1.3213,-1.8484,-0.96097,0.47421,-0.93885,0.26243,1.6355,0.18537,-0.56778,0.064131,0.18248,20.075,0.006303419,0.41809,0.69934,143.974,5157.8798,127.8352,982.0191,35.8668,21.2287,53.5987,286.4538,154.3713,461.0111,2599.712,10346.5929,611.2785,1255.5844,92.5357,3921.8406,1963.6151,217.3635,1373.175554,753.7747551,1.0
-1.4654,1531117.311,1.3628,-2.0789,-1.1801,0.95342,0.004522,0.32853,1.2118,0.21471,-1.5302,-1.1793,0.2064,22.608,0.004631009,0.28747,0.69474,144.0065,5198.405,125.3483,984.794,35.4912,20.7078,52.2157,283.8908,154.4037,461.5028,2598.5501,10395.8741,612.7094,1262.027,92.2839,3939.2989,1969.5761,217.1554,1299.934789,776.1165668,1.0
-2.8182,1970876.89,1.384,-2.0585,-0.95294,0.73615,-0.068269,0.31874,0.91354,0.14967,-1.0285,-1.1904,0.36693,23.284,0.004433195,0.50646,0.64148,144.1914,5262.0198,126.3955,995.5902,35.8129,20.7984,52.5722,286.2531,154.5886,466.0475,2624.035,10515.1334,617.633,1278.246,93.0838,3984.1327,1991.1681,219.112,1327.596955,748.2797816,1.0
0.16073,1738448.53,1.3125,-1.7526,-1.1953,2.4838,0.075395,0.21249,2.5204,0.19527,-2.0466,-0.97021,0.21513,10.049,0.004992294,0.57752,0.75145,143.5293,5039.5459,121.561,954.8536,34.416,20.0868,50.6632,275.3692,153.9265,447.5313,2520.0809,10078.7076,594.3925,1223.4081,89.4957,3819.1392,1909.6652,210.5951,1157.925152,796.4471837,1.0
0.086492,1780419.93,1.3655,-1.7334,-0.77921,1.9544,0.31441,0.2813,0.83091,0.1831,-1.4857,-1.5632,0.32317,14.842,0.005045417,0.54218,0.67848,143.8812,5147.2017,124.3604,974.5411,35.1729,20.5773,51.7494,281.5715,154.2784,457.0253,2570.7789,10291.0954,607.5493,1247.1617,91.447,3899.5251,1949.2028,215.1614,1259.482933,746.7950612,1.0
0.10579,1709902.806,1.3433,-1.7477,-0.43727,2.0886,0.18562,0.23632,1.1028,0.17573,-1.7151,-1.3822,0.272,14.373,0.005758425,0.5671,0.68923,143.5045,5040.442,121.7087,955.4464,34.4197,20.1131,50.6534,275.6588,153.9018,447.4495,2522.2148,10081.9926,593.4285,1226.2258,89.4825,3820.3985,1910.7287,210.4542,1205.769229,753.257259,1.0
-0.95679,1448717.858,1.2307,-0.647,0.45122,0.21431,-0.83718,0.27828,3.0178,0.23047,-1.2968,-0.5864,0.23808,19.671,0.006712558,0.52755,0.69145,141.9312,4513.9373,108.5639,853.848,30.7523,17.9884,45.2927,246.0408,152.3284,400.0208,2250.2408,9020.6967,530.7978,1094.6192,79.9978,3417.9429,1707.8814,188.2444,1224.755264,654.4909636,1.0
-0.84781,1341707.416,1.3071,-0.786,0.86969,0.80979,-0.35876,0.31778,2.8488,0.2265,-1.4713,-1.4752,0.30313,17.637,0.006363514,0.51596,0.6654,142.1914,4609.6234,111.4075,873.3663,31.4983,18.429,46.3276,252.2341,152.5886,409.1666,2304.6065,9218.61,543.0098,1119.7457,81.8455,3493.175,1746.6622,192.4692,1097.341727,656.161958,1.0
-0.40749,1735051.468,1.2135,-0.61147,0.14574,0.10538,-0.33724,0.22624,3.9411,0.20469,-0.95597,-1.1194,0.20905,16.196,0.007003475,0.60454,0.67838,141.6108,4420.3454,109.14,842.7884,30.5496,17.8573,45.0803,243.4783,152.0081,394.5655,2230.7323,8872.185,524.1327,1081.6062,78.9598,3362.8011,1684.9327,185.3721,1123.089523,567.9739512,1.0
1.877,1421534.726,1.3189,-3.4464,-0.11395,0.071811,1.5169,0.3266,0.47468,0.17333,0.083614,-1.1534,0.33491,17.264,0.006210673,0.54311,0.71591,142.4116,4663.7851,112.417,882.8959,31.8336,18.5528,46.8443,254.7343,152.8088,413.8132,2328.2177,9324.1424,549.6122,1130.8818,82.7637,3533.0656,1765.9073,194.7254,1335.848683,760.897517,1.0
1.5859,1628272.145,1.2761,-3.4868,-0.37693,0.43819,1.6764,0.33547,1.6453,0.14562,-0.4948,-2.14,0.40306,20.229,0.006176331,0.53007,0.65289,142.3907,4661.0027,112.1926,882.2754,31.7899,18.5687,46.788,254.2587,152.7879,413.4561,2326.5872,9317.5598,548.9797,1130.5269,82.6766,3530.5564,1764.6475,194.5651,1206.79348,746.4562636,1.0
1.3285,1566266.14,1.3032,-3.1783,-0.27254,0.81176,2.0745,0.28268,1.2614,0.17051,-0.76498,-1.6503,0.2839,20.216,0.006528819,0.54912,0.66352,142.3325,4645.0247,111.8891,879.3169,31.6834,18.5074,46.6352,253.4675,152.7297,412.0489,2318.9432,9285.7683,547.0603,1126.8614,82.398,3518.5169,1758.7055,193.8909,1210.803595,757.3978193,1.0
1.4367,1518275.909,1.168,1.136,-0.18992,0.92563,-0.5464,0.23017,2.5566,0.21474,-1.5156,-0.98802,0.21215,14.265,0.009666939,0.6465,0.76107,139.696,3887.8024,93.7028,735.5821,26.5246,15.4975,39.0101,212.2629,150.0932,344.8093,1939.0432,7770.6565,458.0276,941.9309,68.9717,2944.3434,1471.3263,162.2926,1018.958993,415.3285015,1.0
0.89159,1483779.805,1.1612,1.1195,0.20123,0.60561,-0.28457,0.23141,2.7981,0.19017,-1.3195,-0.96385,0.23817,13.412,0.009627303,0.69013,0.76093,139.7359,3894.8259,93.7449,736.4332,26.5431,15.4572,39.0467,212.2934,150.1332,345.1064,1940.2092,7782.0796,458.142,943.4111,69.0081,2948.5422,1473.0688,162.4001,1015.849211,425.2068116,1.0
1.3348,1371662.465,1.1451,0.98193,0.1067,0.66578,-0.74211,0.28032,2.545,0.19412,-1.171,-0.81396,0.25291,13.192,0.009718389,0.70634,0.75192,139.6539,3874.8321,93.1004,732.5978,26.3966,15.4138,38.865,211.0108,150.0511,343.3005,1930.1378,7741.6773,455.7383,938.6704,68.656,2933.2434,1465.4066,161.572,1031.824784,434.3101264,1.0
-0.68512,937675.7397,1.1875,0.41346,0.11413,0.74255,-0.36145,0.37864,3.1797,0.22953,-0.76546,0.01292,0.38045,13.406,0.00701488,0.61683,0.76041,141.6502,4429.8256,106.5469,837.2068,30.1568,17.5805,44.3536,241.1929,152.0474,392.1804,2205.1431,8847.9859,520.3003,1073.3236,78.4035,3352.311,1674.6192,184.5223,1170.398728,460.7501836,1.0
-0.68294,574082.4495,1.1785,0.15239,-0.47636,0.4912,-0.71561,0.47788,2.9506,0.15738,-1.4789,-0.61388,0.41031,16.772,0.006585085,0.64984,0.70072,141.7777,4500.0515,108.3375,852.4169,30.6808,17.9795,45.2614,245.7444,152.1749,399.2851,2249.8714,8996.5746,529.9148,1093.6193,79.8263,3408.9498,1704.6818,187.846,1105.652417,477.7315363,1.0
-0.022159,1505134.38,1.1606,0.46871,0.27165,0.59045,-0.35686,0.35966,3.9929,0.31939,-0.56275,0.044006,0.28893,14.897,0.007351293,0.56929,0.78088,141.2633,4333.2054,104.3486,820.2279,29.5503,17.2583,43.4923,236.4462,151.6605,384.3388,2163.374,8661.102,510.3403,1051.3234,76.8396,3281.7856,1640.4617,180.834,1233.434487,495.2692547,1.0
-0.12489,1626183.641,1.3678,-0.76515,0.34196,0.69432,-0.29399,0.16157,2.7871,0.2324,-1.6265,-2.3606,0.18534,24.668,0.00645354,0.32571,0.62966,142.0918,4574.8416,110.3045,866.4366,31.2251,18.2377,45.9532,249.8689,152.489,406.0461,2285.8602,9147.5269,539.1384,1110.2532,81.1988,3466.2152,1732.886,191.0704,1078.069927,604.3243443,0.0
-1.1614,1568595.9,1.2671,-0.35728,0.6776,1.1297,-0.55456,0.1147,1.4875,0.22183,-2.1266,-1.8316,0.13897,27.735,0.006422296,0.33804,0.61689,142.1742,4598.713,111.1054,871.519,31.4392,18.3395,46.2495,251.6819,152.5714,408.6096,2300.3289,9198.9079,543.014,1115.8517,81.734,3485.8137,1743.0353,192.3003,1085.15784,623.267864,0.0
-0.77288,1685940.713,1.3956,-0.79497,0.53371,0.60732,-0.56799,0.14536,2.3494,0.21636,-1.668,-1.8588,0.13862,27.911,0.006450143,0.29659,0.62399,142.1176,4584.2376,110.7592,868.7546,31.3371,18.2928,46.095,250.8792,152.5148,407.2827,2293.1178,9169.499,541.1923,1112.5224,81.4676,3474.659,1737.4884,191.6717,1093.84391,611.0965494,0.0
1.7064,1826377.442,1.1274,-2.7506,-0.88119,0.082492,-0.27035,0.25975,2.7809,0.1745,-0.14383,-0.097946,0.24913,25.245,0.005502661,0.44355,0.76946,143.0473,4867.6498,117.256,920.6919,33.1807,19.4053,48.871,265.5737,153.4445,431.3715,2426.6169,9726.5664,572.6099,1180.1778,86.2634,3685.3868,1841.5574,203.006,1227.705837,432.178191,1.0
2.3425,1197860.646,1.155,-1.8882,-0.78385,0.17164,0.15243,0.23881,4.1549,0.17127,0.15639,-0.090214,0.2069,25.888,0.005748665,0.45866,0.79658,142.8005,4793.5127,115.6158,907.7857,32.7257,19.087,48.1244,261.9034,153.1977,425.5033,2394.8313,9584.6949,565.1777,1162.8104,85.0919,3631.868,1815.6162,200.2389,1189.126742,365.9016356,1.0
2.207,1571471.024,1.1835,-1.6214,-0.90468,0.13173,-0.080918,0.1966,4.4001,0.26883,0.67046,-0.043326,0.22886,27.872,0.005709692,0.43934,0.8009,142.8872,4822.9915,116.7495,914.6184,33.0201,19.3685,48.7021,264.7127,153.2844,429.0279,2415.332,9651.2568,570.8892,1170.106,85.8802,3657.3683,1829.2336,201.9661,1105.726053,334.027601,1.0
1.6413,2103965.944,1.2443,-3.5477,0.48619,-0.1738,0.3939,0.26376,0.98162,0.15658,0.88905,-1.9248,0.18279,20.766,0.005439321,0.49123,0.67956,143.2316,4925.6233,119.2553,933.0023,33.7159,19.6624,49.5336,270.0178,153.6289,437.792,2461.8623,9851.1163,582.9894,1192.7282,87.6108,3732.8905,1866.143,206.093,1218.787799,727.8930706,1.0
1.2157,2006792.846,1.2434,-2.7275,0.23394,-0.25378,0.15601,0.17796,-0.076025,0.16266,-0.034906,-2.0053,0.21506,22.09,0.010302343,0.47714,0.67772,143.4422,4997.8264,120.4226,945.7434,34.0854,19.8754,50.1013,272.705,153.8394,443.1538,2493.3165,9989.2373,588.275,1211.9566,88.6108,3784.9853,1891.6051,208.5142,1324.758905,736.9448556,1.0
0.57914,1989426.174,1.2405,-3.0498,0.35586,0.70912,0.54973,0.20684,0.18989,0.17793,-0.84998,-1.1601,0.21081,21.175,0.006274077,0.53534,0.62713,143.0513,4886.3929,118.2456,926.2184,33.4227,19.5721,49.2513,268.04,153.4485,434.3989,2445.6808,9774.2932,577.9807,1185.2737,86.9187,3703.8422,1852.3649,204.4529,1295.649258,743.6579115,1.0
0.91929,1766821.693,1.2866,-3.0597,-0.82964,1.191,1.064,0.27499,1.2524,0.21092,-1.6099,-0.92298,0.37176,22.041,0.004648947,0.39811,0.76597,143.9616,5184.5868,124.7556,982.0568,35.3819,20.6181,52.1378,282.9344,154.3588,460.0867,2591.0362,10367.2984,610.5734,1259.2703,91.9938,3928.438,1964.0949,216.4612,1250.150431,810.7699037,1.0
1.5801,2159772.804,1.1886,-1.862,-0.64325,1.676,0.94314,0.28163,2.7982,0.21239,-0.46014,0.71825,0.23202,21.383,0.004872912,0.3859,0.83764,143.7434,5112.9791,123.512,969.2812,34.9562,20.4112,51.4373,279.8088,154.1406,454.4547,2559.3146,10228.6782,603.9531,1241.2148,90.901,3876.0927,1938.5003,213.8897,1255.864818,445.9890051,1.0
1.614,1788265.89,1.234,-2.6643,0.23161,1.4891,0.83799,0.32761,2.2702,0.21948,-0.72728,-0.7167,0.23879,19.556,0.005028414,0.48721,0.77758,143.6341,5083.1695,123.5917,966.3285,34.9403,20.3795,51.3976,280.0826,154.0313,453.9254,2557.4192,10184.5698,605.5804,1233.6718,90.8383,3859.8881,1932.3826,213.7289,1193.232887,730.2941632,1.0
-1.0741,2169757.689,1.321,-2.7971,-1.138,1.0971,0.77416,0.26425,-0.53723,0.17643,-1.6238,-2.7777,0.42454,24.976,0.003935417,0.47309,0.58136,144.92,5519.5303,132.905,1044.7029,37.6509,21.9932,55.4076,301.1327,155.3172,489.639,2755.0323,11033.0094,650.3246,1338.3848,97.9204,4180.5538,2089.5134,230.4315,1271.100062,776.7394012,0.0
-0.95554,1626165.59,1.2948,-2.7312,-1.2256,1.012,1.3181,0.21758,-0.1365,0.16097,-1.8951,-2.2513,0.30265,20.228,0.004029225,0.50208,0.59853,144.7868,5470.6622,131.7928,1035.3526,37.3121,21.7503,54.8575,298.4307,155.184,485.1577,2730.0123,10934.6321,644.0814,1326.791,96.9991,4143.23,2070.7932,228.2804,1267.181299,805.801396,0.0
-1.238,1993576.943,1.3234,-2.6195,-0.60406,0.78066,1.0443,0.21738,-1.253,0.14751,-1.1846,-2.8404,0.25998,19.291,0.003943055,0.45577,0.58006,144.9336,5521.4466,132.979,1044.9869,37.659,21.9694,55.4043,301.3121,155.3308,489.7233,2755.3895,11036.6862,650.248,1338.8851,97.9278,4181.9187,2090.0976,230.4537,1303.18232,844.525934,0.0
0.43413,1207885.841,1.344,-4.7193,-1.1579,-0.91175,0.39289,0.35342,2.6661,0.19077,-1.6667,-0.72815,0.30483,23.253,0.003184337,0.2711,0.72944,146.1119,5966.2757,143.8473,1128.7823,40.6923,23.7212,59.7987,325.3267,156.5092,529.0068,2975.4477,11924.1753,702.405,1446.0736,105.7802,4518.1148,2257.7724,248.9384,921.3496365,460.3117729,1.0
0.48,1375936.436,1.3228,-3.8665,-0.7162,-0.51764,0.8886,0.36977,3.1676,0.20653,-1.4529,-0.30069,0.42462,17.41,0.003815898,0.33187,0.73085,145.9335,5912.6617,142.2782,1119.3166,40.3007,23.5607,59.2959,322.1531,156.3307,524.3151,2952.0673,11819.1521,695.5662,1435.6259,104.8113,4478.4434,2238.647,246.6849,1015.416213,571.767902,1.0
-0.082058,693267.7347,1.3385,-5.0272,-1.3166,-0.8226,0.46695,0.39043,2.7215,0.18037,-1.5955,0.19018,0.3136,22.202,0.003167709,0.31159,0.73799,146.0434,5960.3963,143.702,1129.8671,40.7133,23.7958,59.9137,325.8297,156.4406,529.4624,2982.8175,11923.5186,702.8642,1448.3218,105.8831,4518.3135,2259.6431,249.1414,956.2522288,449.6920352,1.0
0.70181,1820773.508,1.2237,-2.3088,-0.28776,-0.042111,0.54308,0.22667,1.9581,0.19526,-2.1932,-2.5723,0.21132,22.715,0.005179435,0.29457,0.64625,143.4061,4990.0749,120.2731,945.2348,34.0603,19.8548,50.1225,272.4077,153.8033,442.961,2493.7686,9979.1767,588.0222,1211.282,88.5696,3781.3877,1890.4923,208.4282,1153.707236,623.8966773,1.0
1.2579,1206051.016,1.3341,-1.2358,-0.011556,0.75384,0.92052,0.19161,0.96852,0.1601,-1.951,-1.803,0.21301,23.843,0.006057229,0.48725,0.68852,142.5614,4707.5694,113.4588,890.4594,32.113,18.7266,47.2411,257.0096,152.9586,417.3943,2347.0282,9407.568,554.4193,1140.3536,83.4928,3564.5306,1781.1176,196.4539,1126.964618,691.5169098,1.0
0.7843,1739331.525,1.2717,-1.4611,-0.31648,0.21741,0.71137,0.25623,1.933,0.17819,-2.0395,-2.0307,0.25512,22.208,0.005499848,0.40013,0.68983,143.04,4867.8227,117.1253,921.2463,33.1849,19.3651,48.8136,265.323,153.4372,431.6228,2428.9133,9729.7606,572.8671,1180.9127,86.2888,3686.6881,1842.5803,203.0686,1123.530675,639.8095888,1.0
4.9579,976932.6167,1.1867,-1.2392,1.7986,0.72678,0.38314,0.24774,3.4988,0.18383,0.27705,-0.4,0.28847,20.319,0.007656314,0.45972,0.85264,141.1319,4285.7827,103.2825,811.4086,29.2452,17.1227,43.0988,234.2282,151.5291,380.2357,2139.9734,8568.4785,504.7453,1039.8087,76.0669,3246.7588,1622.9006,178.9558,963.314682,237.1495328,1.0
4.3782,1069557.976,1.1663,-1.8751,2.2019,0.77578,-0.023268,0.23714,3.943,0.18388,0.35321,0.11886,0.31296,19.519,0.008002716,0.4841,0.8507,140.895,4217.3353,101.6774,798.6301,28.7913,16.8554,42.4533,230.3222,151.2922,374.3186,2106.5345,8432.9273,497.1945,1023.0463,74.8792,3195.4347,1597.3484,176.1639,1164.505726,312.5700802,1.0
4.1477,1020081.252,1.1737,-1.5446,2.1179,0.44445,-0.020168,0.27538,3.6665,0.19076,0.55895,0.08408,0.24607,18.555,0.007944493,0.50814,0.85,140.8381,4218.0652,102.0162,800.0836,28.8607,16.8732,42.4575,230.8915,151.2353,375.1796,2113.5166,8440.5491,499.0878,1024.2627,75.0325,3198.5383,1600.049,176.5338,1316.577994,404.8892999,1.0
1.4949,1873459.208,1.4273,-2.1395,1.0476,-0.38858,0.0011231,0.25426,0.40917,0.19051,-0.40619,-2.3763,0.23043,22.685,0.009997705,0.46165,0.64519,142.1325,4587.7186,110.5576,869.3084,31.3337,18.2877,46.1363,250.7244,152.5297,407.4206,2294.19,9175.9299,541.0982,1113.8451,81.4858,3477.0741,1738.6083,191.7234,1090.270638,625.4923347,0.0
1.516,1979880.355,1.3201,-1.6575,1.1655,-0.21596,-0.10764,0.26894,0.81025,0.15646,-0.90852,-2.1575,0.1688,23.192,0.007285465,0.42058,0.63973,141.9073,4522.7734,109.3274,857.3717,30.9356,18.0469,45.5562,247.5633,152.3046,401.984,2263.6407,9047.9423,534.3681,1097.8328,80.4207,3428.647,1714.6974,189.1709,1090.833793,646.9334001,0.0
1.1232,1694387.203,1.3192,-2.0447,1.053,-0.65966,-0.032318,0.17083,1.2629,0.18648,-0.68385,-2.0232,0.17697,22.603,0.012965576,0.49225,0.65352,142.111,4581.9171,110.7352,868.8795,31.3441,18.3242,46.1856,251.0615,152.5082,407.3983,2294.4671,9168.4291,541.4813,1112.5611,81.5186,3474.3952,1737.7289,191.7654,1092.009816,608.4589177,0.0
2.1298,1599071.409,1.2328,-2.2692,0.50936,0.262,-0.35765,0.18877,0.83331,0.14336,-0.40865,-0.64549,0.2069,17.484,0.006288398,0.51219,0.72671,142.2573,4623.6101,111.3761,875.3092,31.5363,18.4435,46.559,252.3772,152.6545,410.098,2308.3933,9242.9651,544.1785,1122.0582,82.0193,3502.2879,1750.6517,192.9703,1244.71591,595.277912,1.0
2.8142,1684746.207,1.1877,-2.2615,0.40904,0.42612,-0.58188,0.316,1.9259,0.15885,0.010118,-0.86007,0.26719,14.646,0.008496642,0.63768,0.75495,141.805,4373.4854,101.2866,794.3671,28.3807,17.2433,41.9592,230.488,152.2078,369.6725,2051.5222,8536.0549,485.6037,1030.9477,73.7017,3217.0234,1591.8103,173.5885,1137.672953,519.1655968,1.0
2.5907,1576068.623,1.2705,-2.1509,0.55594,0.35887,-0.47576,0.20346,0.78586,0.16312,-0.28223,-1.327,0.24005,20.973,0.006915531,0.55121,0.71739,142.1957,4633.3678,112.1654,881.0185,31.7752,18.4935,46.7048,254.4073,152.593,413.0686,2331.768,9282.8519,548.926,1128.6903,82.599,3518.0314,1761.6196,194.3282,1160.150921,559.8127287,1.0
1.103,1355531.651,1.1931,-1.5392,-0.1391,0.51733,1.1958,0.19896,1.9186,0.21312,-0.45234,0.21653,0.22234,20.295,0.005865016,0.39255,0.80754,142.7354,4773.5724,115.3448,904.7858,32.644,19.0572,48.0002,261.3222,153.1326,424.2477,2388.411,9549.5504,563.8772,1158.305,84.8686,3618.7259,1809.5722,199.675,1523.661503,827.0817141,0.0
1.0853,1830994.026,1.1446,-1.3205,0.099423,0.26424,1.259,0.20682,1.7404,0.19103,-0.37149,-0.23451,0.22287,19.113,0.006151047,0.51201,0.80006,142.3128,4548.627,104.026,825.1136,29.0603,16.9904,42.9856,229.439,152.7156,381.4885,2126.7579,8860.8811,493.074,1104.5254,75.5827,3340.5933,1652.6068,178.8442,1544.302764,829.9621725,0.0
