mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
1.752,1548043.082,1.2252,-0.88529,0.88306,0.42485,-0.71729,0.45273,2.4045,0.21252,-2.1184,-1.1305,0.39218,0.021462,-195692.9996,-820877.8965,0.032571,0.027693,0.062745,0.0289,0.058637,-39209.2238,-145.3431,231.5289,-104250.6147,235.8791,241.9261,131.1291,252.3235,238.8297,-403120.8841,-27329.6387,0.045049,0.056726,0.029648,-1771930.123,-60707.0526,-3804206.614,0.024258,1.0
-1.3615,615254.1513,1.2549,-0.61976,0.077616,2.5332,0.39533,0.18757,0.30319,0.14698,-2.6996,-2.0292,0.31339,0.025365,-212927.0682,-891753.7464,0.013301,0.028056,0.030089,0.025514,0.058299,-42819.5026,-181.0886,237.1477,-113549.4105,241.8686,247.5449,132.2444,257.9422,245.1977,-438218.6801,-29908.0913,0.059561,0.069551,0.024025,-1923728.882,-66198.5281,-4127900.121,0.026071,1.0
-1.5826,488168.049,1.2657,-0.24834,0.36664,2.1793,0.081614,0.23946,0.50061,0.13523,-2.4339,-1.8785,0.23491,0.017381,-211148.2493,-884352.5723,0.015184,0.022303,0.034773,0.017831,0.041318,-42462.3953,-123.1686,236.5727,-112604.5724,241.2658,246.97,132.132,257.3676,244.5535,-434615.4318,-29652.5041,0.042245,0.048286,0.023104,-1907880.6,-65648.6992,-4094106.959,0.023457,1.0
-1.1771,977608.1369,1.2425,-0.052006,0.064271,2.0944,0.24318,0.18982,0.44879,0.1512,-2.7922,-1.8269,0.34695,0.020228,-211322.8462,-885027.519,0.011236,0.025197,0.025627,0.025589,0.058392,-42521.3066,-137.6184,236.6248,-112706.4965,241.3073,247.0221,132.1424,257.4194,244.6169,-434862.403,-29709.2241,0.05004,0.062095,0.033468,-1909326.106,-65723.897,-4097192.81,0.020089,1.0
-1.1519,1592478.993,1.313,0.28374,-0.46625,1.1686,0.32589,0.22316,2.8367,0.22225,-2.1972,0.070635,0.21549,0.014047,-215548.6858,-902658.2019,0.012175,0.011404,0.026196,0.015322,0.032269,-43342.2681,-128.6697,237.9903,-114947.5221,242.7536,248.3876,132.4081,258.7849,246.1414,-443539.9943,-30280.5661,0.029232,0.022952,0.0167,-1947076.795,-67011.4515,-4177672.721,0.015864,1.0
-1.2285,988101.0786,1.3551,-0.065636,-0.27225,1.3137,-0.063262,0.33378,2.508,0.26191,-2.2573,-0.22117,0.24753,0.013722,-214417.3238,-897814.4908,0.017952,0.019943,0.039944,0.014855,0.029119,-43153.0116,-178.8153,237.6168,-114367.7202,242.3692,248.014,132.3357,258.4112,245.735,-441224.0687,-30152.5969,0.029463,0.046765,0.017291,-1936706.055,-66694.8275,-4155566.23,0.016464,1.0
-0.70392,1448247.772,1.2531,-0.065277,-0.017954,0.74676,0.4156,0.24245,3.5551,0.25666,-1.4993,-0.21274,0.25077,0.013018,-209757.8065,-878759.7521,0.017857,0.015992,0.038134,0.01913,0.039208,-42155.7021,-181.4288,236.1362,-111841.7307,240.7853,246.5334,132.0467,256.9306,244.0486,-431751.6369,-29436.8771,0.032959,0.031093,0.023422,-1895904.625,-65192.3072,-4068579.494,0.015397,1.0
4.4156,1494443.068,1.1287,-2.3772,0.796,-1.1692,0.71832,0.32913,4.0634,0.1738,-1.6402,0.40751,0.37085,0.026222,-196881.0793,-826887.5896,0.022717,0.033538,0.049986,0.02767,0.052247,-39124.2699,-75.428,232.0109,-104673.7329,236.3159,242.4084,131.2262,252.8082,239.2746,-405649.9248,-27207.1953,0.055118,0.064578,0.025836,-1784801.368,-60774.9082,-3831626.303,0.021509,1.0
4.0431,1661965.076,1.104,-1.9649,0.46403,-1.1286,0.90258,0.29629,4.6675,0.17089,-2.4408,1.1273,0.43783,0.027104,-191056.3326,-802507.712,0.021373,0.025463,0.044777,0.028375,0.066129,-38000.5839,-88.728,230.0306,-101593.3135,234.229,240.428,130.8241,250.8263,237.0689,-393717.7529,-26424.5281,0.051012,0.055508,0.031951,-1732571.654,-59006.6742,-3720244.063,0.017875,1.0
4.1466,1437675.938,1.1179,-2.2647,1.2959,-1.1279,0.74277,0.31753,3.9422,0.16501,-1.9996,0.70153,0.4832,0.03252,-193884.9843,-814872.8001,0.022352,0.031643,0.03911,0.031512,0.071424,-38442.9386,-66.8188,231.0338,-103023.2086,235.2507,241.4316,131.028,251.834,238.1369,-399573.1919,-26714.1561,0.066749,0.062627,0.030647,-1759059.552,-59772.306,-3776688.331,0.023119,1.0
-0.99139,760219.8807,1.1893,0.89586,-0.19402,0.44887,-0.63249,0.32633,2.46,0.21139,-0.61446,0.74152,0.26208,0.021554,-209541.6989,-877845.996,0.022001,0.024065,0.046226,0.019127,0.038637,-42228.7174,-107.0055,236.0652,-111806.5526,240.735,246.4626,132.0322,256.8614,243.969,-431448.2651,-29504.1089,0.042488,0.048064,0.026981,-1893946.36,-65236.7663,-4064380.932,0.013893,1.0
-0.87766,816844.9227,1.1821,0.85818,-0.31494,0.15874,-0.85959,0.36941,3.0492,0.22764,-0.6818,0.7007,0.27941,0.02369,-212279.2443,-888925.1798,0.02423,0.02078,0.051727,0.018458,0.042111,-42748.0492,-174.568,236.9279,-113245.9824,241.6387,247.3252,132.2016,257.7224,244.9634,-436842.7548,-29873.8084,0.04526,0.040072,0.029341,-1917672.241,-66055.3663,-4114988.254,0.018278,1.0
-1.5311,605024.0992,1.198,0.049915,-0.49951,-0.060307,-1.1554,0.36538,2.2298,0.17448,-1.2956,-0.14083,0.27175,0.021463,-212379.7319,-888838.522,0.0232,0.026823,0.052387,0.019788,0.04523,-42937.1039,-83.2475,236.9178,-113406.0774,241.6761,247.3154,132.1991,257.7156,244.9955,-437091.2971,-30031.5623,0.046693,0.062549,0.025162,-1917483.704,-66242.6816,-4114541.501,0.018875,1.0
0.96368,1104960.89,1.3349,-3.7595,0.26548,0.59837,2.142,0.41227,0.42193,0.16069,-1.3208,1.3102,0.4083,0.02153,-184847.2082,-776329.3325,0.031526,0.034915,0.062264,0.029698,0.05546,-36907.6935,-156.6691,227.8622,-98391.2006,231.9592,238.2594,130.3784,248.6566,234.6648,-381004.8628,-25683.485,0.04201,0.077187,0.038761,-1676477.598,-57227.9132,-3600592.901,0.028097,1.0
0.21481,1392296.904,1.2259,-4.0567,0.83998,0.96409,1.9702,0.3935,1.1199,0.12232,-1.5028,1.7922,0.38599,0.028249,-183930.0096,-772366.7794,0.027692,0.025801,0.056672,0.02614,0.053434,-36750.0024,-142.9232,227.5307,-97913.4385,231.6142,237.9279,130.3095,248.3251,234.3064,-379091.7666,-25578.4103,0.067375,0.058031,0.023682,-1667985.556,-56964.6209,-3582474.438,0.026258,1.0
0.35585,1276789.53,1.3376,-3.7256,0.82498,0.79861,2.1193,0.37913,1.1062,0.14156,-1.4697,1.6182,0.36751,0.020882,-185737.8267,-779878.1742,0.027767,0.027569,0.054352,0.02768,0.05032,-37127.1041,-170.1074,228.1586,-98891.4094,232.2766,238.5558,130.4397,248.953,235.012,-382769.038,-25849.7384,0.041566,0.058203,0.033289,-1684082.807,-57541.6119,-3616818.374,0.025568,1.0
-1.062,1592602.021,1.2139,-0.61042,-0.77052,0.18154,1.2177,0.29833,2.3982,0.16873,-0.5834,-0.35516,0.26876,0.017538,-211505.7446,-888942.4141,0.020398,0.02039,0.038504,0.018268,0.037795,-41657.9984,-48.9449,236.9067,-112188.0821,241.4337,247.3057,132.1955,257.7179,244.6627,-435752.1814,-28910.6371,0.034428,0.04394,0.019914,-1917690.818,-64929.3054,-4114838.316,0.019522,1.0
-1.8303,1426721.875,1.2644,-1.1055,-0.32304,0.2201,0.98841,0.24055,2.1255,0.19335,-1.0148,-0.65526,0.31901,0.014193,-215031.8073,-901905.8541,0.021617,0.018463,0.046386,0.021433,0.048145,-42848.5738,-70.4061,237.9289,-114400.9209,242.61,248.3266,132.3952,258.7279,245.9529,-442695.4843,-29852.4867,0.027663,0.042201,0.026642,-1945461.224,-66478.9801,-4174175.967,0.023804,1.0
-1.1109,1582801.741,1.1816,-0.13832,-0.67079,-0.054131,1.0868,0.30439,2.8281,0.21074,-0.80362,-0.72134,0.35616,0.019467,-212458.5763,-891743.5385,0.020094,0.024639,0.040756,0.021527,0.049644,-42151.6222,-56.5309,237.1294,-112905.8977,241.7176,247.5278,132.2395,257.9377,245.0126,-437417.535,-29329.8733,0.040049,0.057469,0.022371,-1923694.295,-65513.6071,-4127664.449,0.016529,1.0
1.0896,1696994.819,1.2194,-0.67834,0.16076,-1.5889,0.47512,0.16613,1.8072,0.1839,0.7388,-1.1568,0.23497,0.010833,-207877.1443,-870912.9887,0.011455,0.020029,0.020535,0.017379,0.034779,-41806.1188,-204.0132,235.5213,-110858.1563,240.1342,245.9185,131.9259,256.3157,243.3618,-427891.5549,-29197.1949,0.020036,0.034418,0.016448,-1879101.004,-64634.3,-4032752.052,0.011753,1.0
0.76748,422891.1066,1.2142,-0.69251,0.28266,-1.6035,0.21899,0.23283,0.97676,0.16581,-0.35026,-1.5664,0.20726,0.011881,-211310.8607,-885061.6576,0.012645,0.015429,0.027398,0.013653,0.027057,-42506.2924,-199.6349,236.6278,-112694.2191,241.314,247.025,132.1429,257.4222,244.6129,-434901.1337,-29692.0503,0.025321,0.029874,0.013952,-1909399.325,-65708.734,-4097350.644,0.010435,1.0
0.75251,988141.0706,1.228,-0.99242,0.20374,-1.463,0.045281,0.19417,0.86663,0.18822,-0.023605,-1.734,0.21618,0.012994,-212856.911,-891728.2717,0.012489,0.018649,0.024635,0.01411,0.028037,-42742.6763,-122.6817,237.1452,-113468.1296,241.8485,247.5424,132.244,257.9397,245.172,-438101.0438,-29842.9885,0.02845,0.042173,0.013375,-1923674.228,-66118.4248,-4127782.964,0.016092,1.0
-3.029,1325294.445,1.3213,-1.8484,-0.96097,0.47421,-0.93885,0.26243,1.6355,0.18537,-0.56778,0.064131,0.18248,0.014592,-234625.977,-984426.6614,0.01787,0.016397,0.04436,0.013101,0.029505,-46738.9647,-69.072,244.2159,-124842.5673,249.3217,254.6138,133.5768,265.012,252.9689,-483464.1392,-32540.61,0.032832,0.031702,0.018696,-2122093.245,-72531.9224,-4550658.434,0.013525,1.0
-1.4654,1531117.311,1.3628,-2.0789,-1.1801,0.95342,0.004522,0.32853,1.2118,0.21471,-1.5302,-1.1793,0.2064,0.014834,-236098.349,-986783.2291,0.018564,0.024298,0.046312,0.011739,0.027968,-47770.7829,-175.882,244.3144,-126110.1494,249.515,254.7116,133.6093,265.1088,253.3307,-485351.8776,-33469.0084,0.030886,0.056481,0.021792,-2127145.444,-73673.3565,-4561448.857,0.018512,1.0
-2.8182,1970876.89,1.384,-2.0585,-0.95294,0.73615,-0.068269,0.31874,0.91354,0.14967,-1.0285,-1.1904,0.36693,0.01418,-239505.0539,-1000407.979,0.014175,0.019263,0.033473,0.017664,0.044139,-48596.3886,-131.8574,245.3155,-128027.937,250.5893,255.7128,133.7942,266.1102,254.4923,-492157.9075,-34090.2813,0.030726,0.040519,0.030751,-2156299.886,-74865.6531,-4623565.827,0.01345,1.0
0.16073,1738448.53,1.3125,-1.7526,-1.1953,2.4838,0.075395,0.21249,2.5204,0.19527,-2.0466,-0.97021,0.21513,0.014581,-227790.8496,-952474.2371,0.017083,0.01928,0.034539,0.013453,0.025631,-46060.1171,-136.375,241.772,-121649.3131,246.812,252.1692,133.1321,262.5664,250.4672,-468390.4315,-32253.5684,0.028138,0.033997,0.017786,-2053718.981,-71054.1983,-4404978.97,0.012883,1.0
0.086492,1780419.93,1.3655,-1.7334,-0.77921,1.9544,0.31441,0.2813,0.83091,0.1831,-1.4857,-1.5632,0.32317,0.018242,-233792.3826,-977657.7408,0.020642,0.019293,0.043255,0.020457,0.041265,-47141.2734,-129.8082,243.6437,-124767.2683,248.7822,254.0409,133.484,264.4382,252.543,-480714.5379,-32985.8008,0.035876,0.038002,0.028825,-2107616.896,-72801.3836,-4519835.925,0.018934,1.0
0.10579,1709902.806,1.3433,-1.7477,-0.43727,2.0886,0.18562,0.23632,1.1028,0.17573,-1.7151,-1.3822,0.272,0.017166,-227476.768,-950728.7309,0.018591,0.018084,0.035867,0.021082,0.043531,-46133.7874,-108.3323,241.6446,-121596.3952,246.6986,252.0419,133.1073,262.4392,250.3633,-467660.5609,-32336.536,0.036208,0.040015,0.016941,-2049982.392,-71092.4035,-4397014.235,0.018072,1.0
-0.95679,1448717.858,1.2307,-0.647,0.45122,0.21431,-0.83718,0.27828,3.0178,0.23047,-1.2968,-0.5864,0.23808,0.016779,-201704.0147,-845945.2071,0.019462,0.01633,0.040743,0.017092,0.036284,-40403.4951,-116.0951,233.546,-107453.5392,238.0025,243.9433,131.534,254.3408,241.0855,-415374.9629,-28175.6613,0.037198,0.034395,0.021395,-1825626.736,-62562.3686,-3918722.4,0.017721,1.0
-0.84781,1341707.416,1.3071,-0.786,0.86969,0.80979,-0.35876,0.31778,2.8488,0.2265,-1.4713,-1.4752,0.30313,0.022165,-205875.5453,-862439.4176,0.018151,0.023606,0.040532,0.023511,0.047656,-41432.9706,-145.1743,234.86,-109827.2122,239.4431,245.2573,131.7942,255.6545,242.6416,-423756.7391,-28940.8496,0.046285,0.051894,0.018945,-1860953.968,-64045.9185,-3994058.273,0.021047,1.0
-0.40749,1735051.468,1.2135,-0.61147,0.14574,0.10538,-0.33724,0.22624,3.9411,0.20469,-0.95597,-1.1194,0.20905,0.016459,-196368.5667,-826056.0207,0.015809,0.021861,0.033868,0.014018,0.028962,-38965.1198,-70.202,231.9807,-104368.1705,236.3042,242.3785,131.2135,252.777,239.1619,-405269.0131,-27060.8218,0.035014,0.049496,0.019198,-1783016.907,-60574.1021,-3827821.188,0.016562,1.0
1.877,1421534.726,1.3189,-3.4464,-0.11395,0.071811,1.5169,0.3266,0.47468,0.17333,0.083614,-1.1534,0.33491,0.024367,-209167.7674,-876660.7462,0.023596,0.028399,0.044607,0.02583,0.05125,-41946.9248,-113.0448,235.9717,-111465.396,240.5926,246.3689,132.0144,256.7663,243.8332,-430608.9483,-29269.5298,0.047905,0.059845,0.035782,-1891409.57,-64922.0704,-4058994.076,0.027546,1.0
1.5859,1628272.145,1.2761,-3.4868,-0.37693,0.43819,1.6764,0.33547,1.6453,0.14562,-0.4948,-2.14,0.40306,0.027667,-208902.9905,-875298.4113,0.027921,0.027496,0.054442,0.023271,0.056959,-41976.0463,-134.9423,235.8651,-111374.175,240.4897,246.2623,131.9935,256.6596,243.7367,-429997.9045,-29310.9299,0.053268,0.057674,0.028225,-1888492.293,-64915.0935,-4052774.375,0.033218,1.0
1.3285,1566266.14,1.3032,-3.1783,-0.27254,0.81176,2.0745,0.28268,1.2614,0.17051,-0.76498,-1.6503,0.2839,0.019061,-208013.6718,-871525.3001,0.024272,0.024888,0.045989,0.021341,0.042812,-41812.3697,-155.4255,235.5694,-110914.8634,240.1794,245.9666,131.9353,256.3639,243.4118,-428159.0367,-29198.7356,0.038559,0.052471,0.026105,-1880412.23,-64655.8231,-4035546.86,0.022767,1.0
1.4367,1518275.909,1.168,1.136,-0.18992,0.92563,-0.5464,0.23017,2.5566,0.21474,-1.5156,-0.98802,0.21215,0.018875,-170241.7644,-716442.7515,0.014443,0.017645,0.032228,0.01675,0.030738,-33769.7469,-108.0424,222.7481,-90460.4441,226.4811,233.1453,129.2988,243.5428,228.8384,-351235.9315,-23432.2412,0.037709,0.03847,0.018522,-1548106.595,-52500.0799,-3326652.86,0.021763,1.0
0.89159,1483779.805,1.1612,1.1195,0.20123,0.60561,-0.28457,0.23141,2.7981,0.19017,-1.3195,-0.96385,0.23817,0.022291,-170740.99,-718582.2628,0.016031,0.016721,0.037386,0.017598,0.033269,-33857.0805,-101.312,222.9346,-90718.0123,226.6735,233.3318,129.3387,243.7295,229.0418,-352260.1873,-23492.0504,0.046859,0.034973,0.020576,-1552693.656,-52643.6478,-3336440.36,0.015632,1.0
1.3348,1371662.465,1.1451,0.98193,0.1067,0.66578,-0.74211,0.28032,2.545,0.19412,-1.171,-0.81396,0.25291,0.020191,-169704.2463,-714208.9821,0.017517,0.022412,0.040108,0.017783,0.03735,-33677.6065,-102.3984,222.553,-90178.5876,226.2708,232.9503,129.2567,243.3479,228.6189,-350118.7461,-23373.0396,0.03879,0.046268,0.017764,-1543316.95,-52345.6211,-3316426.669,0.018139,1.0
-0.68512,937675.7397,1.1875,0.41346,0.11413,0.74255,-0.36145,0.37864,3.1797,0.22953,-0.76546,0.01292,0.38045,0.025041,-197509.4214,-828474.863,0.025562,0.032964,0.052817,0.029461,0.060642,-39548.7857,-121.5778,232.143,-105211.9698,236.5099,242.5402,131.253,252.938,239.5146,-406743.8608,-27572.6932,0.046438,0.063543,0.033144,-1788204.292,-61252.7783,-3838910.488,0.023355,1.0
-0.68294,574082.4495,1.1785,0.15239,-0.47636,0.4912,-0.71561,0.47788,2.9506,0.15738,-1.4789,-0.61388,0.41031,0.023991,-199795.7001,-836352.4184,0.026301,0.03455,0.058125,0.025063,0.053548,-40430.5151,-93.4972,232.7818,-106720.1988,237.2665,243.1792,131.3804,253.5766,240.3762,-411085.5433,-28288.479,0.04784,0.081297,0.035826,-1805078.009,-62357.5575,-3874902.934,0.018578,1.0
-0.022159,1505134.38,1.1606,0.46871,0.27165,0.59045,-0.35686,0.35966,3.9929,0.31939,-0.56275,0.044006,0.28893,0.026154,-191968.3324,-804986.2972,0.02561,0.030004,0.054431,0.022826,0.048673,-38563.9392,-120.3848,230.234,-102339.9218,234.5106,240.6313,130.8661,251.0285,237.4145,-395319.1009,-26906.5012,0.055238,0.060121,0.029808,-1737883.403,-59650.6412,-3731588.15,0.024869,1.0
-0.12489,1626183.641,1.3678,-0.76515,0.34196,0.69432,-0.29399,0.16157,2.7871,0.2324,-1.6265,-2.3606,0.18534,0.0093964,-204287.1717,-856082.3624,0.0085721,0.011784,0.015807,0.010261,0.020103,-41059.6153,-157.9052,234.3512,-108926.9495,238.8874,244.7484,131.6945,255.1456,242.042,-420549.6037,-28666.6397,0.018933,0.02192,0.0098952,-1847339.108,-63496.105,-3965026.867,0.011704,0.0
-1.1614,1568595.9,1.2671,-0.35728,0.6776,1.1297,-0.55456,0.1147,1.4875,0.22183,-2.1266,-1.8316,0.13897,0.01096,-205501.0729,-861337.7171,0.0096626,0.010409,0.019745,0.011326,0.022726,-41237.896,-169.1746,234.7669,-109529.7712,239.3229,245.1641,131.777,255.5613,242.4895,-423107.2564,-28774.183,0.024611,0.023093,0.012303,-1858594.573,-63810.9975,-3989027.4,0.010425,0.0
-0.77288,1685940.713,1.3956,-0.79497,0.53371,0.60732,-0.56799,0.14536,2.3494,0.21636,-1.668,-1.8588,0.13862,0.0077802,-204669.9358,-857727.3383,0.0093247,0.011129,0.019713,0.0086827,0.017967,-41110.759,-165.4694,234.4814,-109114.9661,239.0262,244.8786,131.7204,255.2758,242.1832,-421364.4149,-28694.0635,0.018147,0.024883,0.013401,-1850862.235,-63591.1416,-3972539.508,0.0077366,0.0
1.7064,1826377.442,1.1274,-2.7506,-0.88119,0.082492,-0.27035,0.25975,2.7809,0.1745,-0.14383,-0.097946,0.24913,0.011278,-219562.5604,-919018.5677,0.018047,0.014506,0.043404,0.016171,0.03624,-44223.8516,-129.8926,239.2458,-117139.6535,244.0953,249.643,132.6501,260.0405,247.5761,-451664.8956,-30921.4149,0.023294,0.033396,0.013825,-1982103.429,-68328.1243,-4252335.959,0.013511,1.0
2.3425,1197860.646,1.155,-1.8882,-0.78385,0.17164,0.15243,0.23881,4.1549,0.17127,0.15639,-0.090214,0.2069,0.013833,-215502.4131,-902332.1514,0.016816,0.016525,0.033396,0.015524,0.031022,-43374.0098,-165.7364,237.9652,-114948.1363,242.7357,248.3624,132.4033,258.7596,246.1249,-443431.8534,-30310.9424,0.027417,0.034505,0.01779,-1946378.817,-67034.285,-4176186.392,0.019749,1.0
2.207,1571471.024,1.1835,-1.6214,-0.90468,0.13173,-0.080918,0.1966,4.4001,0.26883,0.67046,-0.043326,0.22886,0.012559,-216850.9914,-908157.9214,0.016379,0.020988,0.033258,0.016169,0.034305,-43564.4297,-131.0211,238.4171,-115614.3797,243.2126,248.8143,132.49,259.2116,246.6115,-446291.9192,-30421.1851,0.025562,0.046264,0.017676,-1958851.856,-67375.2259,-4202775.094,0.019689,1.0
1.6413,2103965.944,1.2443,-3.5477,0.48619,-0.1738,0.3939,0.26376,0.98162,0.15658,0.88905,-1.9248,0.18279,0.010248,-222511.0182,-931671.518,0.015071,0.01087,0.032305,0.011407,0.027474,-44646.844,-118.3941,240.2067,-118589.4755,245.1037,250.604,132.8344,261.0013,248.6174,-457841.1385,-31173.5556,0.018673,0.025632,0.012123,-2009190.087,-69082.1457,-4310074.231,0.009778,1.0
1.2157,2006792.846,1.2434,-2.7275,0.23394,-0.25378,0.15601,0.17796,-0.076025,0.16266,-0.034906,-2.0053,0.21506,0.010982,-226188.2479,-946341.0903,0.0081991,0.012648,0.015908,0.0098495,0.021899,-45594.3338,-128.5384,241.3121,-120700.8349,246.2971,251.7093,133.045,262.1067,249.9081,-465197.8928,-31894.9985,0.027015,0.030921,0.013688,-2040591.385,-70422.8081,-4376999.008,0.0097472,1.0
0.57914,1989426.174,1.2405,-3.0498,0.35586,0.70912,0.54973,0.20684,0.18989,0.17793,-0.84998,-1.1601,0.21081,0.010514,-219761.1779,-919284.7219,0.014103,0.013119,0.028805,0.012712,0.029228,-44354.4806,-110.8016,239.2668,-117310.3586,244.1494,249.664,132.654,260.0613,247.6469,-451990.9612,-31029.7448,0.020679,0.025493,0.014001,-1982673.303,-68475.0256,-4253553.701,0.011212,1.0
0.91929,1766821.693,1.2866,-3.0597,-0.82964,1.191,1.064,0.27499,1.2524,0.21092,-1.6099,-0.92298,0.37176,0.0158,-235335.0192,-983502.0238,0.020617,0.018323,0.042778,0.022178,0.043789,-47668.7047,-151.6789,244.0754,-125734.0097,249.2656,254.4726,133.5644,264.8698,253.0721,-483759.5165,-33409.9695,0.032647,0.038234,0.023688,-2120123.783,-73479.8695,-4546487.066,0.019704,1.0
1.5801,2159772.804,1.1886,-1.862,-0.64325,1.676,0.94314,0.28163,2.7982,0.21239,-0.46014,0.71825,0.23202,0.014196,-231479.4896,-967715.4711,0.016232,0.020432,0.035794,0.015483,0.031853,-46806.6312,-127.923,242.9083,-123620.5448,248.0229,253.3055,133.3462,263.7028,251.7467,-475941.9411,-32778.598,0.030017,0.041847,0.02331,-2086339.429,-72204.0861,-4474495.239,0.015293,1.0
1.614,1788265.89,1.234,-2.6643,0.23161,1.4891,0.83799,0.32761,2.2702,0.21948,-0.72728,-0.7167,0.23879,0.015794,-229477.5558,-959921.2373,0.018658,0.019457,0.040704,0.013775,0.030033,-46227.9837,-119.5814,242.3309,-122419.7208,247.4018,252.7282,133.2369,263.1266,251.0538,-472059.6349,-32318.3392,0.031295,0.039888,0.031754,-2069657.03,-71411.2717,-4438928.747,0.018534,1.0
-1.0741,2169757.689,1.321,-2.7971,-1.138,1.0971,0.77416,0.26425,-0.53723,0.17643,-1.6238,-2.7777,0.42454,0.014861,-252944.0107,-1055917.034,0.016692,0.012267,0.031582,0.011262,0.025286,-51301.7301,-143.4101,249.2965,-135186.6322,254.8221,259.6937,134.5228,270.091,258.9736,-519604.3242,-35995.568,0.027544,0.026359,0.012853,-2275056.692,-79036.5099,-4876557.315,0.015595,0.0
-0.95554,1626165.59,1.2948,-2.7312,-1.2256,1.012,1.3181,0.21758,-0.1365,0.16097,-1.8951,-2.2513,0.30265,0.015008,-250420.8371,-1045545.061,0.015717,0.011675,0.028716,0.013038,0.024827,-50772.5029,-139.0368,248.5605,-133832.9784,254.0376,258.9577,134.3896,269.355,258.1417,-514462.0861,-35617.4316,0.027912,0.023017,0.018234,-2252869.637,-78236.4286,-4829296.712,0.014853,0.0
-1.238,1993576.943,1.3234,-2.6195,-0.60406,0.78066,1.0443,0.21738,-1.253,0.14751,-1.1846,-2.8404,0.25998,0.016447,-253159.3474,-1056985.116,0.019003,0.013001,0.040756,0.01397,0.028929,-51298.0628,-134.2179,249.3718,-135275.97,254.8953,259.769,134.5364,270.1663,259.0441,-520087.7544,-35981.9002,0.034277,0.025785,0.016961,-2277341.353,-79061.1846,-4881423.126,0.013843,0.0
0.43413,1207885.841,1.344,-4.7193,-1.1579,-0.91175,0.39289,0.35342,2.6661,0.19077,-1.6667,-0.72815,0.30483,0.023689,-276610.3116,-1153386.249,0.026411,0.027047,0.05302,0.02107,0.043773,-56181.1487,-107.3597,256.0302,-147901.7227,261.984,266.4275,135.7147,276.825,266.566,-567843.8092,-39466.9423,0.047359,0.049254,0.025438,-2483495.535,-86507.7612,-5320433.254,0.023427,1.0
0.48,1375936.436,1.3228,-3.8665,-0.7162,-0.51764,0.8886,0.36977,3.1676,0.20653,-1.4529,-0.30069,0.42462,0.027341,-273137.8507,-1138235.868,0.033232,0.028388,0.066889,0.029653,0.059842,-55729.9341,-133.8718,255.0051,-146214.4438,260.9276,265.4023,135.5363,275.7996,265.475,-560579.2515,-39207.7776,0.052746,0.054865,0.03769,-2451103.397,-85657.9549,-5251469.621,0.025863,1.0
-0.082058,693267.7347,1.3385,-5.0272,-1.3166,-0.8226,0.46695,0.39043,2.7215,0.18037,-1.5955,0.19018,0.3136,0.017002,-275357.461,-1147542.563,0.021397,0.024596,0.049118,0.022525,0.048802,-56154.5718,-131.2278,255.6358,-147388.1113,261.6009,266.033,135.6462,276.4303,266.1735,-565202.469,-39496.181,0.032305,0.046088,0.026753,-2471001.993,-86323.7035,-5293837.211,0.02671,1.0
0.70181,1820773.508,1.2237,-2.3088,-0.28776,-0.042111,0.54308,0.22667,1.9581,0.19526,-2.1932,-2.5723,0.21132,0.01266,-225564.2068,-943807.23,0.014699,0.016003,0.031335,0.017237,0.036837,-45483.1528,-139.9429,241.1222,-120374.6473,246.0993,251.5194,133.0089,261.9166,249.6904,-463971.0887,-31816.1982,0.028796,0.036063,0.017994,-2035167.855,-70241.7986,-4365442.369,0.01593,1.0
1.2579,1206051.016,1.3341,-1.2358,-0.011556,0.75384,0.92052,0.19161,0.96852,0.1601,-1.951,-1.803,0.21301,0.013318,-211559.1652,-886468.7966,0.014619,0.012878,0.027307,0.013976,0.02926,-42435.5689,-108.9368,236.7365,-112746.405,241.4047,247.1337,132.1642,257.5313,244.7023,-435446.8977,-29618.0679,0.027621,0.026702,0.018074,-1912412.052,-65672.5025,-4103769.245,0.013169,1.0
