mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
2.5907,1576068.623,1.2705,-2.1509,0.55594,0.35887,-0.47576,0.20346,0.78586,0.16312,-0.28223,-1.327,0.24005,0.011213,-206036.6061,-862755.1902,0.011745,0.012593,0.0244,0.014311,0.030987,-41613.5942,-88.4192,234.8775,-109998.9174,239.4929,245.2749,131.7985,255.6736,242.6859,-424113.8629,-29093.7903,0.027151,0.027394,0.014586,-1861628.619,-64228.2608,-3995475.309,0.010804,20.973,0.006915531,0.55121,0.71739,142.1957,4633.3678,112.1654,881.0185,31.7752,18.4935,46.7048,254.4073,152.593,413.0686,2331.768,9282.8519,548.926,1128.6903,82.599,3518.0314,1761.6196,194.3282,1160.150921,559.8127287,1.0
1.103,1355531.651,1.1931,-1.5392,-0.1391,0.51733,1.1958,0.19896,1.9186,0.21312,-0.45234,0.21653,0.22234,0.015014,-214396.1408,-897983.0926,0.012902,0.013396,0.024167,0.013676,0.028718,-43092.493,-150.4322,237.6295,-114318.2915,242.374,248.0267,132.3382,258.4239,245.727,-441255.0459,-30095.7017,0.029424,0.029376,0.016373,-1937067.01,-66635.0534,-4156335.601,0.012328,20.295,0.005865016,0.39255,0.80754,142.7354,4773.5724,115.3448,904.7858,32.644,19.0572,48.0002,261.3222,153.1326,424.2477,2388.411,9549.5504,563.8772,1158.305,84.8686,3618.7259,1809.5722,199.675,1523.661503,827.0817141,0.0
1.0853,1830994.026,1.1446,-1.3205,0.099423,0.26424,1.259,0.20682,1.7404,0.19103,-0.37149,-0.23451,0.22287,0.014568,-208124.711,-872880.0655,0.014064,0.015392,0.02776,0.015149,0.028493,-41701.9818,-38.1658,235.6779,-110984.3665,239.8981,246.0787,131.9152,256.6135,243.2295,-427763.8357,-29185.2801,0.031036,0.034029,0.016075,-1883210.797,-64653.5446,-4039771.401,0.013025,19.113,0.006151047,0.51201,0.80006,142.3128,4548.627,104.026,825.1136,29.0603,16.9904,42.9856,229.439,152.7156,381.4885,2126.7579,8860.8811,493.074,1104.5254,75.5827,3340.5933,1652.6068,178.8442,1544.302764,829.9621725,0.0
1.3054,1697798.099,1.1766,-1.2437,0.12202,0.13733,1.354,0.22809,1.4279,0.24415,-0.49001,-0.65397,0.26709,0.013371,-216444.8903,-906521.9619,0.012717,0.016172,0.030155,0.017065,0.034175,-43488.7375,-114.7385,238.2873,-115397.3339,243.0632,248.6846,132.4656,259.0819,246.4623,-445411.5419,-30375.812,0.024417,0.032573,0.018198,-1955349.176,-67255.5114,-4195307.007,0.01456,21.328,0.006226637,0.39002,0.79954,142.8628,4805.9841,115.8257,909.5737,32.7965,19.1614,48.2697,262.4007,153.26,426.3435,2398.2994,9607.0297,566.3545,1165.0014,85.286,3640.2247,1819.3067,200.6601,1501.417732,810.4144898,0.0
-0.27959,1762181.594,1.4142,-3.6071,0.71408,0.1709,0.84402,0.37835,2.2881,0.17297,-1.5938,-1.3251,0.4828,0.017534,-240128.2577,-1003250.66,0.026969,0.028778,0.0558,0.026972,0.05543,-48641.654,-148.0531,245.5178,-128306.807,250.8034,255.915,133.8325,266.3123,254.7002,-493550.4309,-34095.8716,0.03505,0.05305,0.029792,-2162382.779,-74983.2247,-4636528.397,0.01925,22.652,0.00444454,0.31983,0.6389,144.2297,5279.0621,127.3996,1000.4178,36.0599,21.0777,53.058,288.5911,154.6269,468.8176,2640.4643,10558.9974,622.3947,1282.1626,93.7659,4001.1772,2000.7862,220.6028,1058.127094,792.6297337,1.0
0.78693,1240990.359,1.3724,-3.8471,0.35374,-0.13441,1.357,0.35824,1.246,0.16457,-1.8331,-0.56728,0.32993,0.021953,-239938.1314,-1002590.41,0.025676,0.027507,0.051547,0.026154,0.049742,-48546.8906,-178.4345,245.4697,-128165.2255,250.7439,255.8669,133.8236,266.2642,254.6358,-493170.4523,-34017.2645,0.041809,0.053456,0.031771,-2160970.055,-74869.8965,-4633518.441,0.024888,19.025,0.004474338,0.2894,0.66445,144.2208,5271.294,127.1735,998.3934,35.9953,20.9882,52.9173,288.1066,154.618,467.9238,2634.0444,10540.5779,621.3912,1279.1056,93.5761,3994.0859,1996.8046,220.1813,997.4782204,758.7655598,1.0
-0.20389,1360910.647,1.4441,-3.3668,0.20858,0.55607,1.1331,0.42286,1.4275,0.18115,-2.2341,-1.0345,0.41783,0.025389,-243238.3551,-1016726.243,0.030643,0.021655,0.063515,0.027985,0.054549,-49078.4004,-101.3854,246.4946,-129830.7623,251.8068,256.8919,134.0123,267.2895,255.7485,-499987.3269,-34364.1531,0.052795,0.045306,0.037043,-2191215.054,-75769.757,-4697950.315,0.024219,23.434,0.004383208,0.37614,0.64601,144.4095,5322.64,128.2218,1006.7344,36.293,21.2027,53.4353,290.3696,154.8067,471.8549,2653.2371,10636.582,626.6234,1289.4919,94.3803,4030.1923,2013.7212,222.0931,1072.064243,701.364447,1.0
1.1946,1301880.905,1.2254,-1.091,-0.24805,-0.35673,-0.30641,0.25353,2.7908,0.18042,0.94452,-0.11416,0.23957,0.015984,-214487.0728,-898092.1777,0.014898,0.01697,0.029695,0.01792,0.032401,-42559.6581,-103.0132,238.1269,-113986.2049,242.8957,248.5242,132.3397,258.9221,246.2906,-441374.3924,-29619.6379,0.029674,0.031518,0.018722,-1937299.171,-66073.5004,-4156821.257,0.012106,7.158,0.010466197,0.81817,0.82102,142.7369,4780.9692,118.3231,908.0257,33.4619,21.4116,50.3794,273.6214,153.1341,429.2975,2404.3862,9575.7914,584.5397,1152.8707,86.8111,3629.1012,1816.2874,202.8371,1539.563079,616.3828957,1.0
1.1426,1574847.482,1.2201,-1.1201,-0.10759,-0.18075,0.15811,0.27189,3.4471,0.20012,0.65833,-0.00928,0.23158,0.016801,-229999.8118,-973580.1127,0.020535,0.018711,0.038132,0.016547,0.029427,-43702.0129,-36.2215,243.5758,-120800.2891,248.3193,253.9817,133.4201,264.3835,251.3816,-475980.4542,-29917.0041,0.03224,0.036668,0.028325,-2098771.831,-69053.367,-4500854.109,0.017616,9.149,0.006560688,0.80353,0.82411,143.8179,4981.8674,123.378,949.1239,35.3889,21.706,52.5061,278.4297,154.2154,449.7409,2519.1562,10012.8935,615.2879,1208.1991,92.212,3795.5723,1898.9401,215.1195,1421.425857,499.1938479,1.0
0.99854,1051590.685,1.1957,-1.2511,-0.092354,-0.19152,0.11655,0.36377,3.4752,0.16829,0.42464,-0.13374,0.38739,0.022708,-231928.3427,-968998.0076,0.023363,0.023247,0.048355,0.021636,0.046338,-46796.0512,-73.0189,243.0695,-123717.6883,248.1905,253.4672,133.3634,263.868,252.0203,-476447.5416,-32779.3272,0.04451,0.049245,0.028827,-2089081.178,-72233.9839,-4480299.892,0.01717,10.836,0.005492476,0.78969,0.82402,143.7606,5096.9306,123.8725,960.2015,34.849,20.6067,51.3096,279.1717,154.1579,451.1754,2525.9072,10160.8888,603.5298,1224.5459,90.3231,3848.9265,1920.8171,212.5173,1433.588292,555.4936818,1.0
0.84154,1382022.234,1.1526,-0.31039,-0.11712,-0.13898,-0.72287,0.32692,2.669,0.20972,-1.6945,-1.684,0.22197,0.020322,-186301.5353,-782751.6355,0.022897,0.017236,0.046094,0.017648,0.029899,-37106.3999,-103.3699,228.3974,-99102.8158,232.5048,238.7947,130.4891,249.192,235.2306,-384044.1112,-25803.9462,0.0419,0.038407,0.0244,-1690240.159,-57591.9168,-3629952.627,0.017087,22.633,0.008027172,0.30733,0.6547,140.8863,4209.4145,101.5336,796.8259,28.7343,16.781,42.2694,229.9133,151.2835,373.4884,2101.0451,8415.8402,496.0496,1020.5248,74.7075,3188.8897,1593.792,175.7684,973.3046432,576.5598177,0.0
0.1669,1373736.328,1.1684,-0.27031,0.026955,-0.36473,-0.66932,0.37111,3.1227,0.23091,-1.5451,-1.7277,0.26642,0.027879,-185055.7285,-777678.0832,0.027755,0.01478,0.05937,0.017506,0.032801,-36845.7651,-103.1914,227.9756,-98429.8818,232.0538,238.3728,130.4016,248.7702,234.7467,-381526.7925,-25617.6139,0.054872,0.029808,0.01996,-1679367.687,-57193.6692,-3606757.481,0.01616,22.439,0.008144179,0.36501,0.65154,140.7988,4185.0859,100.8505,792.4301,28.5684,16.6179,42.0263,228.5361,151.1961,371.408,2089.7614,8368.4397,493.124,1015.0343,74.2741,3170.9748,1584.9715,174.7782,985.8422462,580.7524488,0.0
0.54464,1168855.167,1.1316,-0.51293,0.76872,-0.10483,-1.1273,0.26835,2.2459,0.18241,-1.0663,-0.79539,0.44901,0.020652,-162637.7444,-674462.9623,0.017815,0.021963,0.03943,0.023775,0.064894,-35062.6005,-23.075,223.3775,-88175.5652,227.4259,233.7785,128.4626,244.1807,230.0911,-333274.9456,-24904.7726,0.050505,0.045327,0.023799,-1457976.396,-52603.9012,-3133913.087,0.01898,14.352,0.008012278,0.55747,0.68753,138.8605,3892.2934,95.6314,741.9801,26.3929,19.3001,50.6101,214.2637,149.2587,346.9384,1978.8159,7795.5559,462.9238,959.7807,69.6833,2950.2333,1482.7252,163.4143,1010.326852,577.911635,0.0
1.2449,1458149.106,1.1266,-1.5615,0.92747,1.5747,-0.36393,0.29336,-0.71858,0.15057,-2.086,-0.80434,0.35745,0.011608,-186821.132,-784697.495,0.020831,0.018533,0.042143,0.023087,0.046159,-37232.9092,-105.2627,228.5588,-99393.5971,232.6794,238.9561,130.5224,249.3537,235.432,-385020.8619,-25901.4308,0.022363,0.039137,0.031787,-1694409.82,-57771.6703,-3638844.345,0.016118,20.187,0.007958788,0.57261,0.62505,140.9196,4217.4895,101.5797,797.4728,28.7535,16.7851,42.3176,230.2256,151.3168,373.7851,2101.2804,8426.6738,496.6059,1021.2629,74.7662,3192.7862,1595.1619,175.9089,1146.641275,627.7425081,1.0
1.5474,1444946.518,1.2073,-1.8626,0.61874,1.1601,-0.22062,0.2274,-1.2659,0.13039,-2.4959,-0.12691,0.25939,0.012316,-195689.1237,-820860.4803,0.018775,0.021602,0.034531,0.018556,0.040348,-39187.6373,-136.9444,231.5273,-104243.9338,235.864,241.9245,131.1289,252.3219,238.8284,-403032.9384,-27316.4371,0.027124,0.044101,0.028539,-1771892.821,-60689.5437,-3804127.407,0.014305,18.313,0.007139917,0.49345,0.64486,141.5261,4399.486,106.0321,832.4386,30.0102,17.5152,44.1597,240.2893,151.9233,390.1454,2194.6526,8792.7497,518.1914,1066.3624,78.0303,3331.6193,1664.9953,183.5989,1157.528062,598.6195899,1.0
1.1733,1469826.372,1.1861,-1.53,0.83235,1.5471,-0.28323,0.33178,-1.2335,0.14365,-2.1457,-0.31099,0.30275,0.013314,-193882.145,-814107.3685,0.014347,0.021911,0.029134,0.017249,0.036987,-38620.6179,-97.6331,230.9778,-103139.9206,235.2462,241.3751,131.0175,251.7728,238.1426,-399507.9716,-26869.3139,0.031947,0.044077,0.025959,-1757424.595,-59937.4037,-3773264.296,0.015816,20.751,0.007416226,0.57142,0.62556,141.4147,4355.0328,105.1149,823.6844,29.7262,17.3419,43.7152,237.9686,151.8119,386.2011,2170.7042,8703.2872,513.3057,1054.1847,77.272,3297.6486,1647.6187,181.7926,1189.871805,636.9468648,1.0
1.0596,1485874.008,1.2616,-1.8722,-0.79002,1.8819,-0.15206,0.27,2.0394,0.19343,-2.2404,-1.3407,0.21162,0.014244,-225836.7977,-944489.1407,0.016224,0.016375,0.029693,0.014458,0.029444,-45646.9777,-123.7571,241.1733,-120589.7163,246.1752,251.5706,133.0186,261.9678,249.7858,-464440.2846,-31955.7665,0.026367,0.031381,0.015479,-2036627.403,-70427.2679,-4368552.377,0.015284,4.296,0.005115085,0.69035,0.75039,143.4158,5003.7473,120.7675,948.6131,34.2011,19.9431,50.294,273.5553,153.813,444.6897,2504.7244,10010.1919,590.7858,1215.0577,88.9224,3793.2839,1897.1304,209.2583,1178.284597,771.9866753,1.0
0.56118,1754801.96,1.2292,-1.7772,-0.81907,1.6902,-0.11008,0.23995,2.8571,0.18829,-2.2498,-1.0586,0.21137,0.01633,-228912.414,-957924.862,0.019798,0.015249,0.035705,0.016658,0.029366,-46064.9258,-119.9953,242.1809,-122100.4221,247.2139,252.5781,133.209,262.9754,250.8589,-470880.6631,-32203.8362,0.029927,0.025095,0.016604,-2065385.025,-71193.0634,-4429840.626,0.018129,4.224,0.005080741,0.5317,0.77913,143.6063,5052.0372,122.0009,957.0933,34.5377,20.1404,50.7601,276.5331,154.0035,448.7711,2525.4024,10104.5127,596.3809,1225.1332,89.7798,3828.9344,1914.2661,211.2279,1211.515689,745.9673831,1.0
0.77277,1750257.045,1.2179,-1.5355,-0.67925,1.8742,0.064349,0.22648,2.6081,0.18273,-1.7698,-1.2041,0.27371,0.016149,-224740.0168,-943012.2985,0.015953,0.017881,0.029746,0.017487,0.031867,-44597.9761,-86.9131,241.1423,-119369.7754,246.066,251.5401,132.9973,261.9385,249.5541,-463063.562,-31037.5434,0.030156,0.033673,0.016325,-2033456.898,-69259.1441,-4361770.262,0.01571,3.318,0.006847305,0.6443,0.75777,143.3945,4968.6459,123.2964,945.7886,34.6409,22.0858,52.6773,277.5426,153.7918,446.1641,2507.1481,9966.1039,599.639,1201.9789,89.7879,3777.7923,1891.5327,211.0126,1247.171377,742.6520932,1.0
0.0033931,1525519.117,1.2505,-2.5335,1.2362,1.072,-0.3228,0.33815,-0.38387,0.21072,-2.9502,-0.24486,0.3599,0.020588,-196130.5899,-930156.2616,0.023531,0.020897,0.048401,0.022021,0.049581,-26004.239,-125.7811,240.1565,-94909.1793,229.7588,250.5538,132.8125,260.9512,219.3615,-428669.7311,-14957.7233,0.039201,0.044319,0.029535,-2005946.513,-47947.3961,-4303161.048,0.022622,14.661,0.005398912,0.52629,0.58222,143.2097,4937.578,140.8953,935.5974,48.7363,28.6046,65.4945,299.6804,153.6069,467.9712,2468.8744,9874.4077,617.9545,1233.8279,109.6608,3741.7272,1871.0255,233.99,1086.847218,713.0337483,1.0
-0.13358,767874.0059,1.2884,-2.3149,1.057,1.1029,-0.8124,0.4611,0.49368,0.23523,-2.0091,0.37912,0.36984,0.021415,-204315.0858,-908444.8726,0.030522,0.024345,0.066503,0.031226,0.067693,-26507.8209,-109.7952,238.435,-98466.8764,228.0377,248.8323,132.4942,259.2297,232.1797,-418578.3776,-15574.7253,0.04584,0.050139,0.039554,-1959465.126,-49406.7624,-4204081.777,0.016242,16.299,0.006949994,0.5698,0.59658,142.8914,4840.6843,135.5892,917.5768,45.2702,26.87,61.9793,285.6788,153.2886,458.8271,2419.4009,9680.2652,587.9225,1211.8866,101.1929,3668.1965,1834.3544,215.0599,1107.36872,702.5766575,1.0
0.56718,1726694.238,1.21,-1.6666,0.32672,1.4342,0.014715,0.38945,-1.6148,0.16453,-3.0814,1.2271,0.41201,0.018374,-184596.2162,-875593.1047,0.032133,0.026597,0.074239,0.035683,0.080942,-22040.1355,-18.1386,236.446,-88894.5617,225.8458,246.8775,131.9411,257.3028,215.4455,-403658.0313,-12074.7911,0.060528,0.067995,0.033044,-1888652.892,-42432.0109,-4052332.766,0.019972,10.389,0.005757966,0.64275,0.63389,142.341,4368.9936,120.3528,821.4833,43.7378,27.9291,58.3394,272.4655,152.7404,405.4338,2187.6639,8751.0295,518.9777,1136.8938,93.4102,3302.8717,1646.5414,202.2903,1243.806131,678.857956,1.0
-1.1469,1591215.58,1.17,0.23788,0.042202,0.99457,0.087421,0.31347,2.5324,0.24504,-0.34773,0.21242,0.29318,0.024211,-228149.6283,-954754.1963,0.023645,0.023446,0.045618,0.020701,0.042167,-45889.9483,-127.0911,241.9428,-121681.8891,246.9654,252.3401,133.1644,262.7373,250.592,-469344.3693,-32072.3422,0.0523,0.053523,0.02537,-2058598.757,-70938.1381,-4415378.033,0.020638,12.867,0.005120295,0.54703,0.82329,143.5616,5041.5018,122.1316,955.9276,34.5312,20.1403,50.7756,276.7066,153.9588,448.4399,2524.1352,10088.0594,596.6319,1222.7104,89.7498,3822.8768,1911.8672,211.0982,1374.011227,720.5592873,1.0
-1.7271,815761.7635,1.2021,-0.27188,-0.069307,1.0737,0.22078,0.31676,2.1062,0.22943,-0.32879,-0.022389,0.27152,0.019505,-228990.9272,-958098.7993,0.023668,0.022914,0.041676,0.019649,0.039091,-46106.3176,-133.6479,242.1919,-122156.9823,247.2318,252.5891,133.2115,262.9864,250.884,-471005.5764,-32238.3921,0.042859,0.044594,0.029545,-2065757.396,-71241.3051,-4430634.447,0.018455,15.247,0.005049903,0.46932,0.81274,143.6087,5055.5803,122.1234,957.8907,34.5675,20.1789,50.8455,276.7961,154.0059,449.2023,2527.8536,10112.0655,597.2471,1225.8684,89.866,3831.812,1915.8371,211.4247,1377.864124,738.2108327,1.0
-1.7118,1222055.799,1.1707,0.0041505,0.0084538,0.77161,-0.13136,0.3674,1.9583,0.20713,-0.32335,0.31618,0.29571,0.019689,-226831.3711,-948836.2944,0.023953,0.025093,0.046583,0.019922,0.042733,-45776.4885,-186.4305,241.4993,-121077.3271,246.5078,251.8965,133.0806,262.2937,250.1327,-466503.106,-32032.2648,0.043288,0.053986,0.024408,-2045932.381,-70670.6071,-4388384.264,0.018579,16.862,0.005103584,0.38852,0.81822,143.4778,5016.3738,120.9659,950.1919,34.2539,19.9769,50.3644,274.069,153.875,445.3533,2507.0347,10031.3433,591.4323,1217.2625,89.0581,3801.1444,1900.3937,209.5635,1290.384612,593.3368084,1.0
-0.7247,1815513.536,1.2579,-1.6887,-0.77727,1.5228,0.24301,0.29004,3.2857,0.19083,-1.4872,-1.643,0.29069,0.012787,-246212.2343,-1028232.088,0.017505,0.019555,0.033317,0.018775,0.042,-49911.5225,-143.2919,247.3238,-131581.1736,252.7305,257.721,134.1643,268.1183,256.7447,-505949.2048,-35001.1328,0.02563,0.040339,0.016355,-2215832.043,-76914.0646,-4750399.21,0.015708,20.638,0.00419436,0.40057,0.71266,144.5615,5398.6133,130.4148,1023.471,36.9196,21.5083,54.2526,295.5391,154.9587,479.7894,2702.2962,10800.4212,637.3976,1310.9057,95.965,4092.7513,2046.8653,225.787,1167.375099,699.1650235,0.0
-0.68716,1451849.374,1.1523,-1.1724,-0.94017,1.4679,0.54292,0.22239,3.3212,0.24281,-0.94696,-1.2525,0.29162,0.011248,-243547.3368,-1016852.647,0.016824,0.016447,0.034904,0.018702,0.038326,-49451.5477,-105.0569,246.5034,-130209.5811,251.8748,256.9007,134.0141,267.2981,255.8518,-500428.4363,-34693.7187,0.021387,0.033759,0.021754,-2191485.689,-76157.8697,-4698529.716,0.016471,20.938,0.00427737,0.32795,0.7852,144.4113,5354.0107,129.4357,1015.5007,36.6274,21.391,53.8865,293.3134,154.8085,476.1043,2682.539,10713.1544,632.8376,1300.5447,95.2323,4059.7308,2030.8361,224.0478,1144.477497,641.9006892,0.0
-1.1545,1554205.034,1.1824,-1.6925,-1.5399,1.3693,0.49005,0.25864,3.1705,0.23464,-1.4722,-1.2363,0.34981,0.016852,-242270.328,-1012186.718,0.013984,0.017909,0.027187,0.019118,0.04061,-49039.5535,-172.5532,246.1662,-129423.83,251.4898,256.5634,133.9521,266.9606,255.4228,-497950.1197,-34367.806,0.030346,0.037206,0.016457,-2181502.935,-75615.6409,-4677264.654,0.017146,21.546,0.004375655,0.30563,0.7568,144.3493,5319.8291,128.495,1008.3158,36.3655,21.2308,53.5005,291.1372,154.7465,472.6904,2661.747,10641.8131,628.0233,1291.3982,94.5493,4032.61,2016.5972,222.4549,1100.926243,640.0696653,0.0
-1.4093,1695956.532,1.1768,-0.28246,-0.725,0.72837,1.4267,0.36376,2.6378,0.20011,-2.1378,-0.73242,0.41596,0.014953,-243688.1331,-1018794.314,0.016607,0.01842,0.033733,0.018576,0.03846,-49120.6921,-96.4369,246.6433,-130039.4544,251.9577,257.0406,134.0397,267.4383,255.8991,-500962.7205,-34382.5821,0.033104,0.043274,0.020334,-2195639.583,-75865.4547,-4707376.097,0.012773,17.378,0.004391625,0.43221,0.80358,144.4369,5329.4852,128.5231,1008.0979,36.364,21.2197,53.5209,290.9115,154.8341,472.5253,2656.8997,10651.1221,627.6292,1291.1565,94.542,4035.7346,2016.4899,222.4258,1175.842816,761.2274411,1.0
-1.0121,1831884.531,1.1673,-0.2564,-0.52843,0.32671,1.8528,0.29135,2.8502,0.20236,-2.0767,-1.1367,0.33382,0.016101,-239702.6693,-1001000.987,0.016212,0.020034,0.032571,0.02175,0.048914,-48641.1174,-114.8236,245.3547,-128128.165,250.6424,255.752,133.8022,266.1492,254.5566,-492517.9402,-34119.3242,0.031933,0.042406,0.018965,-2157568.851,-74929.061,-4626271.419,0.01548,15.616,0.004438307,0.46087,0.80533,144.1994,5271.2475,127.0621,998.0261,35.9718,21.0101,52.8957,287.7331,154.5966,467.7283,2632.844,10537.3932,621.3265,1278.8314,93.524,3992.7801,1996.04,220.0691,1159.173335,742.2559058,1.0
-0.31987,1739244.207,1.1577,-0.32314,-0.90131,1.0123,0.6986,0.22066,3.844,0.20016,-2.3361,-0.18359,0.3132,0.016245,-236161.406,-987677.747,0.015665,0.017634,0.028396,0.016769,0.033239,-47604.642,-106.2584,244.3796,-126018.9244,249.5529,254.7769,133.6214,265.1744,253.3519,-485594.0404,-33312.8704,0.030211,0.0392,0.017297,-2129059.226,-73524.6486,-4565522.466,0.017698,15.289,0.004729223,0.39573,0.81383,144.0186,5187.1243,124.9398,981.4114,35.3743,20.6285,52.0033,282.81,154.4158,459.9422,2586.9454,10367.4332,610.6137,1257.2078,91.9674,3928.2624,1963.0076,216.45,1136.939043,635.7212448,1.0
2.0734,1581055.947,1.1682,-1.2381,-1.6041,0.70545,-1.0048,0.2483,1.1154,0.2205,-0.61793,-0.26353,0.19184,0.011781,-215833.2618,-903093.4244,0.012303,0.014732,0.025967,0.013247,0.025189,-43549.0229,-99.7695,238.0244,-115199.7799,242.8307,248.4217,132.4145,258.8192,246.2433,-444005.1424,-30455.0113,0.025706,0.034791,0.011641,-1948008.416,-67235.6043,-4179656.574,0.012361,28.343,0.005673576,0.31554,0.76378,142.8117,4814.1162,116.6039,913.3237,32.9832,19.2759,48.5749,264.6119,153.2089,428.5063,2413.5041,9634.143,570.5511,1168.2373,85.7558,3650.8929,1826.5095,201.7158,1265.56994,397.9279509,1.0
2.1123,1547336.652,1.1809,-1.3013,-0.97631,0.77196,-0.8528,0.14001,0.54647,0.18159,-1.0558,-1.1195,0.23025,0.011031,-218917.5379,-916724.3109,0.008803,0.015123,0.019363,0.0094743,0.022867,-44045.6003,-112.1754,239.069,-116759.6788,243.8959,249.4662,132.6164,259.8636,247.344,-450464.351,-30782.3003,0.02367,0.032731,0.011804,-1977191.807,-68080.7876,-4241867.798,0.01111,26.297,0.005561246,0.29898,0.72659,143.0136,4854.048,116.7511,918.6326,33.0871,19.3207,48.6719,264.4913,153.4108,430.3345,2421.7857,9702.8346,570.7428,1177.9677,86.0445,3676.5085,1837.397,202.5011,1242.684117,469.7275767,1.0
3.0274,1868364.092,1.1813,-1.1889,-1.5284,0.9658,-1.4381,0.28977,0.37494,0.17396,-0.80422,-0.66422,0.16279,0.0093106,-215565.9499,-902457.9206,0.011099,0.013981,0.028781,0.010155,0.024351,-43430.7284,-137.2066,237.9746,-115010.1142,242.7614,248.3718,132.4051,258.7692,246.1471,-443590.1254,-30355.536,0.020185,0.030877,0.0093023,-1946647.904,-67095.3022,-4176756.875,0.011279,29.019,0.005724466,0.30645,0.74706,142.8023,4805.1393,116.3051,911.7795,32.9083,19.1905,48.4182,263.4438,153.1995,427.6265,2409.2003,9617.7438,568.7234,1167.0228,85.5539,3644.7474,1823.4313,201.2691,1215.086524,432.4262393,1.0
-1.1783,1282204.552,1.1409,0.58411,1.6096,-0.3627,0.063772,0.26124,3.4491,0.22154,-0.45724,-0.73959,0.28105,0.014212,-204717.827,-859612.4078,0.017455,0.020411,0.037799,0.01793,0.035602,-40658.3698,-62.1014,234.6207,-108824.6509,239.0628,245.0187,131.7467,255.424,242.1907,-421641.6022,-28287.8614,0.028416,0.03654,0.018074,-1854891.27,-63168.3875,-3981025.34,0.01654,13.463,0.006708212,0.62128,0.78336,142.144,4536.7729,108.2104,852.3026,30.6644,17.8168,45.0711,245.066,152.5415,398.8834,2235.329,9034.5425,528.1548,1093.6881,79.7161,3421.3113,1705.486,187.6797,1250.505765,717.7397932,1.0
-0.72528,1173688.503,1.1178,0.73766,1.9286,-0.31444,-0.21723,0.25863,4.1386,0.22929,-0.62163,0.18101,0.34719,0.016009,-207661.1492,-870521.3548,0.015667,0.018793,0.030867,0.024281,0.04839,-41659.7272,-108.4837,235.4916,-110661.9636,240.1004,245.889,131.9196,256.2872,243.2827,-427687.329,-29058.7475,0.026448,0.037982,0.020214,-1878261.246,-64468.5363,-4030946.907,0.021668,17.735,0.006319644,0.48759,0.8063,142.3168,4652.9818,112.998,884.6251,31.975,18.641,47.0861,255.7596,152.714,415.2265,2340.9573,9323.4532,552.8431,1131.0706,83.1099,3533.6068,1769.0231,195.5253,1268.882042,665.9824991,1.0
0.33752,1314932.219,1.2186,-0.51609,1.5849,-0.11663,-0.63055,0.23348,3.2347,0.23535,-0.65062,-0.98155,0.37543,0.017842,-207347.9182,-869303.5727,0.016724,0.024149,0.032418,0.023436,0.047452,-41459.4112,-101.5519,235.3954,-110405.1853,239.9655,245.7927,131.9008,256.1903,243.1685,-426893.3185,-28900.5767,0.043789,0.053675,0.015081,-1875653.709,-64240.1016,-4025396.275,0.023278,22.06,0.00639355,0.53226,0.7213,142.298,4622.4438,111.6627,874.2531,31.5738,18.4547,46.5082,252.9112,152.6952,410.1039,2304.3474,9237.3318,545.9276,1118.0316,82.0781,3500.0081,1748.7802,193.0752,1082.834081,667.454427,1.0
