tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
-0.87039,-3843.3321,1.2800000000000001e-21,457.6777,-3364.4746,-84524.202,-3263.1109,0.23148,-0.21217,-199814.2526,-7513.9445,0.40018,-4991.0025,-154919.4306,-122163.4957,-0.32744,-4.13e-22,-258881.5266,92.6621,0.1395,368.1357,5.860000000000001e-21,0.13322,0.35973,241.165,0.87039,-6.0700000000000005e-21,0.65837,0.080107,0.21877,-4287.2286,-0.40018,-0.95679,1448717.858,1.2307,-0.647,0.45122,0.21431,-0.83718,0.27828,3.0178,0.23047,-1.2968,-0.5864,0.23808,19.671,0.006712558,0.52755,0.69145,141.9312,4513.9373,108.5639,853.848,30.7523,17.9884,45.2927,246.0408,152.3284,400.0208,2250.2408,9020.6967,530.7978,1094.6192,79.9978,3417.9429,1707.8814,188.2444,1224.755264,654.4909636,1.0
-1.403,-3200.396,1.9600000000000003e-21,846.6818,-3147.1312,-69580.1236,-2898.9036,0.35229,-0.45328,-214865.3171,-7157.3986,0.76688,-4547.0169,-170399.0284,-109749.8736,-0.80013,-1.13e-22,-251774.7451,95.6226,0.16364,325.8358,4.16e-21,0.22115,0.72555,667.4325,1.403,1.21e-19,1.0299,0.17179,0.43957,-3882.4424,-0.76688,-0.84781,1341707.416,1.3071,-0.786,0.86969,0.80979,-0.35876,0.31778,2.8488,0.2265,-1.4713,-1.4752,0.30313,17.637,0.006363514,0.51596,0.6654,142.1914,4609.6234,111.4075,873.3663,31.4983,18.429,46.3276,252.2341,152.5886,409.1666,2304.6065,9218.61,543.0098,1119.7457,81.8455,3493.175,1746.6622,192.4692,1097.341727,656.161958,1.0
-1.0063,-3802.0169,-1.61e-20,222.7032,-3275.1501,-91841.0009,-3999.5786,0.17,-0.18302,-245704.9374,-6382.417,0.39298,-4937.8283,-186967.1833,-133237.7328,-0.29951,6.12e-23,-307494.1675,93.0485,0.11792,293.5785,2.82e-21,0.088341,0.31915,156.322,1.0063,-2.43e-20,0.66012,0.062312,0.19707,-4204.5887,-0.39298,-0.40749,1735051.468,1.2135,-0.61147,0.14574,0.10538,-0.33724,0.22624,3.9411,0.20469,-0.95597,-1.1194,0.20905,16.196,0.007003475,0.60454,0.67838,141.6108,4420.3454,109.14,842.7884,30.5496,17.8573,45.0803,243.4783,152.0081,394.5655,2230.7323,8872.185,524.1327,1081.6062,78.9598,3362.8011,1684.9327,185.3721,1123.089523,567.9739512,1.0
-0.22449,-3840.9543,-2.21e-20,171.7895,-3316.3073,-81043.008,-4991.2808,0.087629,-0.19775,-233738.2236,-9751.4202,0.21293,-4620.1276,-157541.325,-108605.7547,-0.22219,-6.15e-21,-286472.6659,61.04,0.12763,60.8697,-2.49e-20,0.070405,0.20705,123.3677,0.22697,4.17e-20,0.27272,0.05202,0.20967,-4198.5741,-0.21011,1.877,1421534.726,1.3189,-3.4464,-0.11395,0.071811,1.5169,0.3266,0.47468,0.17333,0.083614,-1.1534,0.33491,17.264,0.006210673,0.54311,0.71591,142.4116,4663.7851,112.417,882.8959,31.8336,18.5528,46.8443,254.7343,152.8088,413.8132,2328.2177,9324.1424,549.6122,1130.8818,82.7637,3533.0656,1765.9073,194.7254,1335.848683,760.897517,1.0
-0.34571,-3723.118,7.26e-21,409.1651,-3294.7743,-74335.7748,-5162.1717,0.15477,-0.19634,-249621.518,-9958.3123,0.34769,-4207.1883,-159204.9871,-103595.6858,-0.26357,-1.1e-21,-306561.4236,3.255,0.22319,99.0057,1.37e-20,0.12367,0.25357,263.6907,0.35096,-2.43e-20,0.49923,0.082065,0.19718,-3963.8593,-0.37495,1.5859,1628272.145,1.2761,-3.4868,-0.37693,0.43819,1.6764,0.33547,1.6453,0.14562,-0.4948,-2.14,0.40306,20.229,0.006176331,0.53007,0.65289,142.3907,4661.0027,112.1926,882.2754,31.7899,18.5687,46.788,254.2587,152.7879,413.4561,2326.5872,9317.5598,548.9797,1130.5269,82.6766,3530.5564,1764.6475,194.5651,1206.79348,746.4562636,1.0
-0.37589,-3692.5424,8.95e-21,585.9036,-3099.3565,-63959.9693,-3907.5299,0.18714,-0.28389,-240726.8634,-9124.7091,0.46866,-4301.6841,-149815.0848,-94669.9534,-0.37222,3.0600000000000003e-21,-297291.1016,72.8512,0.19476,95.9827,-5.22e-20,0.15894,0.38564,510.6543,0.38368,-3.64e-20,0.5814,0.12651,0.30196,-4035.6785,-0.48626,1.3285,1566266.14,1.3032,-3.1783,-0.27254,0.81176,2.0745,0.28268,1.2614,0.17051,-0.76498,-1.6503,0.2839,20.216,0.006528819,0.54912,0.66352,142.3325,4645.0247,111.8891,879.3169,31.6834,18.5074,46.6352,253.4675,152.7297,412.0489,2318.9432,9285.7683,547.0603,1126.8614,82.398,3518.5169,1758.7055,193.8909,1210.803595,757.3978193,1.0
-0.1632,-3660.1978,6.86e-22,19.0623,-3222.9448,-117237.9243,-9187.1336,0.021016,-0.027618,-248914.062,-3885.9106,0.07551,-4529.9311,-230597.7462,-169093.9553,-0.055515,5.74e-23,-291277.7079,28.3752,0.01268,140.4757,-1.6600000000000001e-21,0.018735,0.056185,17.9891,0.1632,1.24e-19,0.090004,0.016116,0.030517,-3869.1466,-0.07551,1.4367,1518275.909,1.168,1.136,-0.18992,0.92563,-0.5464,0.23017,2.5566,0.21474,-1.5156,-0.98802,0.21215,14.265,0.009666939,0.6465,0.76107,139.696,3887.8024,93.7028,735.5821,26.5246,15.4975,39.0101,212.2629,150.0932,344.8093,1939.0432,7770.6565,458.0276,941.9309,68.9717,2944.3434,1471.3263,162.2926,1018.958993,415.3285015,1.0
-0.16633,-3732.4091,6.39e-22,22.4316,-3102.5895,-117622.7899,-8830.9796,0.023493,-0.034844,-246533.0741,-3791.4701,0.086536,-4658.0558,-229047.7925,-169498.0814,-0.070242,1.53e-23,-290000.0955,60.8122,0.019042,96.9592,4.58e-21,0.020666,0.066153,19.5368,0.16633,-7.62e-20,0.10826,0.017018,0.037659,-4048.5845,-0.086536,0.89159,1483779.805,1.1612,1.1195,0.20123,0.60561,-0.28457,0.23141,2.7981,0.19017,-1.3195,-0.96385,0.23817,13.412,0.009627303,0.69013,0.76093,139.7359,3894.8259,93.7449,736.4332,26.5431,15.4572,39.0467,212.2934,150.1332,345.1064,1940.2092,7782.0796,458.142,943.4111,69.0081,2948.5422,1473.0688,162.4001,1015.849211,425.2068116,1.0
-0.22129,-3818.0839,-4.570000000000001e-22,13.7818,-3238.6471,-120678.4497,-9350.1959,0.025258,-0.036789,-244254.5828,-3958.7895,0.077183,-4557.4622,-229498.174,-170176.6901,-0.067609,-2.91e-22,-287225.3075,5.2495,0.021266,92.5873,3.6100000000000005e-21,0.015671,0.060576,13.4109,0.22129,-6.0700000000000005e-21,0.1167,0.013738,0.035708,-3958.6702,-0.077183,1.3348,1371662.465,1.1451,0.98193,0.1067,0.66578,-0.74211,0.28032,2.545,0.19412,-1.171,-0.81396,0.25291,13.192,0.009718389,0.70634,0.75192,139.6539,3874.8321,93.1004,732.5978,26.3966,15.4138,38.865,211.0108,150.0511,343.3005,1930.1378,7741.6773,455.7383,938.6704,68.656,2933.2434,1465.4066,161.572,1031.824784,434.3101264,1.0
-0.022782,-4897.7152,-4.22e-22,0.26375,-4218.567,-159230.0599,-10929.5581,0.0026892,-0.0063315,-363936.7324,-10711.6163,0.01009,-6189.8713,-286779.6339,-210181.7441,-0.0083156,0.0,-440367.3579,24.6595,0.022988,2.1011,4.35e-22,0.0017332,0.0080314,0.35759,0.022782,6.0700000000000005e-21,0.013455,0.0018273,0.0060366,-5329.8353,-0.01009,-0.68512,937675.7397,1.1875,0.41346,0.11413,0.74255,-0.36145,0.37864,3.1797,0.22953,-0.76546,0.01292,0.38045,13.406,0.00701488,0.61683,0.76041,141.6502,4429.8256,106.5469,837.2068,30.1568,17.5805,44.3536,241.1929,152.0474,392.1804,2205.1431,8847.9859,520.3003,1073.3236,78.4035,3352.311,1674.6192,184.5223,1170.398728,460.7501836,1.0
-0.12047,-4720.5586,1.94e-22,2.1695,-4250.3538,-135724.2032,-10091.6164,0.01389,-0.029407,-340643.5301,-11338.573,0.029597,-6079.1638,-254823.0514,-180892.308,-0.028364,-1.9099999999999997e-24,-399959.8887,84.6502,0.060862,22.9056,1.24e-21,0.0056171,0.030978,2.6586,0.12047,-5.69e-22,0.061325,0.0056774,0.028214,-5223.1951,-0.029597,-0.68294,574082.4495,1.1785,0.15239,-0.47636,0.4912,-0.71561,0.47788,2.9506,0.15738,-1.4789,-0.61388,0.41031,16.772,0.006585085,0.64984,0.70072,141.7777,4500.0515,108.3375,852.4169,30.6808,17.9795,45.2614,245.7444,152.1749,399.2851,2249.8714,8996.5746,529.9148,1093.6193,79.8263,3408.9498,1704.6818,187.846,1105.652417,477.7315363,1.0
-0.030481,-4620.0519,-3.65e-22,0.11404,-3974.5091,-163894.8698,-10034.1263,0.0030221,-0.0040609,-373070.0337,-8909.888,0.00506,-5891.3612,-294671.9371,-215037.182,-0.0049095,4.899999999999999e-24,-452844.6383,90.3304,0.014834,1.6872,1.7599999999999997e-23,0.0010834,0.0046826,0.1671,0.030481,-3.04e-20,0.013837,0.0011989,0.004612,-5114.9234,-0.00506,-0.022159,1505134.38,1.1606,0.46871,0.27165,0.59045,-0.35686,0.35966,3.9929,0.31939,-0.56275,0.044006,0.28893,14.897,0.007351293,0.56929,0.78088,141.2633,4333.2054,104.3486,820.2279,29.5503,17.2583,43.4923,236.4462,151.6605,384.3388,2163.374,8661.102,510.3403,1051.3234,76.8396,3281.7856,1640.4617,180.834,1233.434487,495.2692547,1.0
-1.293,-3595.3125,5.41e-20,677.0672,-3107.4361,-47021.9319,-8105.556,0.31902,-0.54601,-210808.7085,-9694.9249,0.5482,-4116.1759,-124601.6039,-74576.5451,-0.57965,-7.65e-23,-268588.2747,28.7146,0.13576,581.7946,-1.04e-21,0.17635,0.54502,950.6608,1.293,8.04e-20,0.89524,0.19511,0.53206,-3774.1481,-0.5482,-0.12489,1626183.641,1.3678,-0.76515,0.34196,0.69432,-0.29399,0.16157,2.7871,0.2324,-1.6265,-2.3606,0.18534,24.668,0.00645354,0.32571,0.62966,142.0918,4574.8416,110.3045,866.4366,31.2251,18.2377,45.9532,249.8689,152.489,406.0461,2285.8602,9147.5269,539.1384,1110.2532,81.1988,3466.2152,1732.886,191.0704,1078.069927,604.3243443,0.0
-1.1746,-2788.0648,7.49e-20,674.3138,-2363.6106,-61994.569,-7117.5094,0.31438,-0.39098,-209522.932,-9723.1264,0.58242,-4385.0612,-148098.4673,-93063.9232,-0.40843,-1.21e-21,-248676.6786,97.396,0.13725,652.9719,-1.79e-21,0.17759,0.50094,544.8341,1.1746,-6.37e-20,0.90347,0.13523,0.36089,-3701.5362,-0.58242,-1.1614,1568595.9,1.2671,-0.35728,0.6776,1.1297,-0.55456,0.1147,1.4875,0.22183,-2.1266,-1.8316,0.13897,27.735,0.006422296,0.33804,0.61689,142.1742,4598.713,111.1054,871.519,31.4392,18.3395,46.2495,251.6819,152.5714,408.6096,2300.3289,9198.9079,543.014,1115.8517,81.734,3485.8137,1743.0353,192.3003,1085.15784,623.267864,0.0
-1.0671,-3714.4977,-1.1e-19,606.1977,-3319.8619,-41606.3055,-9399.8483,0.28989,-0.50119,-200223.4245,-10124.8606,0.50499,-4704.5726,-121247.1521,-67966.0222,-0.54812,6.12e-22,-254708.6486,62.1588,0.11865,667.2183,4.230000000000001e-21,0.16361,0.54784,1140.9194,1.0671,3.64e-20,0.84896,0.22097,0.47948,-4143.4968,-0.50499,-0.77288,1685940.713,1.3956,-0.79497,0.53371,0.60732,-0.56799,0.14536,2.3494,0.21636,-1.668,-1.8588,0.13862,27.911,0.006450143,0.29659,0.62399,142.1176,4584.2376,110.7592,868.7546,31.3371,18.2928,46.095,250.8792,152.5148,407.2827,2293.1178,9169.499,541.1923,1112.5224,81.4676,3474.659,1737.4884,191.6717,1093.84391,611.0965494,0.0
-0.50886,-2845.8474,-3.38e-20,254.5381,-2345.4296,-67522.6029,-3278.9088,0.14131,-0.33022,-235711.6557,-10203.7933,0.31518,-3474.3992,-146623.555,-95830.2722,-0.30691,9.16e-21,-288600.0282,29.0758,0.027152,876.8372,9.16e-21,0.090392,0.30667,231.036,0.53588,-4.06e-19,0.50834,0.076626,0.3334,-3093.3849,-0.32754,1.7064,1826377.442,1.1274,-2.7506,-0.88119,0.082492,-0.27035,0.25975,2.7809,0.1745,-0.14383,-0.097946,0.24913,25.245,0.005502661,0.44355,0.76946,143.0473,4867.6498,117.256,920.6919,33.1807,19.4053,48.871,265.5737,153.4445,431.3715,2426.6169,9726.5664,572.6099,1180.1778,86.2634,3685.3868,1841.5574,203.006,1227.705837,432.178191,1.0
-0.32415,-2591.6135,-9.13e-23,143.6448,-2202.9932,-86220.3551,-1594.906,0.11147,-0.15029,-249574.903,-8900.5749,0.21955,-3200.9421,-172197.1649,-117888.2667,-0.19377,-1.54e-21,-311127.9811,3.7338,0.01122,827.1332,8.32e-21,0.062666,0.17955,98.3327,0.35336,6.43e-19,0.28978,0.045002,0.17588,-2845.2516,-0.22088,2.3425,1197860.646,1.155,-1.8882,-0.78385,0.17164,0.15243,0.23881,4.1549,0.17127,0.15639,-0.090214,0.2069,25.888,0.005748665,0.45866,0.79658,142.8005,4793.5127,115.6158,907.7857,32.7257,19.087,48.1244,261.9034,153.1977,425.5033,2394.8313,9584.6949,565.1777,1162.8104,85.0919,3631.868,1815.6162,200.2389,1189.126742,365.9016356,1.0
-0.45445,-2624.1317,-1.24e-20,107.9789,-2084.4568,-90742.238,-1634.1309,0.094226,-0.23139,-259013.4542,-8819.7054,0.31107,-3770.2583,-181222.7139,-123948.9721,-0.2932,-2.3e-20,-338887.9228,9.1055,0.0081569,782.7246,-3.63e-20,0.05258,0.2598,64.4776,0.49751,1.21e-19,0.33515,0.03486,0.22536,-3291.6287,-0.29248,2.207,1571471.024,1.1835,-1.6214,-0.90468,0.13173,-0.080918,0.1966,4.4001,0.26883,0.67046,-0.043326,0.22886,27.872,0.005709692,0.43934,0.8009,142.8872,4822.9915,116.7495,914.6184,33.0201,19.3685,48.7021,264.7127,153.2844,429.0279,2415.332,9651.2568,570.8892,1170.106,85.8802,3657.3683,1829.2336,201.9661,1105.726053,334.027601,1.0
-1.1592,-2064.7291,2.16e-19,568.1268,-2091.9088,-70759.9503,-3415.7194,0.30674,-0.28113,-164263.6937,-8782.7464,0.51128,-3319.8293,-106345.5363,-75961.0772,-0.33051,-4.89e-21,-195576.6921,2.5336,0.13945,593.1657,-2.68e-20,0.15197,0.30868,196.2483,1.2452,-4.12e-19,0.74195,0.071118,0.29224,-2653.7923,-0.49466,1.6413,2103965.944,1.2443,-3.5477,0.48619,-0.1738,0.3939,0.26376,0.98162,0.15658,0.88905,-1.9248,0.18279,20.766,0.005439321,0.49123,0.67956,143.2316,4925.6233,119.2553,933.0023,33.7159,19.6624,49.5336,270.0178,153.6289,437.792,2461.8623,9851.1163,582.9894,1192.7282,87.6108,3732.8905,1866.143,206.093,1218.787799,727.8930706,1.0
-0.94503,-2390.8983,9.68e-20,563.1193,-1996.2816,-79231.8557,-3465.0168,0.29218,-0.25057,-166676.6627,-8879.7228,0.43361,-3262.2313,-110354.0338,-81986.9113,-0.27247,-1.3e-20,-206670.0791,13.1466,0.12683,573.5451,2.91e-20,0.15258,0.25369,169.7192,0.97962,8.49e-20,0.79438,0.065081,0.24725,-2749.4202,-0.43851,1.2157,2006792.846,1.2434,-2.7275,0.23394,-0.25378,0.15601,0.17796,-0.076025,0.16266,-0.034906,-2.0053,0.21506,22.09,0.010302343,0.47714,0.67772,143.4422,4997.8264,120.4226,945.7434,34.0854,19.8754,50.1013,272.705,153.8394,443.1538,2493.3165,9989.2373,588.275,1211.9566,88.6108,3784.9853,1891.6051,208.5142,1324.758905,736.9448556,1.0
-0.85687,-2606.3536,-1.12e-19,500.9577,-2295.8124,-76022.8111,-3869.3238,0.26874,-0.25358,-170601.5359,-10379.471,0.43058,-4234.6987,-111357.594,-81507.2172,-0.28014,-1e-20,-209811.7668,3.7013,0.15151,461.5936,-8.37e-21,0.14145,0.26004,166.304,0.90193,7.28e-20,0.76622,0.065282,0.2586,-3435.333,-0.4456,0.57914,1989426.174,1.2405,-3.0498,0.35586,0.70912,0.54973,0.20684,0.18989,0.17793,-0.84998,-1.1601,0.21081,21.175,0.006274077,0.53534,0.62713,143.0513,4886.3929,118.2456,926.2184,33.4227,19.5721,49.2513,268.04,153.4485,434.3989,2445.6808,9774.2932,577.9807,1185.2737,86.9187,3703.8422,1852.3649,204.4529,1295.649258,743.6579115,1.0
-0.66451,-2840.8611,-3.25e-20,1054.527,-2212.7723,-54962.3251,-8812.918,0.2743,-0.50741,-229050.9082,-8722.9506,0.80823,-3433.3896,-134958.5311,-82589.993,-0.66367,6.94e-21,-250301.4649,2.7978,0.072182,245.4805,4.850000000000001e-21,0.25982,0.70578,1002.6479,0.66756,7.89e-20,0.85895,0.21342,0.5115,-3270.1712,-0.77757,0.91929,1766821.693,1.2866,-3.0597,-0.82964,1.191,1.064,0.27499,1.2524,0.21092,-1.6099,-0.92298,0.37176,22.041,0.004648947,0.39811,0.76597,143.9616,5184.5868,124.7556,982.0568,35.3819,20.6181,52.1378,282.9344,154.3588,460.0867,2591.0362,10367.2984,610.5734,1259.2703,91.9938,3928.438,1964.0949,216.4612,1250.150431,810.7699037,1.0
-0.32679,-1999.5011,3.73e-20,172.1049,-1541.0333,-71857.8917,-5006.2429,0.088591,-0.24955,-241134.0736,-5755.6033,0.21817,-2464.1222,-160040.5267,-103122.3638,-0.2572,-7.34e-22,-276487.8488,4.583,0.0057857,73.6381,-4.76e-21,0.068884,0.27807,210.5224,0.29945,-6.31e-19,0.26105,0.070796,0.22242,-2210.5962,-0.23871,1.5801,2159772.804,1.1886,-1.862,-0.64325,1.676,0.94314,0.28163,2.7982,0.21239,-0.46014,0.71825,0.23202,21.383,0.004872912,0.3859,0.83764,143.7434,5112.9791,123.512,969.2812,34.9562,20.4112,51.4373,279.8088,154.1406,454.4547,2559.3146,10228.6782,603.9531,1241.2148,90.901,3876.0927,1938.5003,213.8897,1255.864818,445.9890051,1.0
-0.76618,-2449.6855,-1.28e-20,1020.913,-1944.8718,-57229.5541,-4508.9832,0.26173,-0.57612,-239042.0924,-8196.3287,1.0517,-2963.0642,-157254.6772,-95125.625,-0.85137,-1.1e-21,-261072.1829,7.0834,0.059424,190.8245,-1.11e-20,0.28531,0.94857,1154.856,0.8066,-1.33e-19,1.1809,0.25021,0.61106,-2745.7282,-1.059,1.614,1788265.89,1.234,-2.6643,0.23161,1.4891,0.83799,0.32761,2.2702,0.21948,-0.72728,-0.7167,0.23879,19.556,0.005028414,0.48721,0.77758,143.6341,5083.1695,123.5917,966.3285,34.9403,20.3795,51.3976,280.0826,154.0313,453.9254,2557.4192,10184.5698,605.5804,1233.6718,90.8383,3859.8881,1932.3826,213.7289,1193.232887,730.2941632,1.0
-0.6898,-2789.0003,3.51e-20,1467.7082,-2394.4829,-49010.9405,-16551.506,0.48267,-0.4984,-211770.5318,-11442.5736,0.82563,-4206.4335,-126976.9035,-73535.6422,-0.65517,3.850000000000001e-21,-253775.7585,7.2948,0.33806,234.442,8.190000000000001e-21,0.352,0.68328,1101.0518,0.68679,-1.82e-19,0.93478,0.23279,0.49548,-3439.9657,-0.81287,-1.0741,2169757.689,1.321,-2.7971,-1.138,1.0971,0.77416,0.26425,-0.53723,0.17643,-1.6238,-2.7777,0.42454,24.976,0.003935417,0.47309,0.58136,144.92,5519.5303,132.905,1044.7029,37.6509,21.9932,55.4076,301.1327,155.3172,489.639,2755.0323,11033.0094,650.3246,1338.3848,97.9204,4180.5538,2089.5134,230.4315,1271.100062,776.7394012,0.0
-0.77184,-1826.0476,1.9e-20,1521.9162,-1780.1522,-47508.9559,-15727.6491,0.52061,-0.5367,-197463.666,-10634.7043,1.019,-3658.4927,-121955.7437,-74214.4345,-0.79221,-7.34e-22,-247011.3113,3.6045,0.26753,419.7962,3.07e-20,0.43155,0.76646,1639.7035,0.77002,6.07e-19,0.99951,0.32237,0.53445,-2457.3509,-1.0202,-0.95554,1626165.59,1.2948,-2.7312,-1.2256,1.012,1.3181,0.21758,-0.1365,0.16097,-1.8951,-2.2513,0.30265,20.228,0.004029225,0.50208,0.59853,144.7868,5470.6622,131.7928,1035.3526,37.3121,21.7503,54.8575,298.4307,155.184,485.1577,2730.0123,10934.6321,644.0814,1326.791,96.9991,4143.23,2070.7932,228.2804,1267.181299,805.801396,0.0
-0.69897,-2375.1114,5.72e-20,1499.3113,-2161.8893,-44987.8812,-16098.3344,0.46743,-0.66934,-188612.7693,-11233.3405,0.99781,-3893.5681,-119312.5757,-69088.0694,-0.8575,3.01e-21,-232934.6356,3.6288,0.24122,271.7003,2.59e-20,0.42119,0.84168,1777.87,0.67833,1.7e-19,0.96542,0.34637,0.71281,-2990.4389,-1.0012,-1.238,1993576.943,1.3234,-2.6195,-0.60406,0.78066,1.0443,0.21738,-1.253,0.14751,-1.1846,-2.8404,0.25998,19.291,0.003943055,0.45577,0.58006,144.9336,5521.4466,132.979,1044.9869,37.659,21.9694,55.4043,301.3121,155.3308,489.7233,2755.3895,11036.6862,650.248,1338.8851,97.9278,4181.9187,2090.0976,230.4537,1303.18232,844.525934,0.0
-0.28842,-4021.6541,-1.25e-20,232.0228,-3508.3029,-92021.5164,-15678.0259,0.085824,-0.11795,-233526.4268,-10443.0973,0.2446,-4576.6105,-160758.1023,-120633.826,-0.17897,-2.2e-21,-333661.9269,2.9772,0.071593,100.0986,-4.1e-21,0.082921,0.17993,164.4103,0.29338,-1.45e-20,0.22855,0.059388,0.12282,-4311.0617,-0.24304,0.43413,1207885.841,1.344,-4.7193,-1.1579,-0.91175,0.39289,0.35342,2.6661,0.19077,-1.6667,-0.72815,0.30483,23.253,0.003184337,0.2711,0.72944,146.1119,5966.2757,143.8473,1128.7823,40.6923,23.7212,59.7987,325.3267,156.5092,529.0068,2975.4477,11924.1753,702.405,1446.0736,105.7802,4518.1148,2257.7724,248.9384,921.3496365,460.3117729,1.0
-0.20282,-3532.3567,-1e-20,121.987,-3175.3472,-98934.6458,-14006.2084,0.061141,-0.079923,-248208.5816,-9009.9039,0.16344,-3976.9738,-171167.4747,-126597.1251,-0.12483,-2.48e-21,-348534.7121,40.6909,0.070886,51.8577,-1.1500000000000002e-21,0.055502,0.11922,82.8428,0.20891,-3.03e-20,0.17879,0.039348,0.077872,-3568.6549,-0.16622,0.48,1375936.436,1.3228,-3.8665,-0.7162,-0.51764,0.8886,0.36977,3.1676,0.20653,-1.4529,-0.30069,0.42462,17.41,0.003815898,0.33187,0.73085,145.9335,5912.6617,142.2782,1119.3166,40.3007,23.5607,59.2959,322.1531,156.3307,524.3151,2952.0673,11819.1521,695.5662,1435.6259,104.8113,4478.4434,2238.647,246.6849,1015.416213,571.767902,1.0
-0.26148,-4115.1928,1.16e-20,161.7192,-3587.6494,-89549.256,-14956.8847,0.070417,-0.10599,-213898.1495,-10246.539,0.19561,-4599.475,-144675.9533,-108800.4606,-0.13606,1.5800000000000001e-21,-336356.7484,10.4899,0.061646,88.8531,-1.21e-21,0.06551,0.12833,120.8756,0.25976,-6.0700000000000005e-21,0.20864,0.048881,0.10419,-4342.8846,-0.20189,-0.082058,693267.7347,1.3385,-5.0272,-1.3166,-0.8226,0.46695,0.39043,2.7215,0.18037,-1.5955,0.19018,0.3136,22.202,0.003167709,0.31159,0.73799,146.0434,5960.3963,143.702,1129.8671,40.7133,23.7958,59.9137,325.8297,156.4406,529.4624,2982.8175,11923.5186,702.8642,1448.3218,105.8831,4518.3135,2259.6431,249.1414,956.2522288,449.6920352,1.0
-2.1475,-4022.0385,-6.58e-20,1546.4163,-3227.5013,-30560.543,-4008.7922,0.70567,-0.87425,-214710.6149,-9308.6815,1.4468,-5233.8096,-126325.6567,-59835.8357,-1.2204,-4.89e-22,-237423.0493,94.0664,0.13839,718.5314,-6.2e-20,0.4444,1.1924,2114.0512,2.1475,-4.46e-19,1.7033,0.48416,0.88608,-4440.9472,-1.4468,0.70181,1820773.508,1.2237,-2.3088,-0.28776,-0.042111,0.54308,0.22667,1.9581,0.19526,-2.1932,-2.5723,0.21132,22.715,0.005179435,0.29457,0.64625,143.4061,4990.0749,120.2731,945.2348,34.0603,19.8548,50.1225,272.4077,153.8033,442.961,2493.7686,9979.1767,588.0222,1211.282,88.5696,3781.3877,1890.4923,208.4282,1153.707236,623.8966773,1.0
-1.1389,-3998.835,-6.76e-20,1404.0379,-3221.3381,-62972.8341,-1689.4417,0.45719,-0.28385,-212313.1965,-8479.0369,0.96474,-4999.249,-151499.8513,-96481.1306,-0.56497,-1.0600000000000001e-21,-221227.3881,93.1124,0.18842,472.3427,8.07e-20,0.31743,0.59136,895.1601,1.1389,-9.25e-20,1.2187,0.18652,0.2584,-4280.3112,-0.96474,1.2579,1206051.016,1.3341,-1.2358,-0.011556,0.75384,0.92052,0.19161,0.96852,0.1601,-1.951,-1.803,0.21301,23.843,0.006057229,0.48725,0.68852,142.5614,4707.5694,113.4588,890.4594,32.113,18.7266,47.2411,257.0096,152.9586,417.3943,2347.0282,9407.568,554.4193,1140.3536,83.4928,3564.5306,1781.1176,196.4539,1126.964618,691.5169098,1.0
