std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,class
0.23679,0.00026292,-1.541,-0.29307,1.4779,1841103.443,-0.18495,0.77301,-0.57016,0.16259,1.2955,-2.5166,7.2221,-0.2384,0.33116,-2.4654,0.00032159,0.079178,0.20647,-0.39944,0.00047846,0.012801,0.030961,0.036317,132.4741,-30449.8919,0.027248,-119.3651,0.01207,-43591.4822,-907094.7755,-7.7635,259.1271,0.017604,0.014022,238.3321,-115566.3985,-216676.4613,-445889.7589,-1.1697,243.142,-1956575.356,-159.0882,246.5447,0.0098611,-4197915.574,0.024378,248.7294,-67379.1344,0.015818,36.4355,0.0
0.24028,0.0001509,-1.2317,0.063547,1.405,1687862.206,-0.30438,0.28966,-0.26322,0.15833,1.3111,-2.5876,6.984,0.28412,0.60698,-2.2032,-2.03e-05,-0.12068,0.20894,-0.67117,-0.002395,0.012347,0.03183,0.033826,132.327,-30188.2074,0.027389,-129.4383,0.011665,-43186.9329,-897238.3896,1.4297,258.3667,0.017814,0.015115,237.5722,-114350.3291,-214319.4768,-440992.1103,-6.3262,242.3307,-1935472.493,-153.0275,245.6998,0.011935,-4152936.017,0.02496,247.9695,-66715.9749,0.01895,25.1071,0.0
0.18687,-0.00027994,-4.0856,-0.45271,1.2865,1761234.728,-0.50048,-1.9345,-1.485,0.14358,1.3136,-3.8011,2.7035,1.8537,-0.23099,0.66896,-0.00023747,-0.66047,0.25597,-0.81882,-0.0047143,0.013777,0.025632,0.028772,135.5983,-39092.1188,0.027344,-110.4156,0.011664,-55662.3475,-1143483.8,31.4184,276.1546,0.013551,0.012372,255.3599,-146594.8487,-274200.2426,-562940.3603,14.3284,261.2708,-2462323.908,-140.6061,265.8087,0.014586,-5275357.436,0.02366,265.7571,-85721.6545,0.014461,61.5173,0.0
0.20604,-7.23e-05,-4.1991,-0.2233,1.4566,1687262.447,-0.6507,-1.6874,-1.7129,0.14585,1.2848,-4.4756,4.0094,1.6012,-0.50172,-0.39663,-5.88e-05,-1.3745,0.24165,-0.6503,-0.00063446,0.015089,0.0334,0.045901,135.4183,-38652.3266,0.032531,-140.2117,0.014239,-55013.3622,-1128342.376,-13.6204,275.1246,0.020996,0.017352,254.33,-144719.0007,-270582.2068,-555518.7924,-8.2497,260.1861,-2429949.324,-185.6244,264.6663,0.015181,-5206426.203,0.032627,264.7273,-84673.933,0.018381,30.6528,0.0
0.25328,0.00032197,-3.984,-0.86489,1.2519,1536812.634,-0.48868,-1.931,-1.2875,0.14948,1.2765,-3.256,2.99,1.8153,-0.50727,0.4711,-2.52e-05,-0.38173,0.25178,-0.65369,-0.00099949,0.0099642,0.027348,0.026546,135.5907,-39179.2741,0.021497,-157.6117,0.012116,-55753.0123,-1142836.181,-1.3544,276.1114,0.01226,0.012003,255.3169,-146629.5709,-274136.5252,-562733.5952,8.6468,261.2417,-2460939.504,-173.421,265.7896,0.011405,-5272412.404,0.032841,265.7141,-85798.2675,0.012138,14.513,0.0
0.16832,-6.03e-05,-2.7278,1.1195,1.4157,2513099.66,-1.3159,0.81351,-0.1528,0.10163,1.2746,-2.8912,5.9195,-1.1201,-0.47953,-3.2805,-4.43e-05,0.23872,0.19709,-0.55087,-0.0031649,0.01047,0.025476,0.032789,134.472,-35911.6865,0.021803,-135.8534,0.012916,-51171.294,-1051952.558,9.1134,269.8099,0.01602,0.011774,249.0155,-134744.0622,-252021.7751,-517736.7529,-2.3309,254.5375,-2266576.336,-156.8445,258.6699,0.011868,-4858494.84,0.026109,259.4127,-78807.7396,0.012961,30.0643,0.0
0.24104,-0.00035368,-3.2683,1.116,1.4683,1395782.298,-1.6461,0.90462,-0.25811,0.095436,1.2703,-3.5434,5.9579,-0.51407,-0.4626,-3.4814,-3.01e-05,-0.65169,0.23679,0.33319,0.0022809,0.016747,0.030304,0.032471,134.5881,-36210.7706,0.034902,-152.7648,0.016345,-51594.4323,-1061037.116,-2.341,270.4527,0.01402,0.014326,249.6582,-135890.9371,-254200.439,-522167.048,-13.4945,255.2111,-2286008.807,-168.7174,259.3859,0.017869,-4899886.091,0.035794,260.0554,-79466.8271,0.015448,13.6047,0.0
0.24514,-8.24e-05,-3.347,1.1816,1.4049,1931392.219,-1.8555,0.16447,-0.059163,0.14722,1.2064,-2.8541,5.3507,-0.40707,-0.55191,-3.4442,0.000101,-0.20645,0.31094,-0.016812,0.00086041,0.013755,0.03588,0.042427,134.6118,-36253.7882,0.029547,-155.4942,0.015241,-51668.94,-1062903.704,0.69379,270.5845,0.016136,0.015161,249.79,-136114.7602,-254646.7403,-523137.525,16.871,255.3584,-2290001.427,-166.4481,259.5323,0.013783,-4908389.928,0.033965,260.1872,-79590.2655,0.013199,13.2458,0.0
0.16667,-0.00028178,-0.69309,0.48837,1.4078,1659833.707,-0.61068,-2.9412,0.63917,0.1747,1.2989,-0.87165,7.3468,-1.9273,0.13191,1.5745,0.00031464,0.2093,0.19048,-0.63111,0.0016924,0.012195,0.029114,0.030211,132.8086,-31379.8087,0.026025,-152.7714,0.012305,-44851.6393,-929881.3478,-9.7402,260.8647,0.014224,0.012487,240.0703,-118632.3197,-222260.8907,-457147.455,-17.5297,244.9906,-2005358.255,-166.7871,248.5291,0.0093802,-4301907.604,0.024774,250.4675,-69245.1929,0.029109,4.2686,1.0
0.19769,1.29e-05,-1.2009,0.40238,1.4409,1832260.202,-0.96666,-2.5705,0.64712,0.17126,1.3338,-0.97632,7.5296,-2.2316,0.32804,1.901,0.00041824,-0.025328,0.19541,-0.43388,-0.0017478,0.010041,0.02752,0.023099,132.8043,-31302.5158,0.0215,-138.9697,0.0122,-44760.91,-929589.1949,-10.3813,260.8424,0.0099602,0.012854,240.048,-118514.4379,-222110.5083,-456917.1082,-2.192,244.9527,-2004732.83,-167.2963,248.4757,0.01175,-4300573.959,0.025801,250.4452,-69141.1951,0.028307,17.8173,1.0
0.2193,4.4e-05,-0.79627,0.6695,1.4607,2209866.657,-0.76626,-2.575,0.64991,0.20596,1.3224,-0.88793,7.7602,-2.2243,0.25818,2.4463,-0.00039765,0.40403,0.2059,-0.5661,0.0055886,0.010005,0.027192,0.025625,132.5952,-30788.367,0.021349,-199.5857,0.010294,-44041.9969,-915277.7252,-45.7079,259.7529,0.011583,0.011943,238.9585,-116655.0936,-218657.0885,-449863.4569,-37.0065,243.7975,-1974095.044,-201.6008,247.2519,0.01237,-4235269.252,0.021508,249.3557,-68046.1689,0.028532,-44.1712,1.0
0.5211,0.00082577,-1.201,-1.0872,1.2121,1925163.289,-1.5386,-1.9173,0.1646,0.19872,1.2941,-1.7348,6.6093,2.2601,1.1885,2.7214,0.00026859,0.0093192,0.44212,0.39711,0.0027554,0.019368,0.054529,0.049439,131.0381,-27191.2531,0.039016,-121.9202,0.028349,-38995.9062,-815344.8308,9.5542,251.8757,0.022388,0.027017,231.0812,-103603.9612,-194419.4838,-400424.7259,26.3215,235.4095,-1760076.466,-138.5385,238.3492,0.023536,-3778925.92,0.055086,241.4784,-60352.441,0.027202,26.0722,1.0
0.49302,-0.00017072,-1.2292,-0.6623,1.2338,1513774.763,-1.5392,-1.9793,-0.2985,0.19819,1.3496,-1.3605,6.9983,1.7785,1.2429,4.0278,0.00015777,-0.034656,0.39358,0.59941,-0.002312,0.021334,0.045129,0.045413,131.0915,-27261.4427,0.043801,-189.1701,0.027939,-39104.7137,-818583.9001,-69.2892,252.1372,0.018355,0.024054,231.3428,-103970.5645,-195139.9871,-401947.4818,-50.6591,235.6745,-1767015.803,-217.9349,238.6209,0.020946,-3793727.59,0.051455,241.74,-60547.1463,0.026638,-41.0491,1.0
0.45273,-0.00033158,-1.1305,-0.71729,1.2252,1548043.082,-1.4118,-2.1184,0.42485,0.21252,1.3054,-0.88529,8.4453,1.752,0.88306,2.4045,5.21e-05,0.56656,0.39218,0.31939,-0.00050778,0.021462,0.058637,0.056726,131.1291,-27329.6387,0.045049,-145.3431,0.032571,-39209.2238,-820877.8965,-14.6321,252.3235,0.027693,0.0289,231.5289,-104250.6147,-195692.9996,-403120.8841,-25.5172,235.8791,-1771930.123,-162.6836,238.8297,0.024258,-3804206.614,0.062745,241.9261,-60707.0526,0.029648,4.5859,1.0
0.18757,-0.00012971,-2.0292,0.39533,1.2549,615254.1513,-0.32827,-2.6996,2.5332,0.14698,1.2348,-0.61976,8.0181,-1.3615,0.077616,0.30319,0.00016794,-0.8123,0.31339,0.3439,0.0039118,0.025365,0.058299,0.069551,132.2444,-29908.0913,0.059561,-181.0886,0.013301,-42819.5026,-891753.7464,-28.3395,257.9422,0.028056,0.025514,237.1477,-113549.4105,-212927.0682,-438218.6801,-14.2738,241.8686,-1923728.882,-182.1875,245.1977,0.026071,-4127900.121,0.030089,247.5449,-66198.5281,0.024025,-29.3767,1.0
0.23946,5.2e-05,-1.8785,0.081614,1.2657,488168.049,-0.37182,-2.4339,2.1793,0.13523,1.2352,-0.24834,8.5257,-1.5826,0.36664,0.50061,0.00040754,-0.59547,0.23491,0.38618,0.0024361,0.017381,0.041318,0.048286,132.132,-29652.5041,0.042245,-123.1686,0.015184,-42462.3953,-884352.5723,-6.5904,257.3676,0.022303,0.017831,236.5727,-112604.5724,-211148.2493,-434615.4318,-4.5496,241.2658,-1907880.6,-160.286,244.5535,0.023457,-4094106.959,0.034773,246.97,-65648.6992,0.023104,30.6094,1.0
0.18982,-0.00059129,-1.8269,0.24318,1.2425,977608.1369,0.068918,-2.7922,2.0944,0.1512,1.1995,-0.052006,7.9985,-1.1771,0.064271,0.44879,0.00049514,-0.58757,0.34695,0.33009,0.0020989,0.020228,0.058392,0.062095,132.1424,-29709.2241,0.05004,-137.6184,0.011236,-42521.3066,-885027.519,-1.374,257.4194,0.025197,0.025589,236.6248,-112706.4965,-211322.8462,-434862.403,3.0121,241.3073,-1909326.106,-155.385,244.6169,0.020089,-4097192.81,0.025627,247.0221,-65723.897,0.033468,15.8391,1.0
0.22316,0.00028617,0.070635,0.32589,1.313,1592478.993,-1.0499,-2.1972,1.1686,0.22225,1.2209,0.28374,7.164,-1.1519,-0.46625,2.8367,-0.00045177,0.48804,0.21549,-0.12493,-0.0019162,0.014047,0.032269,0.022952,132.4081,-30280.5661,0.029232,-128.6697,0.012175,-43342.2681,-902658.2019,-20.1618,258.7849,0.011404,0.015322,237.9903,-114947.5221,-215548.6858,-443539.9943,-20.986,242.7536,-1947076.795,-175.3288,246.1414,0.015864,-4177672.721,0.026196,248.3876,-67011.4515,0.0167,26.0018,1.0
0.33378,0.00020118,-0.22117,-0.063262,1.3551,988101.0786,-0.36488,-2.2573,1.3137,0.26191,1.2648,-0.065636,7.9823,-1.2285,-0.27225,2.508,0.00048693,-0.025131,0.24753,0.5222,0.00046084,0.013722,0.029119,0.046765,132.3357,-30152.5969,0.029463,-178.8153,0.017952,-43153.0116,-897814.4908,-45.6685,258.4112,0.019943,0.014855,237.6168,-114367.7202,-214417.3238,-441224.0687,-10.8128,242.3692,-1936706.055,-199.887,245.735,0.016464,-4155566.23,0.039944,248.014,-66694.8275,0.017291,-24.503,1.0
0.24245,-8.96e-05,-0.21274,0.4156,1.2531,1448247.772,0.27021,-1.4993,0.74676,0.25666,1.3384,-0.065277,6.9763,-0.70392,-0.017954,3.5551,-0.00041683,0.14429,0.25077,0.098239,0.0018131,0.013018,0.039208,0.031093,132.0467,-29436.8771,0.032959,-181.4288,0.017857,-42155.7021,-878759.7521,-37.6789,256.9306,0.015992,0.01913,236.1362,-111841.7307,-209757.8065,-431751.6369,-16.9972,240.7853,-1895904.625,-190.4899,244.0486,0.015397,-4068579.494,0.038134,246.5334,-65192.3072,0.023422,-29.1261,1.0
0.32913,-0.00041526,0.40751,0.71832,1.1287,1494443.068,0.59403,-1.6402,-1.1692,0.1738,1.1847,-2.3772,4.6321,4.4156,0.796,4.0634,-0.00095464,-1.2593,0.37085,-0.71457,-0.00078595,0.026222,0.052247,0.064578,131.2262,-27207.1953,0.055118,-75.428,0.022717,-39124.2699,-826887.5896,42.3218,252.8082,0.033538,0.02767,232.0109,-104673.7329,-196881.0793,-405649.9248,21.9394,236.3159,-1784801.368,-106.0842,239.2746,0.021509,-3831626.303,0.049986,242.4084,-60774.9082,0.025836,72.6755,1.0
0.29629,-0.00021371,1.1273,0.90258,1.104,1661965.076,0.67281,-2.4408,-1.1286,0.17089,1.1419,-1.9649,4.1302,4.0431,0.46403,4.6675,3.23e-06,-1.1962,0.43783,-0.45233,0.0044264,0.027104,0.066129,0.055508,130.8241,-26424.5281,0.051012,-88.728,0.021373,-38000.5839,-802507.712,24.5446,250.8263,0.025463,0.028375,230.0306,-101593.3135,-191056.3326,-393717.7529,24.5728,234.229,-1732571.654,-120.1678,237.0689,0.017875,-3720244.063,0.044777,240.428,-59006.6742,0.031951,57.0926,1.0
0.31753,0.0003883,0.70153,0.74277,1.1179,1437675.938,0.32666,-1.9996,-1.1279,0.16501,1.1675,-2.2647,4.5348,4.1466,1.2959,3.9422,0.0005253,-1.3804,0.4832,-0.37669,-0.0028683,0.03252,0.071424,0.062627,131.028,-26714.1561,0.066749,-66.8188,0.022352,-38442.9386,-814872.8001,49.1146,251.834,0.031643,0.031512,231.0338,-103023.2086,-193884.9843,-399573.1919,33.4556,235.2507,-1759059.552,-98.4735,238.1369,0.023119,-3776688.331,0.03911,241.4316,-59772.306,0.030647,79.9927,1.0
0.32633,-0.00048208,0.74152,-0.63249,1.1893,760219.8807,-1.219,-0.61446,0.44887,0.21139,1.2477,0.89586,9.8778,-0.99139,-0.19402,2.46,-9.7e-05,0.53077,0.26208,-0.67262,0.00078955,0.021554,0.038637,0.048064,132.0322,-29504.1089,0.042488,-107.0055,0.022001,-42228.7174,-877845.996,28.7096,256.8614,0.024065,0.019127,236.0652,-111806.5526,-209541.6989,-431448.2651,32.6119,240.735,-1893946.36,-125.086,243.969,0.013893,-4064380.932,0.046226,246.4626,-65236.7663,0.026981,47.2689,1.0
0.36941,-0.00056941,0.7007,-0.85959,1.1821,816844.9227,-1.1749,-0.6818,0.15874,0.22764,1.2563,0.85818,10.8203,-0.87766,-0.31494,3.0492,-0.00043298,0.56442,0.27941,-0.68424,0.0016967,0.02369,0.042111,0.040072,132.2016,-29873.8084,0.04526,-174.568,0.02423,-42748.0492,-888925.1798,-22.852,257.7224,0.02078,0.018458,236.9279,-113245.9824,-212279.2443,-436842.7548,-12.4468,241.6387,-1917672.241,-176.7989,244.9634,0.018278,-4114988.254,0.051727,247.3252,-66055.3663,0.029341,-19.2292,1.0
0.36538,-1.9e-05,-0.14083,-1.1554,1.198,605024.0992,-1.1243,-1.2956,-0.060307,0.17448,1.2837,0.049915,10.2678,-1.5311,-0.49951,2.2298,-0.00032564,0.93565,0.27175,-0.29406,-0.001568,0.021463,0.04523,0.062549,132.1991,-30031.5623,0.046693,-83.2475,0.0232,-42937.1039,-888838.522,26.1548,257.7156,0.026823,0.019788,236.9178,-113406.0774,-212379.7319,-437091.2971,24.7161,241.6761,-1917483.704,-130.6169,244.9955,0.018875,-4114541.501,0.052387,247.3154,-66242.6816,0.025162,71.2307,1.0
0.41227,-1.96e-05,1.3102,2.142,1.3349,1104960.89,-0.58459,-1.3208,0.59837,0.16069,1.2475,-3.7595,5.0248,0.96368,0.26548,0.42193,-0.00034232,-0.64598,0.4083,0.9754,-0.0018748,0.02153,0.05546,0.077187,130.3784,-25683.485,0.04201,-156.6691,0.031526,-36907.6935,-776329.3325,-36.5286,248.6566,0.034915,0.029698,227.8622,-98391.2006,-184847.2082,-381004.8628,-17.3571,231.9592,-1676477.598,-181.0912,234.6648,0.028097,-3600592.901,0.062264,238.2594,-57227.9132,0.038761,-12.0585,1.0
0.3935,0.0011271,1.7922,1.9702,1.2259,1392296.904,-1.1361,-1.5028,0.96409,0.12232,1.1737,-4.0567,3.0307,0.21481,0.83998,1.1199,0.00035756,-0.76063,0.38599,0.82421,0.0024369,0.028249,0.053434,0.058031,130.3095,-25578.4103,0.067375,-142.9232,0.027692,-36750.0024,-772366.7794,-5.8796,248.3251,0.025801,0.02614,227.5307,-97913.4385,-183930.0096,-379091.7666,-3.5843,231.6142,-1667985.556,-150.3048,234.3064,0.026258,-3582474.438,0.056672,237.9279,-56964.6209,0.023682,1.5806,1.0
0.37913,7.83e-06,1.6182,2.1193,1.3376,1276789.53,-0.986,-1.4697,0.79861,0.14156,1.2762,-3.7256,4.2562,0.35585,0.82498,1.1062,0.00017706,-0.50153,0.36751,1.0928,0.00062548,0.020882,0.05032,0.058203,130.4397,-25849.7384,0.041566,-170.1074,0.027767,-37127.1041,-779878.1742,-43.5176,248.953,0.027569,0.02768,228.1586,-98891.4094,-185737.8267,-382769.038,-25.105,232.2766,-1684082.807,-188.7773,235.012,0.025568,-3616818.374,0.054352,238.5558,-57541.6119,0.033289,-25.1498,1.0
0.29833,-7.39e-05,-0.35516,1.2177,1.2139,1592602.021,-0.77775,-0.5834,0.18154,0.16873,1.2419,-0.61042,6.2054,-1.062,-0.77052,2.3982,0.0005141,-0.20089,0.26876,-0.29131,0.0034836,0.017538,0.037795,0.04394,132.1955,-28910.6371,0.034428,-48.9449,0.020398,-41657.9984,-888942.4141,74.9813,257.7179,0.02039,0.018268,236.9067,-112188.0821,-211505.7446,-435752.1814,59.5838,241.4337,-1917690.818,-77.6184,244.6627,0.019522,-4114838.316,0.038504,247.3057,-64929.3054,0.019914,102.9762,1.0
0.24055,0.00030328,-0.65526,0.98841,1.2644,1426721.875,-0.8313,-1.0148,0.2201,0.19335,1.2838,-1.1055,7.4216,-1.8303,-0.32304,2.1255,-0.00023935,-0.33348,0.31901,-0.60168,-0.0048649,0.014193,0.048145,0.042201,132.3952,-29852.4867,0.027663,-70.4061,0.021617,-42848.5738,-901905.8541,57.1165,258.7279,0.018463,0.021433,237.9289,-114400.9209,-215031.8073,-442695.4843,41.335,242.61,-1945461.224,-97.2729,245.9529,0.023804,-4174175.967,0.046386,248.3266,-66478.9801,0.026642,83.0156,1.0
0.30439,-5.57e-05,-0.72134,1.0868,1.1816,1582801.741,-0.7831,-0.80362,-0.054131,0.21074,1.2611,-0.13832,6.436,-1.1109,-0.67079,2.8281,-0.00031149,-0.53311,0.35616,-0.69562,0.004365,0.019467,0.049644,0.057469,132.2395,-29329.8733,0.040049,-56.5309,0.020094,-42151.6222,-891743.5385,60.2808,257.9377,0.024639,0.021527,237.1294,-112905.8977,-212458.5763,-437417.535,46.2548,241.7176,-1923694.295,-93.6787,245.0126,0.016529,-4127664.449,0.040756,247.5278,-65513.6071,0.022371,95.9943,1.0
0.16613,-0.00067026,-1.1568,0.47512,1.2194,1696994.819,0.26062,0.7388,-1.5889,0.1839,1.2678,-0.67834,7.3931,1.0896,0.16076,1.8072,-5.2e-05,-0.24186,0.23497,-0.68913,0.0029716,0.010833,0.034779,0.034418,131.9259,-29197.1949,0.020036,-204.0132,0.011455,-41806.1188,-870912.9887,-72.6982,256.3157,0.020029,0.017379,235.5213,-110858.1563,-207877.1443,-427891.5549,-34.2988,240.1342,-1879101.004,-225.0285,243.3618,0.011753,-4032752.052,0.020535,245.9185,-64634.3,0.016448,-51.624,1.0
0.23283,-5.25e-05,-1.5664,0.21899,1.2142,422891.1066,0.32401,-0.35026,-1.6035,0.16581,1.1848,-0.69251,6.7289,0.76748,0.28266,0.97676,7.81e-05,-0.63967,0.20726,-0.88525,-0.0038163,0.011881,0.027057,0.029874,132.1429,-29692.0503,0.025321,-199.6349,0.012645,-42506.2924,-885061.6576,-71.6606,257.4222,0.015429,0.013653,236.6278,-112694.2191,-211310.8607,-434901.1337,-21.1942,241.314,-1909399.325,-220.9783,244.6129,0.010435,-4097350.644,0.027398,247.025,-65708.734,0.013952,-48.6918,1.0
0.19417,1.28e-05,-1.734,0.045281,1.228,988141.0706,0.23725,-0.023605,-1.463,0.18822,1.1498,-0.99242,6.754,0.75251,0.20374,0.86663,-0.00043716,-0.70863,0.21618,-1.2238,-0.0032476,0.012994,0.028037,0.042173,132.244,-29842.9885,0.02845,-122.6817,0.012489,-42742.6763,-891728.2717,4.325,257.9397,0.018649,0.01411,237.1452,-113468.1296,-212856.911,-438101.0438,-23.3321,241.8485,-1923674.228,-149.4743,245.172,0.016092,-4127782.964,0.024635,247.5424,-66118.4248,0.013375,31.1195,1.0
0.26243,-3.24e-05,0.064131,-0.93885,1.3213,1325294.445,-0.88183,-0.56778,0.47421,0.18537,1.2803,-1.8484,7.2637,-3.029,-0.96097,1.6355,-0.00032258,-0.30565,0.18248,-0.38003,0.0022144,0.014592,0.029505,0.031702,133.5768,-32540.61,0.032832,-69.072,0.01787,-46738.9647,-984426.6614,78.9039,265.012,0.016397,0.013101,244.2159,-124842.5673,-234625.977,-483464.1392,89.0406,249.3217,-2122093.245,-72.6332,252.9689,0.013525,-4550658.434,0.04436,254.6138,-72531.9224,0.018696,81.4637,1.0
0.32853,-1.6e-06,-1.1793,0.004522,1.3628,1531117.311,-1.3651,-1.5302,0.95342,0.21471,1.2715,-2.0789,7.1056,-1.4654,-1.1801,1.2118,-0.0001463,-0.68199,0.2064,-0.22921,-0.003188,0.014834,0.027968,0.056481,133.6093,-33469.0084,0.030886,-175.882,0.018564,-47770.7829,-986783.2291,-31.1302,265.1088,0.024298,0.011739,244.3144,-126110.1494,-236098.349,-485351.8776,-13.1846,249.515,-2127145.444,-192.4881,253.3307,0.018512,-4561448.857,0.046312,254.7116,-73673.3565,0.021792,-14.509,1.0
0.31874,-0.00012229,-1.1904,-0.068269,1.384,1970876.89,-1.1595,-1.0285,0.73615,0.14967,1.2864,-2.0585,7.5296,-2.8182,-0.95294,0.91354,-0.00022116,-0.29748,0.36693,-0.51719,-0.0016502,0.01418,0.044139,0.040519,133.7942,-34090.2813,0.030726,-131.8574,0.014175,-48596.3886,-1000407.979,14.9544,266.1102,0.019263,0.017664,245.3155,-128027.937,-239505.0539,-492157.9075,47.0144,250.5893,-2156299.886,-147.2194,254.4923,0.01345,-4623565.827,0.033473,255.7128,-74865.6531,0.030751,26.588,1.0
0.21249,-1.37e-05,-0.97021,0.075395,1.3125,1738448.53,-0.5093,-2.0466,2.4838,0.19527,1.1963,-1.7526,5.2295,0.16073,-1.1953,2.5204,-0.00024691,-0.35424,0.21513,-0.81772,0.002914,0.014581,0.025631,0.033997,133.1321,-32253.5684,0.028138,-136.375,0.017083,-46060.1171,-952474.2371,12.5295,262.5664,0.01928,0.013453,241.772,-121649.3131,-227790.8496,-468390.4315,16.3426,246.812,-2053718.981,-146.1481,250.4672,0.012883,-4404978.97,0.034539,252.1692,-71054.1983,0.017786,22.2799,1.0
0.2813,-9.55e-05,-1.5632,0.31441,1.3655,1780419.93,-1.1049,-1.4857,1.9544,0.1831,1.2106,-1.7334,5.5768,0.086492,-0.77921,0.83091,0.00011969,-0.10878,0.32317,-0.20361,-0.0024748,0.018242,0.041265,0.038002,133.484,-32985.8008,0.035876,-129.8082,0.020642,-47141.2734,-977657.7408,17.3357,264.4382,0.019293,0.020457,243.6437,-124767.2683,-233792.3826,-480714.5379,19.0175,248.7822,-2107616.896,-144.2842,252.543,0.018934,-4519835.925,0.043255,254.0409,-72801.3836,0.028825,29.3941,1.0
0.23632,-0.00016008,-1.3822,0.18562,1.3433,1709902.806,-1.0812,-1.7151,2.0886,0.17573,1.2425,-1.7477,5.7477,0.10579,-0.43727,1.1028,-0.0001353,-0.657,0.272,-0.26461,-0.0016083,0.017166,0.043531,0.040015,133.1073,-32336.536,0.036208,-108.3323,0.018591,-46133.7874,-950728.7309,28.1515,262.4392,0.018084,0.021082,241.6446,-121596.3952,-227476.768,-467660.5609,28.8921,246.6986,-2049982.392,-135.3706,250.3633,0.018072,-4397014.235,0.035867,252.0419,-71092.4035,0.016941,51.4388,1.0
0.27828,0.00019909,-0.5864,-0.83718,1.2307,1448717.858,-0.28813,-1.2968,0.21431,0.23047,1.3001,-0.647,7.7895,-0.95679,0.45122,3.0178,0.00044073,-0.11646,0.23808,-0.093256,-0.0023903,0.016779,0.036284,0.034395,131.534,-28175.6613,0.037198,-116.0951,0.019462,-40403.4951,-845945.2071,4.7815,254.3408,0.01633,0.017092,233.546,-107453.5392,-201704.0147,-415374.9629,11.5111,238.0025,-1825626.736,-144.3822,241.0855,0.017721,-3918722.4,0.040743,243.9433,-62562.3686,0.021395,29.4761,1.0
0.31778,0.00035734,-1.4752,-0.35876,1.3071,1341707.416,-0.40104,-1.4713,0.80979,0.2265,1.3044,-0.786,7.7149,-0.84781,0.86969,2.8488,7.47e-06,0.08517,0.30313,-0.48963,0.0018383,0.022165,0.047656,0.051894,131.7942,-28940.8496,0.046285,-145.1743,0.018151,-41432.9706,-862439.4176,-2.6729,255.6545,0.023606,0.023511,234.86,-109827.2122,-205875.5453,-423756.7391,27.4554,239.4431,-1860953.968,-163.6114,242.6416,0.021047,-3994058.273,0.040532,245.2573,-64045.9185,0.018945,11.6374,1.0
0.22624,-2.47e-05,-1.1194,-0.33724,1.2135,1735051.468,-0.3376,-0.95597,0.10538,0.20469,1.2915,-0.61147,7.1093,-0.40749,0.14574,3.9411,7.38e-05,0.029657,0.20905,0.041512,-0.0016214,0.016459,0.028962,0.049496,131.2135,-27060.8218,0.035014,-70.202,0.015809,-38965.1198,-826056.0207,74.2738,252.777,0.021861,0.014018,231.9807,-104368.1705,-196368.5667,-405269.0131,78.8513,236.3042,-1783016.907,-64.9736,239.1619,0.016562,-3827821.188,0.033868,242.3785,-60574.1021,0.019198,68.8753,1.0
0.3266,0.00010969,-1.1534,1.5169,1.3189,1421534.726,-0.018324,0.083614,0.071811,0.17333,1.1835,-3.4464,5.5664,1.877,-0.11395,0.47468,0.00060959,-1.1709,0.33491,0.73747,0.002908,0.024367,0.05125,0.059845,132.0144,-29269.5298,0.047905,-113.0448,0.023596,-41946.9248,-876660.7462,18.979,256.7663,0.028399,0.02583,235.9717,-111465.396,-209167.7674,-430608.9483,16.1407,240.5926,-1891409.57,-133.6145,243.8332,0.027546,-4058994.076,0.044607,246.3689,-64922.0704,0.035782,39.5408,1.0
