RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,class
0.47309,0.58136,0.003935417,24.976,21.9932,55.4076,230.4315,2755.0323,155.3172,4180.5538,37.6509,1044.7029,489.639,301.1327,144.92,11033.0094,650.3246,97.9204,5519.5303,2089.5134,132.905,1338.3848,2471.998985,1271.100062,776.7394012,3573.714384,0.014861,0.025286,0.026359,134.5228,-35995.568,0.027544,-143.4101,0.016692,-51301.7301,-1055917.034,15.7943,270.091,0.012267,0.011262,249.2965,-135186.6322,-252944.0107,-519604.3242,27.363,254.8221,-2275056.692,-150.5252,258.9736,0.015595,-4876557.315,0.031582,259.6937,-79036.5099,0.012853,21.9854,0.0
0.50208,0.59853,0.004029225,20.228,21.7503,54.8575,228.2804,2730.0123,155.184,4143.23,37.3121,1035.3526,485.1577,298.4307,144.7868,10934.6321,644.0814,96.9991,5470.6622,2070.7932,131.7928,1326.791,2511.69337,1267.181299,805.801396,3848.899814,0.015008,0.024827,0.023017,134.3896,-35617.4316,0.027912,-139.0368,0.015717,-50772.5029,-1045545.061,5.933,269.355,0.011675,0.013038,248.5605,-133832.9784,-250420.8371,-514462.0861,7.2939,254.0376,-2252869.637,-159.303,258.1417,0.014853,-4829296.712,0.028716,258.9577,-78236.4286,0.018234,26.4466,0.0
0.45577,0.58006,0.003943055,19.291,21.9694,55.4043,230.4537,2755.3895,155.3308,4181.9187,37.659,1044.9869,489.7233,301.3121,144.9336,11036.6862,650.248,97.9278,5521.4466,2090.0976,132.979,1338.8851,2881.134884,1303.18232,844.525934,4048.083854,0.016447,0.028929,0.025785,134.5364,-35981.9002,0.034277,-134.2179,0.019003,-51298.0628,-1056985.116,-25.6513,270.1663,0.013001,0.01397,249.3718,-135275.97,-253159.3474,-520087.7544,-4.8917,254.8953,-2277341.353,-186.4779,259.0441,0.013843,-4881423.126,0.040756,259.769,-79061.1846,0.016961,31.6875,0.0
0.2711,0.72944,0.003184337,23.253,23.7212,59.7987,248.9384,2975.4477,156.5092,4518.1148,40.6923,1128.7823,529.0068,325.3267,146.1119,11924.1753,702.405,105.7802,5966.2757,2257.7724,143.8473,1446.0736,1569.76547,921.3496365,460.3117729,3407.489184,0.023689,0.043773,0.049254,135.7147,-39466.9423,0.047359,-107.3597,0.026411,-56181.1487,-1153386.249,28.3896,276.825,0.027047,0.02107,256.0302,-147901.7227,-276610.3116,-567843.8092,32.7416,261.984,-2483495.535,-144.5218,266.566,0.023427,-5320433.254,0.05302,266.4275,-86507.7612,0.025438,65.2189,1.0
0.33187,0.73085,0.003815898,17.41,23.5607,59.2959,246.6849,2952.0673,156.3307,4478.4434,40.3007,1119.3166,524.3151,322.1531,145.9335,11819.1521,695.5662,104.8113,5912.6617,2238.647,142.2782,1435.6259,1952.060732,1015.416213,571.767902,3816.797061,0.027341,0.059842,0.054865,135.5363,-39207.7776,0.052746,-133.8718,0.033232,-55729.9341,-1138235.868,37.3869,275.7996,0.028388,0.029653,255.0051,-146214.4438,-273137.8507,-560579.2515,50.7109,260.9276,-2451103.397,-134.6202,265.475,0.025863,-5251469.621,0.066889,265.4023,-85657.9549,0.03769,36.8127,1.0
0.31159,0.73799,0.003167709,22.202,23.7958,59.9137,249.1414,2982.8175,156.4406,4518.3135,40.7133,1129.8671,529.4624,325.8297,146.0434,11923.5186,702.8642,105.8831,5960.3963,2259.6431,143.702,1448.3218,1570.385122,956.2522288,449.6920352,3176.291612,0.017002,0.048802,0.046088,135.6462,-39496.181,0.032305,-131.2278,0.021397,-56154.5718,-1147542.563,20.8808,276.4303,0.024596,0.022525,255.6358,-147388.1113,-275357.461,-565202.469,41.514,261.6009,-2471001.993,-151.9072,266.1735,0.02671,-5293837.211,0.049118,266.033,-86323.7035,0.026753,41.4047,1.0
0.29457,0.64625,0.005179435,22.715,19.8548,50.1225,208.4282,2493.7686,153.8033,3781.3877,34.0603,945.2348,442.961,272.4077,143.4061,9979.1767,588.0222,88.5696,4990.0749,1890.4923,120.2731,1211.282,2920.802023,1153.707236,623.8966773,3988.741085,0.01266,0.036837,0.036063,133.0089,-31816.1982,0.028796,-139.9429,0.014699,-45483.1528,-943807.23,-2.2549,261.9166,0.016003,0.017237,241.1222,-120374.6473,-225564.2068,-463971.0887,17.5583,246.0993,-2035167.855,-160.1193,249.6904,0.01593,-4365442.369,0.031335,251.5194,-70241.7986,0.017994,17.9474,1.0
0.48725,0.68852,0.006057229,23.843,18.7266,47.2411,196.4539,2347.0282,152.9586,3564.5306,32.113,890.4594,417.3943,257.0096,142.5614,9407.568,554.4193,83.4928,4707.5694,1781.1176,113.4588,1140.3536,3003.089871,1126.964618,691.5169098,4036.39092,0.013318,0.02926,0.026702,132.1642,-29618.0679,0.027621,-108.9368,0.014619,-42435.5689,-886468.7966,7.9447,257.5313,0.012878,0.013976,236.7365,-112746.405,-211559.1652,-435446.8977,0.056971,241.4047,-1912412.052,-145.2448,244.7023,0.013169,-4103769.245,0.027307,247.1337,-65672.5025,0.018074,44.3248,1.0
0.40013,0.68983,0.005499848,22.208,19.3651,48.8136,203.0686,2428.9133,153.4372,3686.6881,33.1849,921.2463,431.6228,265.323,143.04,9729.7606,572.8671,86.2888,4867.8227,1842.5803,117.1253,1180.9127,2981.735692,1123.530675,639.8095888,4029.997965,0.015054,0.037466,0.03258,132.6427,-30921.3047,0.035437,-140.9008,0.015828,-44219.5945,-918513.5513,-18.7833,260.0003,0.016221,0.016607,239.2057,-117082.9079,-219441.523,-451435.6705,-6.0616,244.0558,-1981022.407,-172.0705,247.5309,0.015411,-4250033.808,0.031926,249.6029,-68307.6789,0.020251,14.9372,1.0
0.45972,0.85264,0.007656314,20.319,17.1227,43.0988,178.9558,2139.9734,151.5291,3246.7588,29.2452,811.4086,380.2357,234.2282,141.1319,8568.4785,504.7453,76.0669,4285.7827,1622.9006,103.2825,1039.8087,2663.628319,963.314682,237.1495328,3821.62022,0.018208,0.042117,0.039692,130.7347,-26444.0213,0.033539,-134.8367,0.018138,-37968.6519,-797164.8498,-15.4742,250.3872,0.021762,0.020669,229.5927,-101121.0207,-189899.3776,-391284.9324,-11.8617,233.7983,-1721125.176,-161.743,236.6231,0.018966,-3695840.568,0.031974,239.9899,-58838.6459,0.020143,11.4685,1.0
0.4841,0.8507,0.008002716,19.519,16.8554,42.4533,176.1639,2106.5345,151.2922,3195.4347,28.7913,798.6301,374.3186,230.3222,140.895,8432.9273,497.1945,74.8792,4217.3353,1597.3484,101.6774,1023.0463,2781.788462,1164.505726,312.5700802,3873.071336,0.018979,0.04199,0.035603,130.4978,-25902.2702,0.034389,-120.2369,0.018829,-37221.315,-783252.3146,0.49768,249.2357,0.021293,0.024979,228.4412,-99251.8124,-186487.6792,-384367.8432,-14.922,232.5651,-1691313.33,-144.7314,235.3053,0.019406,-3632243.584,0.034823,238.8385,-57721.6142,0.023117,24.9912,1.0
0.50814,0.85,0.007944493,18.555,16.8732,42.4575,176.5338,2113.5166,151.2353,3198.5383,28.8607,800.0836,375.1796,230.8915,140.8381,8440.5491,499.0878,75.0325,4218.0652,1600.049,102.0162,1024.2627,2900.649788,1316.577994,404.8892999,3943.394014,0.017776,0.036966,0.038015,130.4408,-25951.7728,0.034264,-113.261,0.022122,-37245.1892,-779948.2482,5.7802,248.9588,0.018835,0.019458,228.1642,-99009.8863,-185848.6786,-382937.4141,5.7886,232.3067,-1684232.754,-139.5115,235.055,0.023696,-3617136.087,0.042807,238.5615,-57667.3494,0.020613,32.0635,1.0
0.46165,0.64519,0.009997705,22.685,18.2877,46.1363,191.7234,2294.19,152.5297,3477.0741,31.3337,869.3084,407.4206,250.7244,142.1325,9175.9299,541.0982,81.4858,4587.7186,1738.6083,110.5576,1113.8451,2470.258011,1090.270638,625.4923347,3844.347619,0.013855,0.036746,0.048411,131.7353,-28747.4208,0.027396,-190.768,0.013252,-41176.2792,-858677.2914,-34.5697,255.352,0.019967,0.016237,234.5576,-109240.322,-204890.6852,-421824.434,-1.7811,239.1057,-1852896.772,-185.853,242.2659,0.01565,-3976877.913,0.033546,244.9548,-63674.348,0.018221,-39.0454,0.0
0.42058,0.63973,0.007285465,23.192,18.0469,45.5562,189.1709,2263.6407,152.3046,3428.647,30.9356,857.3717,401.984,247.5633,141.9073,9047.9423,534.3681,80.4207,4522.7734,1714.6974,109.3274,1097.8328,2540.482637,1090.833793,646.9334001,3607.076595,0.015754,0.023385,0.025805,131.5101,-28227.6676,0.036777,-142.6876,0.015692,-40454.0555,-844438.7242,-21.3421,254.2195,0.010503,0.010951,233.4251,-107389.7934,-201455.2177,-414805.4849,-13.477,237.9041,-1822400.258,-172.3762,240.9923,0.014577,-3911845.714,0.03909,243.8223,-62582.7087,0.012721,7.8903,0.0
0.49225,0.65352,0.012965576,22.603,18.3242,46.1856,191.7654,2294.4671,152.5082,3474.3952,31.3441,868.8795,407.3983,251.0615,142.111,9168.4291,541.4813,81.5186,4581.9171,1737.7289,110.7352,1112.5611,2400.657731,1092.009816,608.4589177,3744.528784,0.011031,0.025096,0.023467,131.7138,-28636.8402,0.023245,-135.177,0.013255,-41043.6114,-857305.0439,-3.3865,255.244,0.01352,0.013811,234.4495,-109006.226,-204515.9586,-421126.2263,16.3631,238.9873,-1849957.729,-154.6019,242.128,0.014106,-3970610.007,0.023785,244.8467,-63506.0406,0.017095,15.9828,0.0
0.51219,0.72671,0.006288398,17.484,18.4435,46.559,192.9703,2308.3933,152.6545,3502.2879,31.5363,875.3092,410.098,252.3772,142.2573,9242.9651,544.1785,82.0193,4623.6101,1750.6517,111.3761,1122.0582,2754.681269,1244.71591,595.277912,3917.352001,0.012127,0.028728,0.029823,131.8601,-29050.6028,0.026853,-153.422,0.013632,-41598.1396,-866671.4737,-20.362,255.987,0.013523,0.012953,235.1925,-110317.2571,-206858.7324,-425781.9187,-2.7504,239.7821,-1870017.483,-173.8431,242.9942,0.011569,-4013383.38,0.026566,245.5897,-64315.8266,0.017359,-0.17876,1.0
0.63768,0.75495,0.008496642,14.646,17.2433,41.9592,173.5885,2051.5222,152.2078,3217.0234,28.3807,794.3671,369.6725,230.488,141.805,8536.0549,485.6037,73.7017,4373.4854,1591.8103,101.2866,1030.9477,2702.669973,1137.672953,519.1655968,3970.121939,0.011738,0.030001,0.025705,131.4073,-27000.9228,0.027911,-33.142,0.012716,-38957.0264,-840888.3627,72.4981,254.0124,0.010933,0.012711,233.0632,-105808.1266,-199835.2737,-411283.3082,58.4938,237.2267,-1814684.146,-70.4675,240.3346,0.012328,-3893715.664,0.028656,243.4643,-60971.7981,0.016857,109.7988,1.0
0.55121,0.71739,0.006915531,20.973,18.4935,46.7048,194.3282,2331.768,152.593,3518.0314,31.7752,881.0185,413.0686,254.4073,142.1957,9282.8519,548.926,82.599,4633.3678,1761.6196,112.1654,1128.6903,2776.157932,1160.150921,559.8127287,3933.294267,0.011213,0.030987,0.027394,131.7985,-29093.7903,0.027151,-88.4192,0.011745,-41613.5942,-862755.1902,20.997,255.6736,0.012593,0.014311,234.8775,-109998.9174,-206036.6061,-424113.8629,30.2051,239.4929,-1861628.619,-130.0473,242.6859,0.010804,-3995475.309,0.0244,245.2749,-64228.2608,0.014586,63.8961,1.0
0.39255,0.80754,0.005865016,20.295,19.0572,48.0002,199.675,2388.411,153.1326,3618.7259,32.644,904.7858,424.2477,261.3222,142.7354,9549.5504,563.8772,84.8686,4773.5724,1809.5722,115.3448,1158.305,3006.871472,1523.661503,827.0817141,4070.918724,0.015014,0.028718,0.029376,132.3382,-30095.7017,0.029424,-150.4322,0.012902,-43092.493,-897983.0926,-7.0752,258.4239,0.013396,0.013676,237.6295,-114318.2915,-214396.1408,-441255.0459,4.1087,242.374,-1937067.01,-161.4029,245.727,0.012328,-4156335.601,0.024167,248.0267,-66635.0534,0.016373,3.9138,0.0
0.51201,0.80006,0.006151047,19.113,16.9904,42.9856,178.8442,2126.7579,152.7156,3340.5933,29.0603,825.1136,381.4885,229.439,142.3128,8860.8811,493.074,75.5827,4548.627,1652.6068,104.026,1104.5254,3035.71738,1544.302764,829.9621725,4097.03797,0.014568,0.028493,0.034029,131.9152,-29185.2801,0.031036,-38.1658,0.014064,-41701.9818,-872880.0655,59.0875,256.6135,0.015392,0.015149,235.6779,-110984.3665,-208124.711,-427763.8357,54.6725,239.8981,-1883210.797,-93.9768,243.2295,0.013025,-4039771.401,0.02776,246.0787,-64653.5446,0.016075,106.1095,0.0
0.39002,0.79954,0.006226637,21.328,19.1614,48.2697,200.6601,2398.2994,153.26,3640.2247,32.7965,909.5737,426.3435,262.4007,142.8628,9607.0297,566.3545,85.286,4805.9841,1819.3067,115.8257,1165.0014,3039.735053,1501.417732,810.4144898,4106.534404,0.013371,0.034175,0.032573,132.4656,-30375.812,0.024417,-114.7385,0.012717,-43488.7375,-906521.9619,10.912,259.0819,0.016172,0.017065,238.2873,-115397.3339,-216444.8903,-445411.5419,5.7118,243.0632,-1955349.176,-144.1245,246.4623,0.01456,-4195307.007,0.030155,248.6846,-67255.5114,0.018198,40.1818,0.0
0.31983,0.6389,0.00444454,22.652,21.0777,53.058,220.6028,2640.4643,154.6269,4001.1772,36.0599,1000.4178,468.8176,288.5911,144.2297,10558.9974,622.3947,93.7659,5279.0621,2000.7862,127.3996,1282.1626,2015.760782,1058.127094,792.6297337,3628.889279,0.017534,0.05543,0.05305,133.8325,-34095.8716,0.03505,-148.0531,0.026969,-48641.654,-1003250.66,-11.7006,266.3123,0.028778,0.026972,245.5178,-128306.807,-240128.2577,-493550.4309,12.3516,250.8034,-2162382.779,-173.9788,254.7002,0.01925,-4636528.397,0.0558,255.915,-74983.2247,0.029792,14.4183,1.0
0.2894,0.66445,0.004474338,19.025,20.9882,52.9173,220.1813,2634.0444,154.618,3994.0859,35.9953,998.3934,467.9238,288.1066,144.2208,10540.5779,621.3912,93.5761,5271.294,1996.8046,127.1735,1279.1056,1748.23426,997.4782204,758.7655598,3629.456034,0.021953,0.049742,0.053456,133.8236,-34017.2645,0.041809,-178.4345,0.025676,-48546.8906,-1002590.41,-20.3282,266.2642,0.027507,0.026154,245.4697,-128165.2255,-239938.1314,-493170.4523,-3.1954,250.7439,-2160970.055,-182.6087,254.6358,0.024888,-4633518.441,0.051547,255.8669,-74869.8965,0.031771,-16.4606,1.0
0.37614,0.64601,0.004383208,23.434,21.2027,53.4353,222.0931,2653.2371,154.8067,4030.1923,36.293,1006.7344,471.8549,290.3696,144.4095,10636.582,626.6234,94.3803,5322.64,2013.7212,128.2218,1289.4919,2156.592368,1072.064243,701.364447,3551.660401,0.025389,0.054549,0.045306,134.0123,-34364.1531,0.052795,-101.3854,0.030643,-49078.4004,-1016726.243,29.5387,267.2895,0.021655,0.027985,246.4946,-129830.7623,-243238.3551,-499987.3269,18.768,251.8068,-2191215.054,-133.5676,255.7485,0.024219,-4697950.315,0.063515,256.8919,-75769.757,0.037043,61.655,1.0
0.81817,0.82102,0.010466197,7.158,21.4116,50.3794,202.8371,2404.3862,153.1341,3629.1012,33.4619,908.0257,429.2975,273.6214,142.7369,9575.7914,584.5397,86.8111,4780.9692,1816.2874,118.3231,1152.8707,2937.428337,1539.563079,616.3828957,3757.118839,0.015984,0.032401,0.031518,132.3397,-29619.6379,0.029674,-103.0132,0.014898,-42559.6581,-898092.1777,50.8656,258.9221,0.01697,0.01792,238.1269,-113986.2049,-214487.0728,-441374.3924,74.2294,242.8957,-1937299.171,-111.0038,246.2906,0.012106,-4156821.257,0.029695,248.5242,-66073.5004,0.018722,60.5163,1.0
0.80353,0.82411,0.006560688,9.149,21.706,52.5061,215.1195,2519.1562,154.2154,3795.5723,35.3889,949.1239,449.7409,278.4297,143.8179,10012.8935,615.2879,92.212,4981.8674,1898.9401,123.378,1208.1991,2816.411687,1421.425857,499.1938479,3661.612865,0.016801,0.029427,0.036668,133.4201,-29917.0041,0.03224,-36.2215,0.020535,-43702.0129,-973580.1127,105.9746,264.3835,0.018711,0.016547,243.5758,-120800.2891,-229999.8118,-475980.4542,101.9324,248.3193,-2098771.831,-45.58,251.3816,0.017616,-4500854.109,0.038132,253.9817,-69053.367,0.028325,116.3289,1.0
0.78969,0.82402,0.005492476,10.836,20.6067,51.3096,212.5173,2525.9072,154.1579,3848.9265,34.849,960.2015,451.1754,279.1717,143.7606,10160.8888,603.5298,90.3231,5096.9306,1920.8171,123.8725,1224.5459,3004.584642,1433.588292,555.4936818,3677.29378,0.022708,0.046338,0.049245,133.3634,-32779.3272,0.04451,-73.0189,0.023363,-46796.0512,-968998.0076,62.6541,263.868,0.023247,0.021636,243.0695,-123717.6883,-231928.3427,-476447.5416,75.1897,248.1905,-2089081.178,-107.0157,252.0203,0.01717,-4480299.892,0.048355,253.4672,-72233.9839,0.028827,91.116,1.0
0.30733,0.6547,0.008027172,22.633,16.781,42.2694,175.7684,2101.0451,151.2835,3188.8897,28.7343,796.8259,373.4884,229.9133,140.8863,8415.8402,496.0496,74.7075,4209.4145,1593.792,101.5336,1020.5248,2325.629164,973.3046432,576.5598177,3230.140832,0.020322,0.029899,0.038407,130.4891,-25803.9462,0.0419,-103.3699,0.022897,-37106.3999,-782751.6355,20.6114,249.192,0.017236,0.017648,228.3974,-99102.8158,-186301.5353,-384044.1112,14.5831,232.5048,-1690240.159,-124.3939,235.2306,0.017087,-3629952.627,0.046094,238.7947,-57591.9168,0.0244,41.6262,0.0
0.36501,0.65154,0.008144179,22.439,16.6179,42.0263,174.7782,2089.7614,151.1961,3170.9748,28.5684,792.4301,371.408,228.5361,140.7988,8368.4397,493.124,74.2741,4185.0859,1584.9715,100.8505,1015.0343,2370.618345,985.8422462,580.7524488,3204.998161,0.027879,0.032801,0.029808,130.4016,-25617.6139,0.054872,-103.1914,0.027755,-36845.7651,-777678.0832,11.5713,248.7702,0.01478,0.017506,227.9756,-98429.8818,-185055.7285,-381526.7925,18.6857,232.0538,-1679367.687,-131.2192,234.7467,0.01616,-3606757.481,0.05937,238.3728,-57193.6692,0.01996,41.4069,0.0
0.55747,0.68753,0.008012278,14.352,19.3001,50.6101,163.4143,1978.8159,149.2587,2950.2333,26.3929,741.9801,346.9384,214.2637,138.8605,7795.5559,462.9238,69.6833,3892.2934,1482.7252,95.6314,959.7807,2393.21846,1010.326852,577.911635,3282.069835,0.020652,0.064894,0.045327,128.4626,-24904.7726,0.050505,-23.075,0.017815,-35062.6005,-674462.9623,78.3209,244.1807,0.021963,0.023775,223.3775,-88175.5652,-162637.7444,-333274.9456,93.1704,227.4259,-1457976.396,-38.882,230.0911,0.01898,-3133913.087,0.03943,233.7785,-52603.9012,0.023799,94.3384,0.0
0.57261,0.62505,0.007958788,20.187,16.7851,42.3176,175.9089,2101.2804,151.3168,3192.7862,28.7535,797.4728,373.7851,230.2256,140.9196,8426.6738,496.6059,74.7662,4217.4895,1595.1619,101.5797,1021.2629,2748.142262,1146.641275,627.7425081,3197.097313,0.011608,0.046159,0.039137,130.5224,-25901.4308,0.022363,-105.2627,0.020831,-37232.9092,-784697.495,8.625,249.3537,0.018533,0.023087,228.5588,-99393.5971,-186821.132,-385020.8619,-17.0394,232.6794,-1694409.82,-136.5875,235.432,0.016118,-3638844.345,0.042143,238.9561,-57771.6703,0.031787,39.8054,1.0
0.49345,0.64486,0.007139917,18.313,17.5152,44.1597,183.5989,2194.6526,151.9233,3331.6193,30.0102,832.4386,390.1454,240.2893,141.5261,8792.7497,518.1914,78.0303,4399.486,1664.9953,106.0321,1066.3624,2700.74493,1157.528062,598.6195899,3162.115769,0.012316,0.040348,0.044101,131.1289,-27316.4371,0.027124,-136.9444,0.018775,-39187.6373,-820860.4803,-6.5334,252.3219,0.021602,0.018556,231.5273,-104243.9338,-195689.1237,-403032.9384,-8.8282,235.864,-1771892.821,-154.7833,238.8284,0.014305,-3804127.407,0.034531,241.9245,-60689.5437,0.028539,11.2162,1.0
0.57142,0.62556,0.007416226,20.751,17.3419,43.7152,181.7926,2170.7042,151.8119,3297.6486,29.7262,823.6844,386.2011,237.9686,141.4147,8703.2872,513.3057,77.272,4355.0328,1647.6187,105.1149,1054.1847,2733.924966,1189.871805,636.9468648,3191.383485,0.013314,0.036987,0.044077,131.0175,-26869.3139,0.031947,-97.6331,0.014347,-38620.6179,-814107.3685,26.2446,251.7728,0.021911,0.017249,230.9778,-103139.9206,-193882.145,-399507.9716,9.0356,235.2462,-1757424.595,-121.1932,238.1426,0.015816,-3773264.296,0.029134,241.3751,-59937.4037,0.025959,49.6869,1.0
0.69035,0.75039,0.005115085,4.296,19.9431,50.294,209.2583,2504.7244,153.813,3793.2839,34.2011,948.6131,444.6897,273.5553,143.4158,10010.1919,590.7858,88.9224,5003.7473,1897.1304,120.7675,1215.0577,3147.93721,1178.284597,771.9866753,3798.285406,0.014244,0.029444,0.031381,133.0186,-31955.7665,0.026367,-123.7571,0.016224,-45646.9777,-944489.1407,7.3239,261.9678,0.016375,0.014458,241.1733,-120589.7163,-225836.7977,-464440.2846,-1.8173,246.1752,-2036627.403,-150.8747,249.7858,0.015284,-4368552.377,0.029693,251.5706,-70427.2679,0.015479,34.5033,1.0
0.5317,0.77913,0.005080741,4.224,20.1404,50.7601,211.2279,2525.4024,154.0035,3828.9344,34.5377,957.0933,448.7711,276.5331,143.6063,10104.5127,596.3809,89.7798,5052.0372,1914.2661,122.0009,1225.1332,3111.909019,1211.515689,745.9673831,3791.854115,0.01633,0.029366,0.025095,133.209,-32203.8362,0.029927,-119.9953,0.019798,-46064.9258,-957924.862,26.4098,262.9754,0.015249,0.016658,242.1809,-122100.4221,-228912.414,-470880.6631,32.0214,247.2139,-2065385.025,-132.5162,250.8589,0.018129,-4429840.626,0.035705,252.5781,-71193.0634,0.016604,39.0313,1.0
0.6443,0.75777,0.006847305,3.318,22.0858,52.6773,211.0126,2507.1481,153.7918,3777.7923,34.6409,945.7886,446.1641,277.5426,143.3945,9966.1039,599.639,89.7879,4968.6459,1891.5327,123.2964,1201.9789,3126.320906,1247.171377,742.6520932,3794.30415,0.016149,0.031867,0.033673,132.9973,-31037.5434,0.030156,-86.9131,0.015953,-44597.9761,-943012.2985,40.5668,261.9385,0.017881,0.017487,241.1423,-119369.7754,-224740.0168,-463063.562,50.7112,246.066,-2033456.898,-125.093,249.5541,0.01571,-4361770.262,0.029746,251.5401,-69259.1441,0.016325,58.197,1.0
0.52629,0.58222,0.005398912,14.661,28.6046,65.4945,233.99,2468.8744,153.6069,3741.7272,48.7363,935.5974,467.9712,299.6804,143.2097,9874.4077,617.9545,109.6608,4937.578,1871.0255,140.8953,1233.8279,2486.072215,1086.847218,713.0337483,3316.461032,0.020588,0.049581,0.044319,132.8125,-14957.7233,0.039201,-125.7811,0.023531,-26004.239,-930156.2616,28.3624,260.9512,0.020897,0.022021,240.1565,-94909.1793,-196130.5899,-428669.7311,15.8032,229.7588,-2005946.513,-145.0901,219.3615,0.022622,-4303161.048,0.048401,250.5538,-47947.3961,0.029535,50.572,1.0
0.5698,0.59658,0.006949994,16.299,26.87,61.9793,215.0599,2419.4009,153.2886,3668.1965,45.2702,917.5768,458.8271,285.6788,142.8914,9680.2652,587.9225,101.1929,4840.6843,1834.3544,135.5892,1211.8866,2312.078409,1107.36872,702.5766575,3136.503708,0.021415,0.067693,0.050139,132.4942,-15574.7253,0.04584,-109.7952,0.030522,-26507.8209,-908444.8726,40.864,259.2297,0.024345,0.031226,238.435,-98466.8764,-204315.0858,-418578.3776,21.5163,228.0377,-1959465.126,-114.5899,232.1797,0.016242,-4204081.777,0.066503,248.8323,-49406.7624,0.039554,45.6794,1.0
0.64275,0.63389,0.005757966,10.389,27.9291,58.3394,202.2903,2187.6639,152.7404,3302.8717,43.7378,821.4833,405.4338,272.4655,142.341,8751.0295,518.9777,93.4102,4368.9936,1646.5414,120.3528,1136.8938,2505.476701,1243.806131,678.857956,3252.124327,0.018374,0.080942,0.067995,131.9411,-12074.7911,0.060528,-18.1386,0.032133,-22040.1355,-875593.1047,109.2166,257.3028,0.026597,0.035683,236.446,-88894.5617,-184596.2162,-403658.0313,83.3882,225.8458,-1888652.892,-31.13,215.4455,0.019972,-4052332.766,0.074239,246.8775,-42432.0109,0.033044,123.0436,1.0
0.54703,0.82329,0.005120295,12.867,20.1403,50.7756,211.0982,2524.1352,153.9588,3822.8768,34.5312,955.9276,448.4399,276.7066,143.5616,10088.0594,596.6319,89.7498,5041.5018,1911.8672,122.1316,1222.7104,2717.269568,1374.011227,720.5592873,3237.002172,0.024211,0.042167,0.053523,133.1644,-32072.3422,0.0523,-127.0911,0.023645,-45889.9483,-954754.1963,21.56,262.7373,0.023446,0.020701,241.9428,-121681.8891,-228149.6283,-469344.3693,36.6264,246.9654,-2058598.757,-137.066,250.592,0.020638,-4415378.033,0.045618,252.3401,-70938.1381,0.02537,31.1724,1.0
0.46932,0.81274,0.005049903,15.247,20.1789,50.8455,211.4247,2527.8536,154.0059,3831.812,34.5675,957.8907,449.2023,276.7961,143.6087,10112.0655,597.2471,89.866,5055.5803,1915.8371,122.1234,1225.8684,2800.312271,1377.864124,738.2108327,3177.437522,0.019505,0.039091,0.044594,133.2115,-32238.3921,0.042859,-133.6479,0.023668,-46106.3176,-958098.7993,19.1746,262.9864,0.022914,0.019649,242.1919,-122156.9823,-228990.9272,-471005.5764,23.2228,247.2318,-2065757.396,-139.6504,250.884,0.018455,-4430634.447,0.041676,252.5891,-71241.3051,0.029545,25.1635,1.0
0.38852,0.81822,0.005103584,16.862,19.9769,50.3644,209.5635,2507.0347,153.875,3801.1444,34.2539,950.1919,445.3533,274.069,143.4778,10031.3433,591.4323,89.0581,5016.3738,1900.3937,120.9659,1217.2625,2345.658619,1290.384612,593.3368084,3083.922917,0.019689,0.042733,0.053986,133.0806,-32032.2648,0.043288,-186.4305,0.023953,-45776.4885,-948836.2944,-36.7106,262.2937,0.025093,0.019922,241.4993,-121077.3271,-226831.3711,-466503.106,-12.6784,246.5078,-2045932.381,-194.9325,250.1327,0.018579,-4388384.264,0.046583,251.8965,-70670.6071,0.024408,-27.8473,1.0
