tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_meanValue_dec_17,tqwt_meanValue_dec_27,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_10,tqwt_meanValue_dec_3,tqwt_entropy_log_dec_28,tqwt_meanValue_dec_6,tqwt_meanValue_dec_34,tqwt_meanValue_dec_31,tqwt_skewnessValue_dec_36,tqwt_meanValue_dec_20,tqwt_meanValue_dec_26,tqwt_entropy_log_dec_13,tqwt_meanValue_dec_15,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_10,tqwt_meanValue_dec_9,tqwt_minValue_dec_16,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_30,tqwt_meanValue_dec_33,tqwt_entropy_log_dec_32,tqwt_meanValue_dec_28,tqwt_entropy_shannon_dec_16,tqwt_energy_dec_17,tqwt_meanValue_dec_16,tqwt_meanValue_dec_21,tqwt_maxValue_dec_17,tqwt_meanValue_dec_11,tqwt_meanValue_dec_23,tqwt_meanValue_dec_13,tqwt_entropy_shannon_dec_22,tqwt_entropy_shannon_dec_21,tqwt_entropy_log_dec_31,tqwt_meanValue_dec_12,tqwt_skewnessValue_dec_35,tqwt_meanValue_dec_1,tqwt_meanValue_dec_32,tqwt_energy_dec_18,tqwt_meanValue_dec_24,tqwt_entropy_log_dec_14,tqwt_maxValue_dec_18,tqwt_minValue_dec_14,tqwt_minValue_dec_18,tqwt_stdValue_dec_16,tqwt_meanValue_dec_29,tqwt_meanValue_dec_19,tqwt_meanValue_dec_14,tqwt_meanValue_dec_25,tqwt_meanValue_dec_18,tqwt_kurtosisValue_dec_36,tqwt_stdValue_dec_15,tqwt_meanValue_dec_35,tqwt_stdValue_dec_17,tqwt_meanValue_dec_2,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_meanValue_dec_22,tqwt_entropy_shannon_dec_20,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_meanValue_dec_5,tqwt_meanValue_dec_4,tqwt_minValue_dec_15,tqwt_meanValue_dec_30,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,class
0.3239,-2942.7939,-4.19e-19,-8.1e-20,-2175.2834,-251905.3997,-7.01e-22,-9655.3095,7.49e-21,-7.89e-20,-3.15e-19,-0.00085175,-6.18e-19,-1.76e-18,-85422.62,1.02e-18,-2581.1226,-4.8700000000000005e-21,-6.980000000000001e-21,-0.61009,0.61305,-5203.819,-5959.5005,1.01e-20,-3517.3853,7.3e-20,1190.4556,0.21426,-1.87e-19,-1.07e-18,0.90405,-4.9300000000000006e-21,6.32e-19,2.4e-19,257.6576,605.6653,-4401.8403,-3.38e-20,-0.074715,-4.43e-22,1.22e-19,0.21828,-5.31e-19,-60111.4638,1.1811,-0.32105,-1.1027,0.26878,-4.860000000000001e-21,4.84e-18,-1.94e-19,-1.35e-18,-6.28e-20,2.4896,0.16947,-2.04e-19,0.44029,3.54e-22,0.4633,777.7931,5.86e-19,579.4029,-215417.2819,-139276.813,-6.12e-22,6.47e-21,-0.46123,-1.23e-19,-3e-21,-2.02e-20,0.013039,0.03374,0.030585,132.8472,-31362.6429,0.028366,-123.8831,0.022863,-44859.5527,-932552.1673,7.7514,261.0673,0.014609,0.015456,240.2728,-118854.0485,-222797.7436,-458352.8334,-2.2037,245.1871,-2011075.534,-149.2063,248.7186,0.012269,-4314092.898,0.052499,250.67,-69318.1987,0.015848,33.0708,0.27254,0.64001,0.005345217,25.49,19.6605,49.5508,206.037,2464.1422,153.6416,3737.9075,33.6728,934.2188,437.8321,269.435,143.2444,9864.5718,581.3631,87.5686,4933.4699,1868.5171,118.9216,1196.9311,2941.173991,1227.990274,669.9983064,3465.428975,1.0
0.0040723,-5402.0359,-4.0900000000000002e-22,-1.01e-20,-4188.31,-417737.9722,-4.38e-23,-11799.2973,2.34e-22,-1.67e-20,2.27e-20,-8.0603,-1.41e-21,-1.27e-20,-226081.8482,3.39e-21,-4887.4014,-3.14e-22,-5.31e-22,-0.0094301,0.0094301,-10578.2204,-8535.926,-1.5800000000000001e-21,-6117.1056,4.0500000000000005e-21,0.20342,0.020673,5.54e-22,2.26e-20,0.01085,1.0300000000000001e-21,-8.14e-21,-4.93e-22,1.1236,0.61105,-7049.89,-6.300000000000001e-22,-1.8607,5.31e-22,-1.26e-20,0.024756,-1.47e-20,-175813.1965,0.010534,-0.0047158,-0.010534,0.0014997,-2.37e-20,-2.4e-20,3.8700000000000004e-21,-8.790000000000001e-21,6.22e-21,84.2961,0.0010655,1.3700000000000002e-21,0.0021139,-1.4399999999999997e-23,0.0073782,0.13098,-4.89e-20,0.32867,-352805.3288,-292937.7139,0.0,-1.2699999999999999e-23,-0.0069038,5.84e-21,-1.18e-22,-3.17e-22,0.017963,0.031462,0.043656,131.5432,-28335.414,0.03394,-141.6782,0.01736,-40592.6857,-846512.0674,-15.8362,254.3846,0.023582,0.016345,233.5902,-107688.3954,-201973.7632,-415838.2433,-20.0432,238.081,-1826841.189,-166.3015,241.1847,0.020807,-3921316.407,0.037208,243.9874,-62774.9788,0.018973,8.8319,0.55276,0.8146,0.006631267,13.963,18.0667,45.5492,189.4327,2266.9555,152.3376,3435.0602,30.9622,858.8685,402.5708,247.6858,141.9404,9065.0461,534.7268,80.5043,4532.2363,1717.6936,109.3414,1100.2771,2288.087269,1188.374358,449.8535432,2984.255717,1.0
0.0074915,-5391.5063,-1.01e-20,-1.22e-19,-4081.2751,-429542.9253,-7.039999999999999e-23,-11674.9427,-1.06e-22,-3.0300000000000003e-21,-6.99e-21,0.51616,2.5300000000000003e-21,1.46e-19,-213504.817,-8.52e-21,-4717.4916,-6.47e-22,-5.23e-22,-0.017846,0.017846,-9680.7013,-8588.29,-1.07e-20,-6046.9362,-6.08e-21,1.1392,0.060597,-6.930000000000001e-21,-2.07e-20,0.03243,2.33e-21,-1.22e-20,1.38e-21,1.157,0.89256,-7084.6993,-2.2200000000000002e-21,-0.062149,-4.0900000000000002e-22,7.890000000000001e-21,0.084682,-2.15e-20,-160986.6413,0.043352,-0.0073193,-0.043352,0.0038964,-1.03e-20,2.96e-20,7.100000000000001e-22,-5.1e-20,-4.26e-21,4.0402,0.0028158,1.3700000000000002e-21,0.0060948,-7.079999999999999e-23,0.012652,0.75768,2.04e-20,0.87194,-363683.672,-290842.6653,1.1499999999999999e-23,2.87e-22,-0.013089,-3.65e-21,-1.3800000000000001e-22,1.39e-22,0.019803,0.047191,0.047248,131.8918,-29098.8098,0.045984,-170.5802,0.024531,-41675.2217,-868715.4528,-22.1449,256.1432,0.021267,0.024348,235.3488,-110549.4061,-207336.2751,-426804.5467,-6.9971,239.9506,-1874394.878,-174.1537,243.1641,0.019232,-4022717.606,0.050206,245.746,-64445.4993,0.029754,-17.3749,0.5923,0.77915,0.006277449,16.667,18.4925,46.6542,193.9084,2319.5513,152.6862,3514.5231,31.6932,878.7222,411.9917,253.5009,142.289,9274.6456,547.5402,82.4077,4636.7028,1757.4324,111.9918,1125.1781,2529.702072,1165.058529,569.582895,3174.701407,1.0
0.014479,-4814.129,-2.1800000000000003e-21,-4.3e-20,-4195.1654,-421780.4803,1.06e-22,-11802.882,4.59e-22,-5.3100000000000005e-21,3.11e-21,5.8228,-8.720000000000001e-21,-1.79e-19,-192787.5933,2.18e-20,-4737.9492,-2.9700000000000003e-21,9.51e-22,-0.029371,0.029371,-8776.8114,-8841.3163,-1.41e-20,-5498.7471,2.03e-20,2.847,0.063602,-2.25e-20,5.6e-20,0.032349,-3.7e-21,1.87e-20,-2.6300000000000002e-21,3.2636,2.068,-7083.4968,1.5900000000000002e-21,0.84196,-7.97e-22,4.87e-20,0.065661,2.3e-20,-144112.1613,0.033796,-0.016383,-0.033796,0.0064363,-9.720000000000001e-21,7.85e-20,2.53e-20,-1.47e-20,4.12e-20,54.537,0.0047794,-1.14e-20,0.0090268,-2.57e-22,0.022861,1.9799,6.58e-20,2.0532,-357841.4803,-270609.6092,2.2899999999999998e-23,-1e-21,-0.022889,1.8300000000000003e-21,1.9600000000000003e-21,1.3700000000000002e-21,0.017349,0.037909,0.045634,131.7286,-28523.8659,0.039119,-104.4244,0.021096,-40924.5192,-858259.1745,25.0064,255.3186,0.020495,0.015738,234.524,-108970.2346,-204630.2287,-421422.4309,19.6615,239.0366,-1852000.833,-126.2196,242.169,0.014685,-3974964.856,0.048035,244.9212,-63409.7354,0.025614,46.7608,0.62191,0.77247,0.006558095,19.583,18.1995,45.8544,190.9236,2281.5084,152.5231,3462.9004,31.2141,865.2568,405.6346,249.7661,142.1258,9138.9888,538.8371,81.1454,4571.274,1730.6809,110.2893,1107.8427,2597.824061,1156.213537,673.4970421,3335.911548,1.0
0.28167,-1941.1605,2.3e-19,5.4e-19,-1743.5593,-258013.9964,6.71e-21,-2549.0725,-1.66e-20,-2.91e-19,2.52e-19,0.2069,1.32e-19,6.89e-18,-114946.7999,-2.24e-19,-2028.2169,-1.2200000000000001e-21,1.47e-20,-0.40758,0.40212,-450.4275,-3162.1788,6.45e-19,-2147.5926,1.3e-19,251.9946,0.035271,5.46e-20,-3.98e-19,0.70684,-5.44e-20,1.26e-18,9.23e-20,310.0786,159.3554,-2854.9377,6.31e-20,-0.038089,1.04e-20,-1.95e-18,0.041966,-3.67e-19,-84785.8506,0.85168,-0.24627,-0.84571,0.096357,-6.22e-19,8.17e-20,2.3e-19,8.63e-19,9.45e-19,5.0968,0.055615,1.02e-18,0.17012,-8.85e-22,0.28269,129.094,-1e-18,140.3436,-210673.4104,-165311.4844,1.27e-20,4.6900000000000004e-21,-0.2778,2.28e-19,2.96e-20,4.08e-20,0.013265,0.031444,0.032237,132.1055,-29632.4109,0.028468,-133.1783,0.01545,-42417.2236,-882607.1079,-24.7388,257.2308,0.014596,0.01448,236.4363,-112412.2786,-210743.3741,-433734.8966,-27.8806,241.1182,-1904143.229,-178.6321,244.4067,0.02197,-4086143.596,0.034656,246.8335,-65558.1203,0.018188,20.2281,0.48198,0.59093,0.006032139,26.624,18.7855,47.4123,196.9322,2357.027,152.8999,3569.0347,32.1963,892.5838,418.4799,257.7412,142.5027,9418.3299,556.1514,83.7057,4707.3263,1785.0794,113.7897,1142.9687,2149.04139,1181.513699,687.1917618,3551.378327,1.0
0.36925,-2828.0134,1.79e-19,-9.07e-18,-2025.6045,-266360.4459,-5.230000000000001e-21,-3495.2798,-7.19e-21,-9.7e-20,-1.34e-18,0.078506,4.53e-20,9.91e-19,-107489.252,-3.01e-19,-2548.3777,-1.01e-19,-2.89e-20,-0.4601,0.45935,-1166.3594,-2773.5468,-2.82e-19,-2916.9073,-1.56e-18,321.3269,0.062412,1.45e-20,6.69e-19,0.65483,-5.85e-20,-7.82e-19,4.73e-20,239.2284,139.0775,-2622.6371,-2.89e-20,-0.1241,-5.9e-22,-2.69e-19,0.074204,3.13e-19,-77621.7888,0.78179,-0.35674,-0.80857,0.11104,0.0,-7.41e-19,5.1e-19,1.51e-18,2.93e-19,3.1986,0.084052,-3.21e-19,0.18632,-5.31e-22,0.39251,238.9801,3.91e-19,132.2366,-215045.1996,-159926.9103,-1.09e-20,1.2200000000000001e-21,-0.41149,-7.01e-19,5.290000000000001e-21,-4.230000000000001e-21,0.011914,0.030808,0.035142,132.2905,-30086.5746,0.027481,-186.4489,0.013484,-43044.9565,-894810.7276,-46.9584,258.1786,0.015513,0.015663,237.3842,-114010.4842,-213696.2581,-439744.9523,-14.4593,242.1227,-1930274.514,-200.5784,245.4749,0.019353,-4141855.157,0.029562,247.7814,-66506.3144,0.019415,-31.9129,0.36262,0.58615,0.005836497,30.948,18.9597,47.8106,198.8694,2380.1075,153.0849,3607.9906,32.5008,901.9954,422.6589,260.0388,142.6877,9521.5237,561.0309,84.5143,4761.0074,1803.9721,114.7772,1156.1346,2158.285281,1195.186346,677.0705467,3534.435788,1.0
0.40605,-2814.9993,2.44e-19,-2.52e-18,-1852.3275,-266356.4871,-5.6300000000000005e-21,-5446.6853,2.86e-20,4.85e-20,5.18e-19,0.025114,2.53e-19,2.21e-18,-97176.9619,5.51e-19,-2196.8225,-2.34e-20,-4.57e-21,-0.55936,0.54977,-1816.9073,-2905.9143,-2.92e-19,-2510.081,-7.94e-19,361.7961,0.10021,4e-19,-5.97e-19,0.81661,2.59e-20,-7.3e-19,-3.89e-20,244.176,181.3034,-2791.4044,-8.04e-20,-0.008249,8.26e-22,6.91e-19,0.13145,1.31e-18,-66442.7333,0.9943,-0.52402,-1.0397,0.12185,-1.83e-18,-2.88e-18,1.41e-19,6.75e-19,-1.89e-19,3.9056,0.11583,5.25e-19,0.21574,-3.1900000000000003e-21,0.4835,409.8838,-1.15e-18,166.9611,-215399.6434,-154829.9464,4.28e-21,3.5700000000000003e-22,-0.50288,2.2e-18,-3.8e-20,-1.8e-20,0.012458,0.035071,0.042025,132.5844,-30823.7241,0.027329,-129.9394,0.019718,-44075.6537,-914543.0649,-12.7447,259.6968,0.018962,0.015157,238.9024,-116623.8485,-218525.1378,-449575.1678,-26.441,243.7501,-1972522.136,-168.8346,247.2051,0.018097,-4231915.472,0.047328,249.2996,-68062.8639,0.017408,25.9769,0.34836,0.59296,0.005537526,28.233,19.4038,48.9138,203.2899,2433.3468,153.3788,3684.8683,33.2295,921.5378,432.0123,265.8942,142.9816,9724.0494,574.0487,86.3959,4860.3224,1842.9812,117.4171,1180.2377,2137.742233,1203.4924,702.2016846,3637.648852,1.0
0.29602,-2057.07,8.73e-21,5.61e-18,-1687.0096,-242356.2859,4.420000000000001e-21,-6152.4448,8.44e-21,4.85e-19,1.96e-19,-0.044015,-5.58e-19,9.01e-20,-102388.2373,-4.16e-19,-1989.8529,-4.26e-21,6.09e-21,-0.33471,0.34494,-1253.915,-4662.3534,-2.82e-19,-2298.3592,1.1e-18,294.9158,0.07453,1.48e-19,-3.8e-19,0.64711,-2.05e-20,3.91e-20,-1.07e-19,176.0936,204.0828,-3219.0776,2.98e-20,0.0696,-1e-21,-1.21e-18,0.17089,5.94e-19,-69481.5347,1.0935,-0.28206,-1.0722,0.099494,4.37e-19,-7.16e-19,1.59e-19,1.95e-18,9.32e-19,2.8436,0.090332,0.0,0.2291,-4.6e-21,0.36254,303.1267,-2.61e-19,517.3297,-221489.9675,-165601.0983,-4.6800000000000005e-21,-1.8400000000000002e-21,-0.32532,6.07e-19,5.9e-21,7.4e-21,0.015483,0.0421,0.039331,131.6252,-28551.9948,0.028787,-136.8585,0.016335,-40885.7828,-851682.7634,-11.5501,254.7966,0.017227,0.019897,234.0021,-108402.6168,-203263.9817,-418418.5585,5.02,238.5236,-1837916.052,-162.6752,241.6639,0.01958,-3944933.189,0.033032,244.3994,-63207.6622,0.025106,14.359,0.40357,0.73432,0.00651479,17.728,18.1483,45.7271,190.3317,2277.5434,152.4196,3452.836,31.1024,863.1719,404.5222,248.9689,142.0224,9112.2141,537.2034,80.878,4557.0768,1726.3187,109.8896,1106.0373,2860.058357,1158.825426,550.9156082,3743.905943,1.0
0.33383,-3116.9469,-3.51e-19,3.44e-18,-2259.3179,-219192.5378,6.71e-21,-8054.1052,-2.13e-20,8.19e-20,-1.85e-19,0.12829,-3.88e-19,-1.08e-18,-84240.7067,-1.13e-18,-2769.2637,3.03e-20,-2.49e-20,-0.4251,0.44673,-2020.8331,-5722.9226,1.61e-19,-3414.059,1.62e-19,493.2114,0.12018,1.55e-20,-6.33e-19,0.8227,3.11e-20,-2.02e-18,3.68e-19,365.3075,342.0978,-4274.1803,8.47e-20,-0.053321,-3.95e-21,2.11e-19,0.25581,9.38e-20,-55912.6316,1.3602,-0.31838,-1.305,0.14368,1.36e-19,-4.27e-19,7.58e-20,3.08e-18,4.92e-19,2.8844,0.13185,2.27e-19,0.31787,-4.64e-21,0.35221,558.1073,-1.17e-18,694.4165,-201138.0348,-142949.3782,6.97e-21,4.51e-21,-0.34875,-2.31e-19,8.28e-21,-1.67e-20,0.014413,0.030897,0.026532,131.7993,-28761.4234,0.034528,-129.8459,0.012841,-41242.1198,-862769.8034,13.9133,255.6749,0.011894,0.013213,234.8804,-109650.8784,-205790.9271,-423780.0911,19.1394,239.4377,-1861661.48,-137.5067,242.5966,0.016258,-3995566.15,0.030653,245.2776,-63851.9602,0.017854,21.5791,0.38701,0.679,0.006438092,22.102,18.4227,46.3873,192.7879,2306.189,152.5937,3492.1352,31.5273,873.3053,409.5598,252.4667,142.1965,9215.2059,544.4676,81.9513,4604.9694,1746.5852,111.5121,1117.6853,2820.754689,1215.118598,586.7634183,3738.294757,1.0
0.23253,-3292.0846,-5.59e-19,-5.4e-19,-2364.0675,-208711.3532,-8.33e-21,-7846.5472,-4.67e-20,-4.85e-20,2.24e-19,-1.2034,3.32e-19,-2.97e-18,-97136.9847,3.06e-19,-2919.3757,3.65e-20,-2.74e-20,-0.54204,0.50708,-2548.5855,-5844.7931,-2.62e-19,-3636.9446,9.73e-20,905.7803,0.15113,1.45e-19,-1.5e-18,0.96612,-4.46e-20,-9.38e-19,5.89e-20,433.2218,347.7299,-4378.6072,6.49e-20,-1.0709,1.64e-20,-7.41e-19,0.3481,-5.39e-19,-64507.5688,1.4705,-0.27231,-1.479,0.21364,-4.47e-19,6.03e-19,2.13e-19,3.19e-19,1.63e-18,9.1954,0.13107,7.29e-20,0.42741,-7.790000000000001e-21,0.37791,545.5811,-4.37e-18,590.9237,-197613.0547,-161009.426,5.8700000000000006e-21,9.580000000000001e-21,-0.37646,-9.35e-20,1.02e-20,7.19e-21,0.013381,0.032644,0.03054,131.5696,-28315.9199,0.026786,-128.2972,0.014045,-40584.8439,-848180.1096,-14.6034,254.5176,0.012264,0.015198,233.7231,-107813.0483,-202298.6441,-416547.5958,-5.2581,238.2025,-1830413.86,-164.8933,241.3052,0.013285,-3928933.365,0.026738,244.1203,-62807.9737,0.01658,22.0816,0.32355,0.64137,0.006637525,26.295,18.0181,45.4057,188.9985,2260.3411,152.364,3430.8874,30.8872,857.3072,401.6698,246.9102,141.9668,9054.6215,532.9654,80.3078,4529.8917,1714.7081,109.0413,1098.9552,2841.36474,1103.04559,601.3013668,3548.587029,1.0
0.040726,-3409.1803,3.71e-20,7.76e-20,-3511.393,-272856.4019,-1.1200000000000002e-21,-9880.6006,-5.8700000000000006e-21,-1.71e-20,1.97e-19,6.9019,-2.36e-21,8.45e-20,-142869.623,9.9e-20,-3872.8391,4.41e-21,2.16e-20,-0.056963,0.062526,-13979.2807,-6614.3555,1.31e-19,-3775.2766,-1.7e-19,14.5258,0.068236,-7.09e-20,-9.27e-20,0.098613,1.49e-20,-3.52e-19,3.09e-20,22.922,7.5237,-4928.5475,-1.59e-20,2.1582,1.07e-21,1.31e-19,0.072434,6.25e-20,-115060.7553,0.10793,-0.037971,-0.10619,0.015994,7.290000000000001e-21,-4.77e-20,-9.390000000000001e-21,-1.41e-19,3.08e-20,69.2751,0.0092306,5.28e-20,0.02768,-9.739999999999999e-23,0.037876,6.7143,-2.2e-19,22.0342,-241664.3087,-190984.1987,1.22e-20,6.37e-22,-0.041325,5.26e-20,1.8100000000000002e-21,-5.6e-21,0.021669,0.054086,0.046171,133.9446,-34292.015,0.044466,-140.6243,0.021909,-48947.5729,-1011622.519,2.2425,266.92,0.023808,0.023169,246.1256,-129283.3892,-242081.9989,-497599.0594,-5.9958,251.4354,-2180295.756,-160.6297,255.3597,0.024241,-4674692.861,0.04108,256.5228,-75505.6709,0.023032,22.189,0.60502,0.77541,0.004399341,7.291,21.1796,53.3552,221.9303,2654.632,154.739,4024.8969,36.2754,1006.1172,471.6029,290.2777,144.3418,10621.7659,626.4393,94.3143,5311.217,2012.2725,128.1469,1288.6851,2876.85805,1485.506138,592.0017546,3370.993708,1.0
0.092179,-3390.2386,-4.36e-20,3.04e-20,-3580.464,-271446.6003,-3.2100000000000004e-21,-10348.15,-1.91e-21,-3.0300000000000003e-21,-7.69e-20,-3.7908,8.86e-20,1.69e-20,-119635.7722,8.41e-20,-3928.8996,-1.86e-20,-1.01e-20,-0.19684,0.2293,-14381.0366,-6800.0576,7.56e-20,-3807.4021,-3.65e-20,93.8981,0.15923,-2.55e-20,4.3e-20,0.34136,1.02e-20,-3e-19,-1.79e-20,65.6753,13.1151,-5095.3104,1.75e-21,-1.1001,-4.540000000000001e-21,-1.26e-20,0.15127,-8.91e-19,-94054.8764,0.34734,-0.11036,-0.3339,0.048931,3.4e-20,3.77e-19,-7.39e-20,2.48e-19,-8.67e-20,41.1243,0.025293,1.82e-20,0.08537,2.35e-21,0.099823,38.6418,4.21e-19,33.3003,-236304.5035,-169045.959,5.81e-22,4.33e-22,-0.098345,1.17e-20,-9.16e-21,4.23e-22,0.0165,0.045129,0.04553,133.986,-34444.4885,0.033136,-188.9845,0.022762,-49151.0368,-1014735.332,-37.432,267.1452,0.021864,0.021958,246.3508,-129743.8432,-242895.8393,-499198.2744,-16.8171,251.6841,-2186955.933,-200.7751,255.6333,0.020595,-4688882.403,0.046904,256.748,-75796.7819,0.027954,-25.5107,0.53645,0.73245,0.004351245,11.788,21.2507,53.5664,222.7873,2664.6363,154.7805,4038.9924,36.4238,1009.7199,473.4112,291.5225,144.3832,10658.9186,629.2951,94.6899,5329.6723,2019.4534,128.7324,1292.7467,3043.279904,1412.45978,669.2385366,3440.69604,1.0
0.076536,-3515.4308,4.69e-20,-3.04e-20,-3501.223,-283926.3267,1.9e-21,-10098.4714,-2.54e-21,5.16e-20,6.3e-20,7.429,-6.41e-20,9.01e-20,-130289.8363,9.85e-21,-3953.9537,1.27e-20,5.93e-22,-0.12748,0.12765,-14133.8908,-6930.0702,5.55e-20,-3973.903,-4.46e-20,73.9553,0.10813,1.35e-19,2.37e-19,0.18236,-4.62e-22,-6.5200000000000004e-21,-1.47e-20,27.1957,15.5555,-5179.8717,1.01e-20,2.6398,3.64e-21,1.22e-19,0.10907,1.27e-19,-104341.6194,0.17136,-0.079197,-0.18059,0.041592,1.46e-20,-4.62e-19,-6.75e-20,2.81e-20,-8.25e-20,76.5819,0.025098,2.78e-20,0.051607,4.91e-22,0.097524,37.8204,-6.19e-19,36.1863,-240133.6693,-174875.6405,-6.050000000000001e-21,-8.08e-22,-0.090318,-1.17e-20,2.8700000000000003e-21,-3.4200000000000005e-21,0.01653,0.041094,0.0498,133.8551,-33835.4812,0.034027,-93.4272,0.02332,-48366.9296,-1004952.394,45.2574,266.4363,0.025224,0.022058,245.6412,-128176.174,-240283.3229,-494055.1685,42.4045,250.8819,-2166023.019,-117.0671,254.7522,0.020367,-4644275.679,0.044577,256.0385,-74741.6772,0.024164,68.4914,0.52277,0.7414,0.004539409,11.386,20.8985,52.7157,219.4643,2621.3558,154.6495,3983.249,35.8771,994.8703,466.2934,286.9903,144.2523,10512.8649,619.141,93.2633,5261.0163,1990.0388,126.7391,1274.1397,3010.172098,1504.161721,768.0645367,3464.718506,1.0
0.34656,-2759.147,-6.02e-19,2.03e-18,-1949.7813,-253519.7944,-1.1e-21,-6918.9194,1.38e-20,-3.34e-19,4.48e-19,0.041463,-3.47e-19,-4.78e-18,-90548.6752,-1.32e-19,-2451.6605,-1.64e-20,2.54e-20,-0.53295,0.53186,-849.6184,-3908.1533,-3.98e-19,-2929.4741,-4.22e-19,729.4176,0.099457,4.73e-19,-1.69e-18,0.87214,3.21e-20,-1.47e-18,-1.14e-19,514.2828,432.4656,-3292.0848,2.72e-20,-0.2868,2.07e-22,7.24e-19,0.16837,5.94e-19,-61228.2858,1.1154,-0.35704,-1.1688,0.18379,2.72e-19,-5.69e-18,-1.28e-19,9.75e-19,4.82e-19,5.1814,0.12697,-5.25e-19,0.33013,-1.2e-21,0.43715,509.4438,-8.69e-20,615.3253,-224320.7552,-150089.5096,-7.71e-21,3.3100000000000003e-21,-0.40137,-5.53e-19,3.95e-20,-7.4e-21,0.01369,0.026955,0.030947,131.728,-28699.7255,0.026991,-151.4257,0.018902,-41117.5194,-858215.5728,-37.0382,255.3146,0.015963,0.015097,234.5201,-109151.3619,-204761.3652,-421551.0741,-43.3913,239.0581,-1851907.852,-188.708,242.217,0.014547,-3974768.358,0.035893,244.9173,-63606.4606,0.02028,-0.031665,0.35231,0.72695,0.00645223,18.841,18.2244,45.96,191.2252,2287.1367,152.5225,3470.0096,31.2554,867.2133,406.3874,249.9841,142.1253,9157.701,539.5227,81.2632,4580.7095,1734.4941,110.3324,1111.3117,2791.803237,1164.342799,585.6709278,3685.638455,0.0
0.24129,-2402.9385,-1.22e-19,1.51e-18,-1911.6345,-248608.9688,7.73e-21,-7412.2589,6.2e-20,-2.24e-19,-9.51e-19,-0.097412,1.51e-19,9.01e-19,-112914.4284,7.06e-19,-2234.9838,-8.07e-21,-1.5e-20,-0.52618,0.53582,-910.7269,-4163.6941,2.02e-20,-2342.1313,-1.3e-19,771.7708,0.1328,-1.38e-19,-1.72e-18,0.93348,2.83e-20,-3.65e-19,1.59e-19,344.2058,289.5954,-2908.705,-7.96e-20,-0.29667,-2.28e-20,-2.78e-19,0.20564,-1.45e-19,-77936.0493,1.1185,-0.23324,-1.1473,0.18988,9.72e-20,-1.18e-18,6.310000000000001e-21,2.78e-18,2.08e-18,2.4617,0.098601,3.43e-19,0.34786,6.83e-21,0.34773,342.9294,-1.78e-18,519.8673,-223083.3946,-172411.8639,-7.460000000000001e-21,-1.44e-20,-0.34008,8.88e-19,6.61e-20,2.75e-20,0.016096,0.035973,0.036457,131.5963,-28469.1215,0.031789,-147.9578,0.019535,-40774.3825,-849858.8867,-14.8994,254.6516,0.019858,0.019111,233.8572,-108143.8191,-202796.9925,-417491.7183,9.6801,238.3649,-1834009.64,-166.1838,241.4907,0.018359,-3936602.99,0.037769,244.2544,-63047.3171,0.017129,2.8368,0.34619,0.70792,0.006554889,18.356,18.0989,45.6769,189.883,2272.0634,152.3907,3444.9527,31.0349,861.1608,403.5329,248.3745,141.9935,9091.3973,535.7021,80.6951,4546.7143,1722.3169,109.6536,1103.7436,2799.492836,1062.182799,614.1276651,4284.736576,0.0
