tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_meanValue_dec_17,tqwt_meanValue_dec_27,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_10,tqwt_meanValue_dec_3,tqwt_entropy_log_dec_28,tqwt_meanValue_dec_6,tqwt_meanValue_dec_34,tqwt_meanValue_dec_31,tqwt_skewnessValue_dec_36,tqwt_meanValue_dec_20,tqwt_meanValue_dec_26,tqwt_entropy_log_dec_13,tqwt_meanValue_dec_15,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_10,tqwt_meanValue_dec_9,tqwt_minValue_dec_16,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_30,tqwt_meanValue_dec_33,tqwt_entropy_log_dec_32,tqwt_meanValue_dec_28,tqwt_entropy_shannon_dec_16,tqwt_energy_dec_17,tqwt_meanValue_dec_16,tqwt_meanValue_dec_21,tqwt_maxValue_dec_17,tqwt_meanValue_dec_11,tqwt_meanValue_dec_23,tqwt_meanValue_dec_13,tqwt_entropy_shannon_dec_22,tqwt_entropy_shannon_dec_21,tqwt_entropy_log_dec_31,tqwt_meanValue_dec_12,tqwt_skewnessValue_dec_35,tqwt_meanValue_dec_1,tqwt_meanValue_dec_32,tqwt_energy_dec_18,tqwt_meanValue_dec_24,tqwt_entropy_log_dec_14,tqwt_maxValue_dec_18,tqwt_minValue_dec_14,tqwt_minValue_dec_18,tqwt_stdValue_dec_16,tqwt_meanValue_dec_29,tqwt_meanValue_dec_19,tqwt_meanValue_dec_14,tqwt_meanValue_dec_25,tqwt_meanValue_dec_18,tqwt_kurtosisValue_dec_36,tqwt_stdValue_dec_15,tqwt_meanValue_dec_35,tqwt_stdValue_dec_17,tqwt_meanValue_dec_2,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_meanValue_dec_22,tqwt_entropy_shannon_dec_20,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_meanValue_dec_5,tqwt_meanValue_dec_4,tqwt_minValue_dec_15,tqwt_meanValue_dec_30,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,class
0.37425,-2957.7723,-7.86e-19,5.67e-19,-2778.4682,-228844.5709,-3.72e-23,-9017.2514,3.3e-21,-1.15e-19,1.12e-19,-7.8269,1.36e-19,-1.32e-18,-101246.7167,7.94e-19,-3281.6582,-9.44e-21,3.6e-20,-0.80429,0.75534,-2918.1512,-5920.4724,-4.24e-19,-3143.3633,1.3e-19,1017.5945,0.20164,-1.47e-18,-1.09e-18,1.0844,4.02e-21,3e-19,1.17e-19,375.4357,413.0367,-4256.9174,3.1e-20,-2.7179,-2.58e-21,1.25e-18,0.24694,7.81e-19,-63279.8828,1.2645,-0.34975,-1.3159,0.25991,8.75e-20,-5.28e-19,-1.2e-19,1.58e-18,-3.56e-19,91.9788,0.18638,4.37e-20,0.40093,-1.95e-21,0.63718,842.2014,2.95e-18,436.5704,-195564.0929,-164202.2263,3.3e-21,6.370000000000001e-21,-0.62612,-1.87e-19,-1.61e-20,3.15e-20,0.23255,0.00053268,-0.16088,-1.0954,1.348,1374816.256,-0.67891,-1.8233,1.4599,0.16761,1.307,-3.3737,7.34,1.8343,0.67357,0.49475,0.00026262,-0.31613,0.29491,-0.030548,0.0025342,0.58702,0.65759,0.006007798,16.675,18.8077,47.4039,197.047,2355.8213,152.989,3575.5242,32.1988,893.455,418.7216,257.6082,142.5918,9436.2695,556.0048,83.739,4720.327,1787.0368,113.6254,1144.631,2679.521299,1070.165564,644.6633484,3537.590088,1.0
0.25399,-2207.7104,1.88e-19,-6.53e-18,-1494.86,-234797.5774,2.63e-20,-2998.0975,-4.47e-20,-6.07e-19,3.36e-19,0.04034,-6.79e-20,4.51e-18,-107407.339,7.58e-20,-1841.8746,5.3e-20,-4.11e-20,-0.27914,0.28359,-75.0534,-4527.8367,8.82e-19,-2597.6377,-4.28e-18,151.9842,0.00741,5.09e-20,-2.8e-19,0.37877,-8.04e-21,2.92e-18,-1.41e-19,640.7091,423.9524,-3383.1726,4.91e-20,-0.1201,4.72e-21,4.55e-19,0.010036,-2.63e-18,-78139.8136,0.46156,-0.2727,-0.49156,0.065585,1.4e-18,-4.4e-19,4.29e-19,-3.15e-18,-2.36e-19,4.7121,0.059421,8.75e-19,0.090154,-3.8900000000000003e-22,0.26074,155.9939,-1.3e-19,182.7501,-197617.5416,-156930.6072,-3.23e-21,2.9100000000000002e-21,-0.27342,-9.35e-20,1.04e-19,-2.66e-20,0.22767,-7.44e-05,-0.71675,1.1383,1.2313,1781565.294,0.0211,0.33416,0.44302,0.14765,1.0961,0.056576,3.3155,3.2825,-0.23923,1.4511,-0.00013316,-0.74323,0.26483,-0.63178,0.0017739,0.53164,0.83028,0.00712859,14.773,17.5895,44.5336,184.5155,2207.4968,151.9466,3344.4761,30.1639,836.2407,392.0539,241.3325,141.5494,8825.8243,521.0283,78.4328,4411.7601,1672.4728,106.4242,1070.8229,2679.153438,1267.798071,307.8219319,3743.986949,1.0
0.26824,-2925.494,6.55e-20,4.86e-19,-2027.6492,-269341.3274,-1.19e-21,-6544.7952,2.92e-20,-5.34e-19,4.06e-19,1.3553,1.07e-18,4.87e-18,-107985.6247,6.38e-19,-2525.4471,-1.35e-20,-1.68e-20,-0.40821,0.39688,-692.3537,-5842.8754,-7.56e-19,-3501.5482,-3.04e-19,254.7997,0.02796,-2.91e-20,2.75e-18,0.6128,-1.3e-20,1.51e-18,-3.97e-20,624.6732,516.3039,-4486.2538,9.620000000000001e-21,1.5067,-2.7100000000000004e-21,-8.59e-19,0.044394,-8.13e-19,-74321.5321,0.69313,-0.27004,-0.73256,0.094977,-8.75e-19,1.76e-19,1.78e-19,-1.69e-19,5.24e-20,12.1272,0.086355,-1.09e-19,0.15526,1.97e-21,0.32963,275.2587,-3e-18,314.5056,-237540.2256,-169200.0987,7.860000000000001e-21,-6.78e-21,-0.32473,6.89e-19,5.17e-20,3.8e-20,0.19389,0.00011153,-2.2017,0.98128,1.3288,1846744.904,-0.64412,-0.14459,0.52413,0.17563,1.1486,-0.30787,5.4329,2.9567,0.096929,1.8648,0.00016457,-0.25217,0.1962,-0.43079,-0.0008693,0.51124,0.80177,0.006638195,18.425,18.1728,45.8881,190.7442,2282.4841,152.4374,3457.37,31.1822,864.5452,405.306,249.8568,142.0402,9123.6984,538.4318,81.0773,4560.3686,1729.0449,110.1239,1107.1862,3232.666891,1143.044219,464.1288741,3812.032661,1.0
0.36136,-2681.1158,4.95e-19,6.48e-18,-1995.1284,-285309.7472,1.4400000000000001e-21,-4649.8928,1.45e-20,-4.88e-19,3.08e-19,0.27173,8.3e-20,2.39e-18,-114549.3927,-5.17e-19,-2544.6182,-1.61e-20,-2.0300000000000002e-21,-0.47943,0.52744,-688.8558,-4527.3847,2.02e-19,-2721.8149,1.23e-18,278.8332,0.035214,2.55e-20,-1.2e-18,0.5848,-6.5800000000000004e-21,-1.9e-18,-8.42e-21,485.6326,390.1037,-3225.2925,-2.19e-21,-0.10146,-9.5e-21,-2.44e-19,0.040207,-6.25e-19,-78902.1074,0.69544,-0.33612,-0.66674,0.10416,9.33e-19,1.76e-19,-3.64e-19,1.2e-18,-8.8e-19,3.8013,0.085433,-5.1e-19,0.15089,1.13e-21,0.4542,256.4108,2.21e-18,201.2218,-250466.8005,-176717.0404,-1.06e-20,-1.27e-20,-0.43872,3.74e-19,4e-20,-2.94e-20,0.21513,0.00029547,-2.6591,0.97057,1.2749,1776936.452,-0.19284,0.50186,0.57662,0.16431,1.1531,-0.89051,4.8888,3.3942,0.065512,1.7732,-0.00043154,-0.15937,0.20463,-0.42836,-0.0010141,0.67406,0.8008,0.008636184,10.183,18.3248,46.0566,190.4139,2283.5654,152.3917,3455.7316,31.1314,864.5879,404.9636,248.7542,141.9945,9119.357,537.2845,80.9176,4556.5903,1728.9081,110.0137,1108.8573,3475.648017,1157.220738,600.743882,3971.315693,1.0
0.088182,-4502.0238,-1.04e-20,9.45e-20,-2997.8616,-318814.9599,-9.029999999999999e-23,-10241.1557,-6.97e-22,-1.67e-20,-9.620000000000001e-21,-0.30506,6.53e-19,-2.25e-20,-130919.0285,1.39e-19,-3711.7598,5.860000000000001e-21,-2.2500000000000002e-21,-0.14242,0.14242,-5323.3055,-7224.7862,-6.300000000000001e-22,-5133.1036,3.85e-20,85.9224,0.072692,-3.09e-20,8.8e-19,0.16472,1.7400000000000003e-21,-7.62e-19,3.97e-20,78.4283,89.8844,-5931.8122,1.75e-21,0.01992,-3.39e-22,-1.55e-20,0.059833,-7.81e-20,-99973.6651,0.16473,-0.082482,-0.15227,0.045826,-4.860000000000001e-21,9.58e-20,-1.2600000000000002e-21,1.5e-19,1.06e-19,3.6874,0.030324,-9.11e-21,0.053075,8.41e-23,0.10015,50.7429,1.24e-19,69.0552,-255086.6526,-179910.6513,-3.06e-23,-4.65e-22,-0.10675,1.9e-20,8.81e-22,7.6600000000000005e-22,0.17676,3.59e-05,-0.84946,0.8949,1.1521,1644190.561,-0.66537,-1.2687,0.753,0.20517,1.2326,-0.31591,7.4034,-1.4747,-1.0743,2.9738,-9.21e-05,0.088458,0.2043,-0.16576,0.0032723,0.49163,0.75277,0.005934239,21.321,18.9151,47.67,198.2265,2371.7831,153.0122,3593.2799,32.4044,898.471,421.2125,259.5322,142.615,9482.5064,559.7461,84.2538,4740.5085,1796.9018,114.4837,1150.5845,2722.995169,1307.62573,714.1591754,3639.002735,1.0
0.076769,-4159.2344,-1.96e-20,2.03e-20,-2993.2762,-319156.6869,2.6599999999999998e-24,-9581.809,1.15e-22,1.06e-20,0.0,-1.0218,-3.77e-21,1.13e-19,-124169.6248,3.54e-20,-3820.0939,4.72e-21,1.89e-21,-0.10735,0.10735,-5706.1355,-6902.8673,2.46e-20,-4831.5237,3.04e-20,45.5903,0.047153,-3.04e-21,-3.14e-19,0.12884,-3.52e-21,-3.2e-19,-5e-21,49.2894,60.5045,-5783.8905,6.820000000000001e-21,-0.045493,3.8900000000000003e-22,5.26e-22,0.045448,-3.52e-20,-97120.6123,0.12646,-0.071658,-0.12646,0.031069,7.65e-20,5.01e-19,-2.65e-20,-2.06e-19,-4.26e-20,7.7274,0.022745,-2.14e-20,0.036278,-5.16e-22,0.0815,31.6011,5.62e-19,49.0253,-265878.6418,-177354.889,7.07e-23,1.04e-22,-0.082805,-3.5e-20,-2.9100000000000002e-21,1e-21,0.20759,-3.41e-05,-0.69466,0.92879,1.1521,1581192.421,-0.74849,-1.2826,0.86775,0.18926,1.2344,0.21234,7.093,-1.6101,-1.0275,2.7621,-0.00033485,0.34672,0.22961,-0.71042,0.0034827,0.55926,0.77017,0.008158959,16.886,19.3969,49.3492,199.1014,2371.7376,153.0755,3589.3088,32.6663,897.4793,421.8169,261.1952,142.6783,9470.7959,562.4576,84.699,4729.4923,1795.0962,115.5338,1144.9614,3009.124852,1373.580483,715.940379,3747.281415,1.0
0.069624,-4427.2816,1.09e-20,-1.62e-19,-3014.6776,-343425.2744,-2.04e-21,-9772.0605,-6.24e-22,6.0700000000000005e-21,-6.99e-21,-4.3579,-1.51e-20,-1.53e-18,-151273.6896,-1.08e-19,-3779.3416,-1.2200000000000001e-21,-1.59e-20,-0.08555,0.08555,-6112.028,-6557.0131,4.54e-20,-5158.5886,-4.0500000000000005e-21,12.8935,0.030278,-1.91e-20,-3.21e-19,0.090716,-2.5600000000000003e-21,4.56e-19,-3.95e-21,25.3802,29.5746,-5702.0298,-2.41e-21,-0.26481,2.86e-21,8.42e-21,0.03628,-8.79e-20,-119338.3984,0.097796,-0.059695,-0.097796,0.015327,-1.12e-19,-3.14e-20,-7.07e-20,3.94e-19,-7.860000000000001e-21,38.2024,0.012074,-3.1e-20,0.021271,5.13e-22,0.058765,10.0878,-1.98e-19,20.7977,-283103.5565,-204504.3992,3.06e-23,-1.5e-21,-0.085909,6.42e-20,-4.6200000000000005e-21,2.48e-21,0.23392,0.00010093,-0.30653,0.72076,1.1403,1706521.197,-0.78111,-0.98373,0.68189,0.16692,1.2361,0.4845,6.532,-1.3708,-0.65294,3.3622,0.00024302,0.23025,0.21002,-0.52797,0.00034408,0.60996,0.80132,0.009024527,18.344,19.3409,47.2627,183.2085,2234.5785,150.6033,3293.447,30.5014,831.6629,389.9964,251.2541,140.204,8710.9185,526.8218,78.4431,4338.9334,1661.2079,113.2805,1068.2367,2927.256648,1391.274989,671.4400945,3582.219899,1.0
0.083214,-3564.0371,1.31e-19,2.7e-20,-3400.5454,-310130.1567,-3.44e-21,-9598.9361,-7.930000000000001e-21,6.0700000000000005e-21,-1.19e-19,4.2429,-7.92e-20,1.35e-19,-134348.9764,3.31e-19,-3685.1722,3.3e-21,-8.35e-21,-0.17728,0.18344,-9784.2874,-5902.2707,-9.08e-20,-3959.9683,-8.11e-21,119.9783,0.16225,2.18e-19,-2.71e-19,0.24942,1.11e-20,-2.8e-19,7.18e-20,11.1465,54.4193,-4570.2963,1.3e-20,1.1376,-2.54e-21,-2.65e-19,0.17682,-1.76e-19,-98626.097,0.23352,-0.089614,-0.23303,0.055865,-5.83e-20,3.17e-19,-8.24e-20,4.97e-19,-9.27e-19,35.9034,0.036007,3.64e-21,0.073724,1.5000000000000002e-22,0.10498,71.2337,3.8e-20,57.6669,-262237.5102,-187551.9871,7.19e-22,9.37e-22,-0.11326,5.84e-20,5.1800000000000006e-21,1.56e-20,0.40303,-0.00021859,-0.52108,0.80837,1.3,2144517.977,-0.95174,-1.9266,-0.32312,0.16931,1.2651,-3.2309,5.4193,1.4223,0.27436,0.82719,0.00012145,0.2816,0.3298,-0.26144,0.0032822,0.37876,0.67589,0.005084698,17.632,20.0676,50.6609,210.6361,2518.9256,153.9516,3818.2692,34.4414,954.5166,447.5505,275.6727,143.5544,10076.3061,594.8153,89.5282,5037.6681,1909.0807,121.657,1221.9514,2529.414385,1239.503473,685.2042024,3688.027446,1.0
0.075909,-3506.294,3.31e-20,8.44e-20,-3424.5346,-317382.8923,-7.59e-21,-9159.2021,3.1600000000000003e-21,5.91e-20,-2.24e-19,6.4952,-6.03e-20,-3.31e-19,-139684.5555,-1.09e-19,-3808.2764,-9.13e-21,-5.45e-21,-0.18166,0.17542,-8826.0289,-5689.5373,9.71e-20,-3913.2325,3.24e-20,105.7282,0.13061,-1.07e-19,-1.65e-19,0.17486,3.65e-21,-2.24e-20,5.26e-20,7.3712,22.4303,-4875.0341,-1.4e-20,2.0353,-5.02e-22,-2.51e-19,0.084886,-7.19e-19,-102638.5236,0.14576,-0.076214,-0.12669,0.051535,-5.83e-20,-8.17e-20,-5.87e-20,-4.59e-19,8.25e-20,65.1018,0.035064,-6.1e-20,0.05177,5.66e-22,0.10447,67.424,-6.790000000000001e-21,20.1918,-273170.0479,-193421.6919,8.26e-22,-2.33e-21,-0.1304,9.93e-20,-3.7400000000000005e-21,3.33e-21,0.31091,-0.00052151,-0.21387,1.3325,1.3359,2048288.353,-0.84048,-1.86,0.47855,0.16745,1.2761,-3.0935,4.7937,1.1448,0.084981,1.9563,-7.13e-05,-0.41239,0.33396,0.053023,-0.0029682,0.44468,0.7124,0.005232905,15.606,19.8573,50.0672,208.1469,2487.487,153.8092,3775.2757,34.0181,943.3504,442.265,272.2368,143.412,9963.4521,587.715,88.452,4983.9389,1886.85,120.2071,1207.6376,3048.05316,1332.207943,823.9664933,4195.712107,1.0
0.046201,-3154.7432,3.14e-21,1.35e-20,-3524.8058,-335594.7803,6.69e-22,-9400.4487,-3.21e-22,6.0700000000000005e-21,5.2500000000000005e-21,3.7157,-6.03e-20,-1.75e-19,-148074.0848,-1.52e-19,-3848.0811,-2.89e-21,-1.08e-21,-0.087529,0.08952,-9423.175,-5574.9427,-5.04e-20,-3449.5188,-1.71e-19,45.8417,0.097884,1.82e-21,-2.4e-19,0.091933,-8.310000000000001e-21,-7.17e-20,1.66e-20,5.614,18.808,-4551.6671,-1.21e-20,0.64932,7.15e-22,2.8e-19,0.07818,1.64e-19,-111835.9519,0.084191,-0.046973,-0.098065,0.03088,-1.46e-20,4.08e-20,2.68e-20,2.16e-19,-4.26e-20,32.3344,0.021454,1.46e-20,0.031684,9.56e-22,0.067536,29.696,-9.23e-20,15.8391,-285637.7805,-204267.4228,1.41e-21,-5.74e-23,-0.065526,2.13e-19,3.6300000000000003e-22,-1.04e-21,0.35487,-0.00035671,0.020869,1.6695,1.3979,1914302.964,-0.42754,-1.7861,0.1867,0.17615,1.2766,-3.219,5.028,1.6158,-0.25377,2.0564,0.00019447,-0.37467,0.31821,-0.047319,-0.003707,0.44526,0.73382,0.005241436,13.9,19.7227,49.7987,207.3574,2480.2087,153.7249,3761.9039,33.8924,940.245,440.6578,271.1602,143.3277,9927.9528,585.1221,88.1159,4965.69,1880.5343,119.6254,1204.7133,3016.231764,1350.645191,817.791563,4175.677551,1.0
0.56521,-3175.9233,-3.49e-19,-5.0600000000000005e-21,-1719.4436,-223047.3766,1.5900000000000002e-21,-11890.6299,2.94e-22,-3.76e-19,-2.1e-20,0.077626,1.7e-19,-9.57e-20,-58125.9121,-9.27e-19,-2214.6257,-2.1e-20,-1.34e-20,-0.85488,0.88619,-17053.1989,-7792.3528,3.53e-20,-4676.9042,9.32e-20,1399.7746,0.14035,-1.03e-18,1.81e-20,0.6551,1.47e-19,1.21e-18,-8.25e-19,266.0066,69.2963,-6027.2935,2.09e-19,-0.016971,3.95e-21,5.89e-20,0.053488,4.22e-19,-49382.1564,0.50239,-0.59601,-0.52317,0.3437,-2.92e-20,-2.43e-18,6.99e-19,3.75e-20,-1.13e-18,9.6152,0.30587,3.24e-19,0.30227,-8.76e-22,0.6815,1666.6418,1.95e-19,226.8367,-149945.9192,-87398.9216,3.67e-22,2.13e-21,-0.7183,4.38e-20,2.77e-20,3.38e-20,0.22611,0.00026599,-1.6022,1.0548,1.4132,1606518.499,-0.27144,-1.2944,0.014725,0.14753,1.3418,-2.0884,5.4459,-1.6915,-1.1307,-1.9871,0.00017249,-1.0896,0.3021,-0.0973,0.0021013,0.45536,0.6008,0.003924583,23.387,22.091,55.7008,231.6716,2769.5358,155.3837,4199.6686,37.8753,1049.706,492.2169,303.0508,144.9864,11083.0303,654.3845,98.4629,5542.2395,2099.503,133.772,1343.6137,2885.126451,1529.015105,914.6410052,3790.328455,0.0
0.76735,-4036.2832,-1.96e-20,5.0600000000000005e-21,-2420.2735,-214680.6585,3.59e-21,-13407.522,-2.13e-21,-9.7e-20,2.27e-20,0.10962,-1.17e-19,1.69e-20,-61335.063,7.76e-19,-3025.9536,6.09e-21,2.94e-20,-0.96866,0.97105,-19432.6982,-8615.1591,-5.040000000000001e-21,-5488.1389,1.42e-20,1349.6922,0.17802,-6.95e-19,-7.21e-19,0.80687,-5.41e-20,-1.89e-19,-1.41e-19,212.1945,70.3884,-6923.5562,-1.03e-19,0.0010464,1.0300000000000001e-21,-3.37e-20,0.048251,2.34e-20,-48283.9582,0.49158,-0.76105,-0.49768,0.33477,1.34e-20,-4.15e-19,9.3e-19,-3.28e-20,4.11e-19,2.956,0.28322,-1.17e-19,0.33428,1.4e-21,0.89555,1441.2037,7.44e-19,141.3074,-148121.0358,-91502.4864,3.46e-21,-7.1400000000000005e-22,-0.80518,1.02e-20,1.93e-20,5.47e-20,0.26718,0.00012837,-1.1359,0.064432,1.3763,1927819.922,-0.75485,-1.5517,0.30531,0.16373,1.3209,-3.0707,5.8556,-2.5629,-1.4024,-2.5977,-0.00055825,-1.4215,0.47404,0.11134,0.00060659,0.44878,0.57478,0.003714335,25.607,22.7466,57.2524,238.198,2855.2091,155.6413,4304.1676,38.9325,1078.0833,505.8337,311.4337,145.244,11356.1505,672.6486,101.2307,5664.6194,2155.7222,137.5174,1379.7676,2606.571472,1500.543247,893.6742585,3460.080868,0.0
0.64434,-3334.9962,-4.54e-19,2.43e-19,-1840.5667,-201688.6322,-9.35e-21,-11159.2403,1.98e-20,5.25e-19,9.79e-20,0.80678,-1.66e-19,5.74e-19,-69060.4883,3.15e-19,-2354.3403,-3.53e-20,-1.01e-20,-0.85942,0.90754,-14331.1876,-7471.6884,-2.42e-19,-4449.9564,6.08e-21,1419.7397,0.13758,-5.31e-19,2.17e-19,0.82373,1.46e-21,-5.08e-19,-5.98e-19,302.9287,126.8466,-5812.733,3.86e-20,0.08517,6.2500000000000006e-21,3.54e-19,0.074327,2.23e-18,-55420.4197,0.74381,-0.67154,-0.72859,0.32883,1.97e-19,7.29e-19,-5.3e-20,2.25e-19,7.07e-19,9.5913,0.22183,4.08e-19,0.32052,-5.7e-21,0.72733,1072.014,7.6e-19,323.4021,-157515.0432,-99288.4563,-1.8400000000000002e-21,-1.5300000000000002e-21,-0.71337,-8.18e-20,1.57e-20,-1.14e-20,0.28298,0.0001647,-0.55489,0.47742,1.3347,1861036.568,-0.15074,-1.3878,-0.013805,0.18676,1.2726,-1.8283,7.0496,-1.2665,-1.2922,-1.8402,-0.00037074,-0.97167,0.39332,-0.57945,0.0021112,0.39397,0.69187,0.004439238,24.719,20.9648,52.876,220.1927,2637.6047,154.5908,3995.2611,35.9931,999.109,467.9749,287.9635,144.1936,10543.1889,620.3691,93.5823,5270.3771,1998.0971,127.0984,1282.0251,2789.983334,1543.542155,846.4195145,3841.96126,0.0
0.20459,-4458.7363,-6.11e-20,4.12e-19,-3293.7604,-295690.7028,-2.4e-21,-7644.0896,1.6900000000000001e-21,-5e-20,2.45e-20,-8.9141,-2e-19,1.44e-19,-99139.9132,1.71e-19,-3748.8607,7.92e-21,-5.96e-21,-0.36422,0.36422,-14364.5719,-7057.6531,-8.32e-20,-5263.0271,-8.11e-20,453.6832,0.26946,1.09e-20,2.71e-19,0.46088,7.6e-20,-2.36e-18,-1.32e-19,148.5557,32.387,-5999.9879,5.96e-20,-2.9943,2.95e-23,-3.79e-20,0.17218,-1.72e-19,-78620.0552,0.41308,-0.21582,-0.41308,0.13155,-1.28e-19,4.57e-19,2.62e-19,1.88e-19,4.71e-19,95.3252,0.074387,4.01e-20,0.20515,1.0300000000000001e-21,0.24634,230.4645,-5.51e-19,110.4112,-201214.7013,-136494.6727,1.68e-21,2.42e-21,-0.2437,-5.84e-21,-2.95e-21,2.01e-21,0.19573,0.00018047,-1.2429,0.18457,1.4009,1582063.457,-0.36532,-0.65419,-0.32263,0.23093,1.3642,-1.5065,7.1638,-2.6648,-0.42923,1.2259,-0.00021767,-0.26298,0.18427,-0.14807,0.0017417,0.45195,0.66483,0.004818077,20.323,21.8546,55.5468,227.1539,2708.9127,155.0653,4105.3888,37.2554,1026.1575,482.4336,297.7673,144.6681,10833.8755,646.3699,96.6994,5415.4257,2052.568,131.7755,1308.1014,1595.338436,1254.432007,720.2542576,3159.371268,1.0
0.14274,-4533.1845,2.35e-20,7.42e-20,-3323.2356,-308347.1585,3.11e-22,-7389.8784,-1.05e-21,-1.82e-20,1.05e-19,8.3631,-6.03e-19,-1.13e-19,-112978.2422,4.1e-19,-3898.7727,-4.8800000000000004e-21,-1.9e-21,-0.28878,0.28878,-13012.2413,-7009.9807,-6.300000000000001e-22,-5193.0212,-2.74e-20,301.0137,0.19706,2.25e-19,4.34e-19,0.3621,2.21e-20,1.56e-19,-7.21e-20,147.8137,35.7201,-6010.6415,-6.58e-22,2.6687,3.18e-22,-1.68e-20,0.12001,1.03e-18,-85861.7692,0.3136,-0.14494,-0.28567,0.10088,8.5e-20,1.79e-19,1.4e-20,2.06e-19,-9.65e-19,87.38,0.061294,1.04e-19,0.13888,-1.77e-22,0.17305,173.6009,2.39e-19,105.7335,-228877.6302,-156783.5718,3.46e-22,4.68e-22,-0.20032,6.57e-20,-2.1e-21,3.45e-21,0.1979,-0.00018121,-0.90863,0.071855,1.3689,1466584.672,-0.61976,-1.0742,0.23914,0.20955,1.2901,-1.6775,7.0903,-2.2268,-0.37757,2.0969,0.00018139,-0.028203,0.21119,-0.64147,0.0022414,0.51062,0.70349,0.007060716,19.264,21.9972,55.1839,228.0873,2698.6901,154.9881,4074.0077,37.4408,1019.028,482.1258,300.5688,144.5909,10748.5677,652.4808,96.9937,5362.472,2038.4257,132.616,1292.7041,2300.588804,1191.655647,710.0434067,3343.038669,1.0
0.11048,-4631.694,1.69e-20,-5.64e-20,-3342.5435,-312193.0795,9.51e-22,-7618.9618,-1.52e-21,-2.12e-20,-1.22e-20,7.953,6.79e-20,-8.1e-20,-111204.9667,-1.8e-19,-3983.3839,-1.35e-20,-5.52e-21,-0.21507,0.21507,-13242.3101,-7247.3276,5.55e-20,-5217.1913,-1.08e-19,240.7667,0.21854,-4e-20,4.07e-20,0.28508,1e-20,-9.12e-19,1.32e-19,123.3405,27.2455,-6029.3372,1.1e-20,1.9504,-2.54e-21,-6.29e-20,0.15306,2.5e-19,-88953.0884,0.26855,-0.11858,-0.26855,0.085807,1.38e-19,1.46e-19,-1.13e-19,-5.45e-20,4.92e-19,80.4353,0.047331,-4.01e-20,0.13541,4.25e-22,0.14097,112.4205,4.83e-19,73.0071,-220563.1367,-152087.6566,-2.29e-22,-2.93e-22,-0.14401,-7.59e-20,5.29e-22,-2.9600000000000004e-21,0.14476,-0.00036139,-1.1105,0.11473,1.3806,1536752.877,-0.48574,-0.75097,-0.025879,0.21353,1.3004,-1.4979,6.8262,-2.1448,-0.52541,1.8275,-0.00018824,-0.055471,0.19738,-0.27709,-0.00048964,0.45032,0.70233,0.008347475,20.047,22.5408,56.0179,226.3814,2678.1795,154.8963,4037.7361,37.4875,1010.4771,478.9925,299.6843,144.499,10652.1518,652.3259,96.5934,5308.132,2021.2601,136.1073,1280.945,1723.052646,1036.150006,709.709766,3270.86872,1.0
